id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
122870,incollection,nubiola:2003,,,2003,,The Law of Reason and the Law of Love,The Law of Reason and the Law of Love,,,,,,,39--50,,,,,,,,,,,,,,,,,,,,false,,nubiola,,,1:time;2:processes
122871,incollection,nubiola:2008,,,2008,,Dichotomies and Artifacts: A Reply to Professor Hookway,Dichotomies and Artifacts: A Reply to Professor Hookway,,,,,,,71--82,,,,,,,,,,,,,,,,,,,,false,,nubiola,,,1:metaphysics;2:pragmatism
122872,book,nuccetelli-etal:2010,,,2010,,A Companion to Latin American Philosophy,A Companion to Latin American Philosophy,A Companion to Latin American Philosophy,A Companion to Latin American Philosophy,,,,,,,blackwell_companions_to_philosophy,Chichester,,,wiley-blackwell,,,,,,,,,,,10.1002/9781444314847,,,false,,,nuccetelli;schutte;bueno_o,,1:history_of_philosophy
122873,incollection,nuccetelli-etal:2010a,,,2010,,Introduction,Introduction,,,,,,,1--6,,,,,,,,,,,,,,,,,,,,false,,nuccetelli;schutte;bueno_o,,,1:history_of_philosophy
122874,book,nuccetelli-seay:2007,,,2007,,Themes from G.E.~Moore: New Essays in Epistemology and Ethics,Themes from G.E. Moore: New Essays in Epistemology and Ethics,Themes from G.E.~Moore: New Essays in Epistemology and Ethics,Themes from G.E. Moore: New Essays in Epistemology and Ethics,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,,,,false,,,nuccetelli;seay_g,,1:history_of_philosophy
122875,incollection,nuccetelli-seay:2007a,,,2007,,Introduction,Introduction,,,,,,,1--21,,,,,,,,,,,,,,,,,,,,true,,nuccetelli;seay_g,,,1:history_of_philosophy
122876,incollection,nuccetelli-seay:2007b,,,2007,,What's Right with the Open Question Argument,What's Right with the Open Question Argument,,,,,,,261--282,,,,,,,,,,,,,,,,,,,,true,,nuccetelli;seay_g,,,1:method;2:method_in_of_philosophy
122877,book,nuccetelli-seay:2012,,,2012,,Ethical Naturalism: Current Debates,Ethical Naturalism: Current Debates,Ethical Naturalism: Current Debates,Ethical Naturalism: Current Debates,,,,,,,,Cambridge,,,cambridge-university-press,,,,,,,,,,,,,,false,,,nuccetelli;seay_g,,1:ethics;2:metaethics;3:ethical_naturalism
122878,article,nuccetelli-seay:2012a,,,2012,,"Reasoning, Normativity, and Experimental Philosophy","Reasoning, Normativity, and Experimental Philosophy",,,,american-philosophical-quarterly,49,2,151--164,,,,,,,,,,,,,,,,,,,,false,,nuccetelli;seay_g,,,1:experimental_philosophy
122879,incollection,nuccetelli-seay:2012b,,,2012,,Does Analytical Moral Naturalism Rest on a Mistake?,Does Analytical Moral Naturalism Rest on a Mistake?,,,,,,,131--143,,,,,,,,,,,,,,,,,,,,false,,nuccetelli;seay_g,,,1:ethics;2:evolutionary_ethics;3:debunking_of_ethical_norms
122880,incollection,nuccetelli-stewart:2010,,,2010,,Ethnic-Group Terms,Ethnic-Group Terms,,,,,,,241--252,,,,,,,,,,,,,,,,,,,,false,,nuccetelli;stewart_rm,,,1:pragmatics;2:speech_acts;3:pejoratives
122881,article,nuccetelli:2004,,,2004,,Reference and Ethnic-Group Terms,Reference and Ethnic-Group Terms,,,,inquiry,47,6,528--544,,,,,,,,,,,,,,,,,,,,false,,nuccetelli,,,1:semantics;2:generics
122882,article,nuccetelli:2009,,,2009,,Review of \citet{garciacarpintero-macia:2006},Review of García-Carpintero and Macià (2006),,,,dialectica,63,1,94--99,,,,,,,,,,,,,,,,,10.1111/j.1746-8361.2009.01172.x,,,false,,nuccetelli,,,1:representation;2:2d
122883,article,nuccetelli:2009a,,,2009,,Sosa's Moore and the New Dogmatists [on \citet{sosa_e:2009}],Sosa's Moore and the New Dogmatists [on Sosa (2009)],,,,metaphilosophy,40,2,180--186,,,,,,,,,,,,,,,,,,,,false,,nuccetelli,,,1:skepticism
122884,incollection,nuccetelli:2017,,,2017,,Rights and Identity in Latin American Philosophy,Rights and Identity in Latin American Philosophy,,,,,,,114--124,,,,,,,,,,,,,,,,,,,,false,,nuccetelli,,,1:political_philosophy;2:discrimination
122885,incollection,nuccetelli:2019,,,2019,,Normative Skepticism,Normative Skepticism,,,,,,,367--380,,,,,,,,,,,,,,,,,,,,false,,nuccetelli,,,1:religion;2:epistemology_of_religion;3:religious_skepticism
122886,incollection,nuchelmans:1953,,,1953,,`Counterfactual Conditionals' and Singular Causal Statements,‘Counterfactual Conditionals' and Singular Causal Statements,,,,,,,160--165,,,,,,,,,,,,,,,,,,,,false,,nuchelmans,,,1:explanation;2:definition
122887,article,nuchelmans:1955,,,1955,,The Analysis of Counterfactual Conditionals,The Analysis of Counterfactual Conditionals,,,,synthese,9,1,48--63,,,,,,,,,,,,,,,,,,,,false,,nuchelmans,,,1:modality;2:counterfactuals
122888,article,nuchelmans:1957,,,1957,,Philologia et son marriage avec Mercure jusqu'{\`a} la fin du XIIe si{\`e}cle,Philologia et son marriage avec Mercure jusqu'à la fin du XIIe siècle,,,,latomus-revue-detudes-latines,16,,84--107,,,,,,,,,"Reprinted, with the original page numbers, in \citet{nuchelmans:1996}","Reprinted, with the original page numbers, in Nuchelmans (1996)",,,,,,,,,,false,,nuchelmans,,,1:history_of_philosophy
122889,article,nuchelmans:1961,,,1961,,Austin's Term `Performative',Austin's Term ‘Performative',,,,algemeen-nederlands-tijdschrift-voor-wijsbegeerte-en-psychologie,54,,154--172,,,,,,,,,,,,,,,,,,,,false,,nuchelmans,,,1:pragmatics;2:speech_acts
122890,book,nuchelmans:1973,,,1973,,Theories of the Proposition: Ancient and Medieval Conceptions of the Bearers of Truth and Falsity,Theories of the Proposition: Ancient and Medieval Conceptions of the Bearers of Truth and Falsity,,,,,,8,,,north_holland_linguistic_series,Amsterdam,,,north-holland-publishing-co,,,,,,,,,,,,,,false,,nuchelmans,,,1:representation;2:objects_of_propositional_attitudes;3:propositions
122891,article,nuchelmans:1974,,,1974,,Bezeichnen und Behaupten,Bezeichnen und Behaupten,,,,conceptus-zeitschrift-fur-philosophie,8,24,1--12,,,,,,,,,"Reprinted, with the original page numbers, in \citet{nuchelmans:1996}","Reprinted, with the original page numbers, in Nuchelmans (1996)",,,,,,,,,ngerman,false,,nuchelmans,,,1:pragmatics;2:speech_acts
122892,incollection,nuchelmans:1982,,,1982,,The Semantics of Propositions,The Semantics of Propositions,,,,,,,197--210,,,,,,,,,"Reprinted, with the original page numbers, in \citet{nuchelmans:1996}","Reprinted, with the original page numbers, in Nuchelmans (1996)",,,,,,,,,,false,,nuchelmans,,,1:representation;2:objects_of_propositional_attitudes;3:propositions
122893,book,nuchelmans:1983,,,1983,,Judgment and Proposition: From Descartes to Kant,Judgment and Proposition: From Descartes to Kant,Judgment and Proposition: From Descartes to Kant,Judgment and Proposition: From Descartes to Kant,,,,118,,,verhandelingen_der_koninklijke_nederlandse_akademie_van_wetenschappen_afd_letterkunde_nieuwe_reeks,Amsterdam,,,north-holland-publishing-co,,,,,,,,,,,,,,false,,nuchelmans,,,1:representation;2:objects_of_propositional_attitudes;3:propositions
122894,incollection,nuchelmans:1983a,,,1983,,Repercussions of Descartes's Theory of Judgment,Repercussions of Descartes's Theory of Judgment,,,,,,,55--69,,,,,,,,,,,,,,,,,,,,false,,nuchelmans,,,1:pragmatics;2:judgement
122895,incollection,nuchelmans:1983b,,,1983,,Idea and Judgment in Descartes,Idea and Judgment in Descartes,,,,,,,36--54,,,,,,,,,,,,,,,,,,,,false,,nuchelmans,,,1:representation;2:ideas
122896,incollection,nuchelmans:1983c,,,1983,,"Medieval Problems Concerning Substitutivity (Paul of Venice, \emph{Logica Magna} II, 11, 7-8)","Medieval Problems Concerning Substitutivity (Paul of Venice, Logica Magna II, 11, 7-8)",,,,,,,69--80,,,,,,,,,"Reprinted, with the original page numbers, in \citet{nuchelmans:1996}","Reprinted, with the original page numbers, in Nuchelmans (1996)",,,,,,,,,,false,,nuchelmans,,,1:representation;2:aboutness;3:opacity
122897,incollection,nuchelmans:1985,,,1985,,Stanislaus of Znaim (d.~1414) on Truth and Falsity,Stanislaus of Znaim (d. 1414) on Truth and Falsity,,,,,,,313--338,,,,,,,,,"Reprinted, with the original page numbers, in \citet{nuchelmans:1996}","Reprinted, with the original page numbers, in Nuchelmans (1996)",,,,,,,,,,false,,nuchelmans,,,1:representation;2:expressing
