id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
80510,incollection,iemhoff:2000,,,2000,,A Modal Analysis of Some Principles of the Provability Logic of Heyting Arithmetic,A Modal Analysis of Some Principles of the Provability Logic of Heyting Arithmetic,,,,,,,,,319--354,319,,,,,,,,,,,,,,,,,,,english,false,,,iemhoff,,,1:logic;2:modal_logic
80511,article,iemhoff:2001,,,2001,,On the Admissible Rules of Intuitionistic Propositional Logic,On the Admissible Rules of Intuitionistic Propositional Logic,,,,the-journal-of-symbolic-logic,66,66,1,1,281--294,281,,,,,,,,,,,,,,,,,,,english,false,,,iemhoff,,,1:logic;2:intuitionistic_logic
80512,article,iemhoff:2002,,,2002,,Review of \citet{visser_a:2001},Review of Visser (2001),,,,the-bulletin-of-symbolic-logic,8,8,3,3,440--441,440,,,,,,,,,,,,,,,,,,,english,false,,,iemhoff,,,1:logic;2:model_theory
80513,article,iemhoff:2015,,,2015,,On Rules,On Rules,,,,journal-of-philosophical-logic,44,44,6,6,697--711,697,,,,,,,,,,,,,,,,,,,english,false,,,iemhoff,,,1:representation;2:meaning_skepticism;3:rule_following
80514,article,iemhoff:2016,,,2016,,Consequence Relations and Admissible Rules,Consequence Relations and Admissible Rules,,,,journal-of-philosophical-logic,45,45,3,3,327--348,327,,,,,,,,,,,,,,,,,,,english,false,,,iemhoff,,,1:logic;2:entailment;3:logical_consequence
80515,book,ierna-etal:2010,,,2010,,"Philosophy, Phenomenology, Sciences: Essays in Commemoration of Edmund Husserl","Philosophy, Phenomenology, Sciences: Essays in Commemoration of Edmund Husserl","Philosophy, Phenomenology, Sciences: Essays in Commemoration of Edmund Husserl","Philosophy, Phenomenology, Sciences: Essays in Commemoration of Edmund Husserl",,,,,200,200,,,,phaenomenologica,Dordrecht,,,springer,,,,,,,,,,,,,english,false,,,,ierna;jacobs_h;mattens,,1:metaphysics
80516,incollection,ierna:2008,,,2008,,Husserl's Critique of Double Judgments,Husserl's Critique of Double Judgments,,,,,,,,,49--74,49,,,,,,,,,,,,,,,,,,,english,false,,,ierna,,,1:pragmatics;2:judgement
80517,incollection,ierna:2020,,,2020,,Thinking the Impossible: The Gestalt of a Round Square,Thinking the Impossible: The Gestalt of a Round Square,,,,,,,,,47--60,47,,,,,,,,,,,,,,,,,,,english,false,,,ierna,,,1:modality;2:impossibility
80518,incollection,ierna:2021,,,2021,,Phenomenology and Austrian Philosophy,Phenomenology and Austrian Philosophy,,,,,,,,,98--110,98,,,,,,,,,,,,,,,,,,,english,false,,,ierna,,,1:metaphysics;2:phenomenology
80519,incollection,ierna:2021a,,,2021,,Synoptic Scheme of the Phenomenological Movement,Synoptic Scheme of the Phenomenological Movement,,,,,,,,,809--812,809,,,,,,,,,,,,,,,,,,,english,false,,,ierna,,,
