id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
184295,article,xu_f:1997,,,1997,,From Lot's Wige to a Pillar of Salt: Evidence That Physical Object is a Sortal Concept,From Lot's Wige to a Pillar of Salt: Evidence That Physical Object is a Sortal Concept,,,,mind-and-language,12,,365--392,,,,,,,,,,,,,,,,,,,,false,,xu_f,,,1:ontology
184296,incollection,xu_f:2010,,,2010,,"Count Nouns, Sortal Concepts, and the Nature of Early Words","Count Nouns, Sortal Concepts, and the Nature of Early Words",,,,,,,191--206,,,,,,,,,,,,,,,,,,,,false,,xu_f,,,1:semantics;2:mass_terms
184297,article,xu_h:1995,,,1995,,Computing Marginals for Arbitrary Subsets from Marginal Representation in Markov Trees,Computing Marginals for Arbitrary Subsets from Marginal Representation in Markov Trees,,,,artificial-intelligence,74,1,177--189,,,,,,,,,,,,,,,,,,,,false,,xu_h,,,1:decision_theory;2:bayesian_networks
184298,incollection,xu_h:2000,,,2000,,Network-based Decision Algorithms,Network-based Decision Algorithms,,,,,,,477--510,,,,,,,,,,,,,,,,,,,,false,,xu_h,,,1:computation;2:algorithms
184299,incollection,xu_j-weischedel:2000,,,2000,,Cross-Lingual Information Retrieval Using Hidden {M}arkov Models,Cross-Lingual Information Retrieval Using Hidden Markov Models,,,,,,,85--103,,,,,,,,,,,,,,,,,,,,false,,xu_j;weischedel_rm,,,1:linguistics;2:corpus_linguistics
184300,article,xu_m:1988,,,1988,,"On some {U,S}-Tense Logics","On some U,S-Tense Logics",,,,journal-of-philosophical-logic,23,2,181--202,,,,,,,,,,,,,,,,,,,,false,,xu_m,,,1:time;2:the_future;3:branching_time
184301,unpublished,xu_m:1989,,,1989,,Modalities in {stit} Theory Without the Refref Conjecture,Modalities in stit Theory Without the Refref Conjecture,,,,,,,,,,,,,,,,"Unpublished manuscript, Philosophy Department, University of Pittsburgh","Unpublished manuscript, Philosophy Department, University of Pittsburgh",,,,,,,,,,false,,xu_m,,,1:action;2:action_formalisms;3:stit
184302,article,xu_m:1991,,,1991,,Some Descending Chains of Incomplete Modal Logics,Some Descending Chains of Incomplete Modal Logics,,,,journal-of-philosophical-logic,20,3,265--283,,,,,,,,,,,,,,,,,,,,false,,xu_m,,,1:logic;2:modal_logic
184303,unpublished,xu_m:1991a,,,1991,,Decidability of \emph{Stit} Theory with a Single Agent and the Refref Equivalence,Decidability of Stit Theory with a Single Agent and the Refref Equivalence,,,,,,,,,,,,,,,,"Unpublished manuscript, University of Pittsburgh","Unpublished manuscript, University of Pittsburgh",,,,,,,,,,false,,xu_m,,,1:action;2:action_formalisms;3:stit
184304,article,xu_m:1994,,,1994,,Doing and Refraining From Refraining,Doing and Refraining From Refraining,,,,journal-of-philosophical-logic,23,6,621--632,,,,,,,,,,,,,,,,,,,,false,,xu_m,,,1:action;2:action_formalisms
184305,article,xu_m:1994a,,,1994,,Decidability of Deliberative {stit} Theories with Multiple Agents,Decidability of Deliberative stit Theories with Multiple Agents,,,,studia-logica-an-international-journal-for-symbolic-logic,53,,259--298,,,,,,,,,Reprinted in \citet[332--348]{gabbay_dm-ohlbach:1994},Reprinted in Gabbay and Ohlbach (1994),,,,,,,,,,false,,xu_m,,,1:action;2:action_formalisms;3:stit
184306,article,xu_m:1995,,,1995,,On the Basic Logic of \textsc{Stit} with a Single Agent,On the Basic Logic of Stit with a Single Agent,,,,the-journal-of-symbolic-logic,60,,459--483,,,,,,,,,,,,,,,,,,,,false,,xu_m,,,1:action;2:action_formalisms;3:stit
184307,article,xu_m:1995a,,,1995,,"Busy Choice Sequences, Refraining Formulas and Modalities","Busy Choice Sequences, Refraining Formulas and Modalities",,,,studia-logica-an-international-journal-for-symbolic-logic,54,,267--301,,,,,,,,,,,,,,,,,,,,false,,xu_m,,,1:action;2:action_formalisms
184308,unpublished,xu_m:1995b,,,1995,,Causation in Branching Time {II}: Structures of Events and Causal Regularities,Causation in Branching Time II: Structures of Events and Causal Regularities,,,,,,,,,,,,,,,,"Unpublished manuscript, Philosophy Department, University of Pittsburgh","Unpublished manuscript, Philosophy Department, University of Pittsburgh",,,,,,,,,,false,,xu_m,,,1:causation;2:metaphysics_of_causality
184309,unpublished,xu_m:1995c,,,1995,,"Causation in Branching Time I: Transitions, Events, and Causes","Causation in Branching Time I: Transitions, Events, and Causes",,,,,,,,,,,,,,,,"Unpublished manuscript, Philosophy Department, University of Pittsburgh","Unpublished manuscript, Philosophy Department, University of Pittsburgh",,,,,,,,,,false,,xu_m,,,1:causation;2:metaphysics_of_causality
184310,article,xu_m:1998,,,1998,,Axioms for Deliberative \emph{Stit},Axioms for Deliberative Stit,,,,journal-of-philosophical-logic,27,5,505--552,,,,,,,,,,,,,,,,,,,,false,,xu_m,,,1:action;2:action_formalisms;3:stit
184311,article,xu_m:2012,,,2012,,Actions as Events,Actions as Events,,,,journal-of-philosophical-logic,41,4,765--809,,,,,,,,,,,,,,,,,,,,false,,xu_m,,,1:action
184312,article,xu_m:2015,,,2015,,Combinations of \emph{Stit} with \emph{Ought} and \emph{Know},Combinations of Stit with Ought and Know,,,,journal-of-philosophical-logic,44,6,851--877,,,,,,,,,,,,,,,,,,,,false,,xu_m,,,1:action;2:action_formalisms;3:stit
184313,article,xu_mi-deng:2015,,,2015,,Against Zangwill's Extreme Formalism About Inorganic Nature,Against Zangwill's Extreme Formalism About Inorganic Nature,,,,philosophia,43,1,249--257,,,,,,,,,,,,,,,,,,,,false,,xu_mi;deng_g,,,1:structuralism
184314,incollection,xu_t:2012,,,2012,,\emph{You} Again: How Is Its Ambiguity Derived?,You Again: How Is Its Ambiguity Derived?,,,,,,,470--480,,,,,,,,,,,,,,,,,,,,false,,xu_t,,,1:representation;2:polysemy;3:ambiguity
184315,incollection,xu_w-rudnicky:2000,,,2000,,Task-Based Dialog Management Using an Agenda,Task-Based Dialog Management Using an Agenda,,,,,,,42--47,,,,,,,,,,,,,,,,,,,,false,,xu_w;rudnicky_ai,,,1:linguistics;2:dialogue;3:computational_dialogue
184316,article,xu_x:2012,,,2012,,Game of the Truel,Game of the Truel,,,,synthese,185,1,19--25,,,,,,,,,,,,,,,,,,,,false,,xu_x,,,1:truth
184317,article,xu_y-wang:2012,,,2012,,"The Frame Problem, the Relevance Problem, and a Package Solution to Both","The Frame Problem, the Relevance Problem, and a Package Solution to Both",,,,synthese,187,1,43--72,,,,,,,,,,,,,,,,,,,,false,,xu_y;wang_p,,,1:causation;2:causal_reasoning;3:frame_problem
184318,article,xu_y:2011,,,2011,,The Troublesome Explanandum in Plantinga's Argument against Naturalism,The Troublesome Explanandum in Plantinga's Argument against Naturalism,,,,international-journal-for-philosophy-of-religion,69,1,1--15,,,,,,,,,,,,,,,,,,,,false,,xu_y,,,1:religion;2:epistemology_of_religion
