id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
123254,incollection,oades-etal:2013,,,2013,,The Collaborative Recovery Model: Developing Positive Institutions to Facilitate Recovery in Enduring Mental Illness,The Collaborative Recovery Model: Developing Positive Institutions to Facilitate Recovery in Enduring Mental Illness,,,,,,,1050--1066,,,,,,,,,,,,,,,,,,,,false,,oades;crowe_tp;deane_fp,,,1:psychology
123255,incollection,oakeley:1927,,,1927,,The Perspective View in Ethics,The Perspective View in Ethics,,,,,,,487--492,,,,,,,,,,,,,,,,,,,,false,,oakeley,,,1:metaphysics;2:perspectivalism
123256,article,oakeley:1930,,,1930,,Time and the Self in McTaggart's System,Time and the Self in McTaggart's System,,,,mind,39,154,175--193,,,,,,,,,,,,,,,,,,,,false,,oakeley,,,1:time
123257,incollection,oakeley:1931,,,1931,,The Question of Progress in Metaphysics in the Light of Some Present Tendencies,The Question of Progress in Metaphysics in the Light of Some Present Tendencies,,,,,,,407--413,,,,,,,,,,,,,,,,,,,,false,,oakeley,,,1:metaphysics;2:metametaphysics
123258,article,oakeley:1932,,,1932,,The Status of the Past,The Status of the Past,,,,proceedings-of-the-aristotelian-society,32,,227--250,,,,,,,,,,,,,,,,,,,,false,,oakeley,,,1:time;2:ontology_of_time
123259,article,oakeley:1937,,,1937,,Perception and Historicity: With Special reference to Professor H.H.~Price's ``Perception'',Perception and Historicity: With Special reference to Professor H.H. Price's “Perception”,,,,proceedings-of-the-aristotelian-society,38,,21--46,,,,,,,,,,,,,,,,,,,,false,,oakeley,,,1:perception
123260,article,oakeley:1938,,,1938,,Is Ethical Relativity Necessary?,Is Ethical Relativity Necessary?,,,,proceedings-of-the-aristotelian-society-supplementary-volume,17,,152--169,,,,,,,,,,,,,,,,,,,,false,,oakeley,,,1:ethics;2:metaethics;3:moral_relativism
123261,article,oakeley:1947,,,1947,,The Philosophy of Time and the Timeless in McTaggart's Nature of Existence,The Philosophy of Time and the Timeless in McTaggart's Nature of Existence,,,,proceedings-of-the-aristotelian-society,47,,105--128,,,,,,,,,,,,,,,,,,,,false,,oakeley,,,1:time;3:mctaggart
123262,incollection,oakeley:1948,,,1948,,Is there Reason in History?,Is there Reason in History?,,,,,,,39--60,,,,,,,,,,,,,,,,,,,,false,,oakeley,,,1:history
123263,article,oakes_c:1999,,,1999,,Interpretations of Intuitionist Logic in Non-Normal Modal Logics,Interpretations of Intuitionist Logic in Non-Normal Modal Logics,,,,journal-of-philosophical-logic,28,1,47--60,,,,,,,,,,,,,,,,,,,,false,,oakes_c,,,1:logic;2:intuitionistic_logic
123264,book,oakes_et-moss:2004,,,2004,,The Cambridge Companion to Hans Urs von Balthasar,The Cambridge Companion to Hans Urs von Balthasar,The Cambridge Companion to Hans Urs von Balthasar,The Cambridge Companion to Hans Urs von Balthasar,,,,,,,cambridge_companions_to_religion,Cambridge,,,cambridge-university-press,,,,,,,,,,,,,,false,,,oakes_et;moss_d,,1:religion;2:theology
123265,incollection,oakes_et:2004,,,2004,,\emph{Envoi}: the Future of Batlhasarian Theology,Envoi: the Future of Batlhasarian Theology,,,,,,,269--274,,,,,,,,,,,,,,,,,,,,false,,oakes_et,,,1:religion;2:theology
123266,incollection,oakes_k:2015,,,2015,,Normative Protestant Christology,Normative Protestant Christology,,,,,,,568--581,,,,,,,,,,,,,,,,,,,,false,,oakes_k,,,1:religion;2:god;3:christology
123267,article,oakes_mg:2004,,,2004,,Perdurance and Causal Realism,Perdurance and Causal Realism,,,,erkenntnis,60,2,205--227,,,,,,,,,,,,,,,,,,,,false,,oakes_mg,,,1:time;2:persistence
123268,article,oakes_mg:2007,,,2007,,Can Indirect Causation be Real?,Can Indirect Causation be Real?,,,,metaphysica,8,2,111--122,,,,,,,,,,,,,,,,,,,,false,,oakes_mg,,,1:causation
123269,book,oakes_mp:1998,,,1998,,Statistics for Corpus Linguistics,Statistics for Corpus Linguistics,,,,,,,,,,Edinburgh,,,edinburgh-university-press,,,,,,,,,,,,,,false,,oakes_mp,,,1:linguistics;2:corpus_linguistics
123270,article,oakes_ra:1971,,,1971,,"Professor Blanshard, Causality, and Internal Relations","Professor Blanshard, Causality, and Internal Relations",,,,idealistic-studies,1,2,172--178,,,,,,,,,,,,,,,,,,,,false,,oakes_ra,,,1:structuralism;2:relations
123271,article,oakes_ra:1972,,,1972,,"Actualities, Possibilities, and Free-Will Theodocy","Actualities, Possibilities, and Free-Will Theodocy",,,,the-new-scholasticism,46,2,191--201,,,,,,,,,,,,,,,,,,,,false,,oakes_ra,,,1:modality;2:grounding_of_modality
123272,article,oakes_ra:1973,,,1973,,Actualities and Possibilities Once Again,Actualities and Possibilities Once Again,,,,the-new-scholasticism,47,1,113--116,,,,,,,,,,,,,,,,,,,,false,,oakes_ra,,,1:modality;2:grounding_of_modality
123273,article,oakes_ra:1973a,,,1973,,"Noumena, Phenomena, and God","Noumena, Phenomena, and God",,,,international-journal-for-philosophy-of-religion,4,1,30--38,,,,,,,,,,,,,,,,,,,,false,,oakes_ra,,,1:metaphysics;2:transcendental_idealism;3:noumena
123274,article,oakes_ra:1975,,,1975,,The Second Ontological Argument and ``Existence Simpliciter'',The Second Ontological Argument and “Existence Simpliciter”,,,,international-journal-for-philosophy-of-religion,6,3,180--184,,,,,,,,,,,,,,,,,,,,false,,oakes_ra,,,1:ontology;2:being
123275,article,oakes_ra:1978,,,1978,,God and Physical Objects,God and Physical Objects,,,,international-journal-for-philosophy-of-religion,9,1,16--29,,,,,,,,,,,,,,,,,,,,false,,oakes_ra,,,1:religion;2:divine_creation
123276,article,oakes_ra:1983,,,1983,,Material Things: A Cartesian Conundrum,Material Things: A Cartesian Conundrum,,,,pacific-philosophical-quarterly,64,,144--150,,,,,,,,,,,,,,,,,,,,false,,oakes_ra,,,1:ontology;2:particulars
123277,article,oakes_ra:1986,,,1986,,"Theistic Orthodoxy, Theistic Consubstantialism, and Theistic Internalism","Theistic Orthodoxy, Theistic Consubstantialism, and Theistic Internalism",,,,international-journal-for-philosophy-of-religion,19,3,177--189,,,,,,,,,,,,,,,,,,,,false,,oakes_ra,,,1:religion;2:god;3:trinity
123278,article,oakes_ra:1990,,,1990,,The Wrath of God,The Wrath of God,,,,international-journal-for-philosophy-of-religion,27,3,129--140,,,,,,,,,,,,,,,,,,,,false,,oakes_ra,,,1:religion;2:heaven_and_hell;3:grace
