id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
4614,article,aquila:1971,,,1971,,The Status of Intentional Objects,The Status of Intentional Objects,,,,the-new-scholasticism,45,,427--456,427,,,,,,,,,,,,,,,,,,,english,false,,,aquila,,,2:intentionality
4615,article,aquila:1971a,,,1971,,Intentionality and Possible Facts,Intentionality and Possible Facts,,,,nous,5,,411--417,411,,,,,,,,,,,,,,,,,,,english,false,,,aquila,,,2:intentionality
4616,incollection,aquila:1972,,,1972,,"Concepts, Objects and the Analytic in Kant","Concepts, Objects and the Analytic in Kant",,,,,,,212--218,212,,,,,,,,,,,,,,,,,,,english,false,,,aquila,,,1:representation;2:analyticity
4617,article,aquila:1973,,,1973,,Predication and Hegel's Metaphysics,Predication and Hegel's Metaphysics,,,,kant-studien,64,2,231--245,231,,,,,,,,,,,,,,,,,,,english,false,,,aquila,,,1:exemplification;2:predication
4618,article,aquila:1974,,,1974,,Kant's Theory of Concepts,Kant's Theory of Concepts,,,,kant-studien,65,1,1--20,1,,,,,,,,,,,,,,,,,,,english,false,,,aquila,,,1:representation;2:concepts
4619,article,aquila:1974a,,,1974,,"Brentano, Descartes and Hume on Awareness","Brentano, Descartes and Hume on Awareness",,,,philosophy-and-phenomenological-research,35,,223--239,223,,,,,,,,,,,,,,,,,,,english,false,,,aquila,,,1:representation;2:concepts
4620,article,aquila:1974b,,,1974,,"Emotions, Objects and Causal Relations","Emotions, Objects and Causal Relations",,,,philosophical-studies,26,3/4,279--285,279,,,,,,,,,,,,,,,,,10.1007/bf00398887,,english,false,,,aquila,,,1:representation;2:concepts
4621,article,aquila:1975,,,1975,,Causes and Constituents of Occurrent Emotion,Causes and Constituents of Occurrent Emotion,,,,the-philosophical-quarterly,25,101,346--349,346,,,,,,,,,,,,,,,,,,,english,false,,,aquila,,,1:feeling;2:emotions
4622,article,aquila:1976,,,1976,,Two Kinds of Transcendental Arguments in Kant,Two Kinds of Transcendental Arguments in Kant,,,,kant-studien,67,1,1--19,1,,,,,,,,,,,,,,,,,,,english,false,,,aquila,,,1:method;2:transcendental_arguments
4623,book,aquila:1977,,,1977,,Intentionality: A Study of Mental Acts,Intentionality: A Study of Mental Acts,,,,,,,,,,,"University Park, Pennsylvania",,,pennsylvania-state-university-press,,,,,,,,,,,,,english,false,,,aquila,,,2:intentionality
