id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
75969,incollection,ho_a:2014,,,2014,,Choosing Death: Autonomy and Ableism,Choosing Death: Autonomy and Ableism,,,,,,,326--350,,,,,,,,,,,,,,,,,,,,false,,ho_a,,,1:medicine;2:medical_ethics;3:euthanasia
75970,article,ho_ch:2020,,,2020,,Ontic Indeterminacy: Chinese Madhyamaka in the Contemporary Context,Ontic Indeterminacy: Chinese Madhyamaka in the Contemporary Context,,,,australasian-journal-of-philosophy,98,3,419--433,,,,,,,,,,,,,,,,,,,,false,,ho_ch,,,1:vagueness;2:ontic_vagueness
75971,article,ho_ch:2023,,,2023,,Can the World Be Indeterminate in All Respects?,Can the World Be Indeterminate in All Respects?,,,,ergo,9,22,584--602,,,,,,,,,,,,,,,,,10.3998/ergo.2278,,,false,,ho_ch,,,1:vagueness;2:ontic_vagueness
75972,incollection,ho_d:2007,,,2007,,Farewell to Empiricism,Farewell to Empiricism,,,,,,,319--334,,,,,,,,,,,,,,,,,,,,false,,ho_d,,,1:science;2:constructive_empiricism
75973,incollection,ho_hl:2021,,,2021,,"Justification, Excuse, and Proof Beyond Reasonable Doubt","Justification, Excuse, and Proof Beyond Reasonable Doubt",,,,,,,146--166,,,,,,,,,,,,,,,,,10.1111/phis.12200,,,false,,ho_hl,,,1:law;2:penal_law;3:criminal_evidence
75974,article,ho_mw:1997,,,1997,,Quantum coherence and conscious experience,Quantum coherence and conscious experience,,,,kybernetes,26,,265--276,,,,,,,,,,,,,,,,,,,,false,,ho_mw,,,2:consciousness
75975,article,ho_th:2018,,,2018,,Lucky Achievement: Virtue Epistemology on the Value of Knowledge,Lucky Achievement: Virtue Epistemology on the Value of Knowledge,,,,ratio,31,3,303--311,,,,,,,,,,,,,,,,,,,,false,,ho_th,,,2:epistemic_value;3:value_of_knowledge
75976,article,hoag:1987,,,1987,,Mill's Conception of Happiness as an Inclusive End,Mill's Conception of Happiness as an Inclusive End,,,,journal-of-the-history-of-philosophy,25,3,417--431,,,,,,,,,,,,,,,,,,,,false,,hoag,,,1:feeling;2:happiness
75977,article,hoagland_h:1943,,,1943,,The Chemistry of Time,The Chemistry of Time,,,,scientific-monthly,56,,56--61,,,,,,,,,,,,,,,,,,,,false,,hoagland_h,,,1:time
75978,incollection,hoagland_h:1950,,,1950,,Consciousness and the Chemistry of Time,Consciousness and the Chemistry of Time,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,hoagland_h,,,2:consciousness
75979,incollection,hoard:1998,,,1998,,Language Understanding and the Emerging Alignment of Linguistics and Natural Language Processing,Language Understanding and the Emerging Alignment of Linguistics and Natural Language Processing,,,,,,,197--230,,,,,,,,,,,,,,,,,,,,false,,hoard,,,1:linguistics;2:logic_for_natural_language;3:natural_language_programming
