id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
143718,UNKNOWN,ruano_j:2008,,,2008,,"Responsabilit{\'e} morale, libre-arbitre et d{\'e}terminisme","Responsabilité morale, libre-arbitre et déterminisme",,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Travail de licence,,,,,,,,,,,,french,false,,,ruano_j,,,
143719,article,ruar_v:2016,,,2016,,Der Mensch in mir,Der Mensch in mir,,,,philosophie-ch,,,,,,,,,,,,,,,,,,,,,,https://www.philosophie.ch/2016-01-19-ruar,ngerman,false,,https://creativecommons.org/licenses/by/3.0/,ruar_v,,,
143720,article,ruaro:2008,,,2008,,God and the Worm: The Twofold Otherness in Pseudo-Dionysius's Theory of Dissimilar Images,God and the Worm: The Twofold Otherness in Pseudo-Dionysius's Theory of Dissimilar Images,,,,american-catholic-philosophical-quarterly,82,4,581--592,581,,,,,,,,,,,,,,,,,,,english,false,,,ruaro,,,1:religion;2:god
143721,incollection,rubeis:2017,,,2017,,Beyond Realism and Antirealism? The Strange Case of Dewey's Instrumentalism,Beyond Realism and Antirealism? The Strange Case of Dewey's Instrumentalism,,,,,,,67--82,67,,,,,,,,,,,,,,,,,,,english,false,,,rubeis,,,1:science;2:scientific_realism;3:operationalism
143722,incollection,rubel_a:2015,,,2015,,"Privacy, Surveillance, and Autonomy","Privacy, Surveillance, and Autonomy",,,,,,,312--324,312,,,,,,,,,,,,,,,,,,,english,false,,,rubel_a,,,1:ethics;2:bioethics
143723,book,ruben_dh:1979,,,1979,,Marxism and Materialism: A Study in Marxist Theory of Knowledge,Marxism and Materialism: A Study in Marxist Theory of Knowledge,,,,,,,,,,,Brighton,,,harvester-press,,2,,,,,,,,,,,english,false,,,ruben_dh,,,1:epistemology
143724,incollection,ruben_dh:1982,,,1982,,"Marx, Necessity and Science","Marx, Necessity and Science",,,,,,,39--56,39,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:political_philosophy;2:marxism
143725,article,ruben_dh:1984,,,1984,,Social Properties and Their Basis,Social Properties and Their Basis,,,,proceedings-of-the-aristotelian-society,85,,23--45,23,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:ontology;2:social_ontology
143726,book,ruben_dh:1985,,,1985,,The Metaphysics of the Social World,The Metaphysics of the Social World,,,,,,,,,,,London,,,routledge-kegan-paul,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:social_sciences
143727,incollection,ruben_dh:1989,,,1989,,The Ontology of Explanation,The Ontology of Explanation,,,,,,,67--86,67,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:explanation
143728,book,ruben_dh:1990,,,1990,,Explaining Explanation,Explaining Explanation,,,,,,,,,,,London,,,routledge,,,Second edition: \citet{ruben_dh:2012},Second edition: Ruben (2012),,,,,,,10.4324/9780203169308,,english,false,,,ruben_dh,,,1:explanation
143729,article,ruben_dh:1990a,,,1990,,A Rejoinder to \citet{haji:1990},A Rejoinder to Haji (1990),,,,grazer-philosophische-studien,38,,195--199,195,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:time;2:the_past;3:fixity_of_the_past
143730,incollection,ruben_dh:1990b,,,1990,,Singular Explanation and the Social Sciences,Singular Explanation and the Social Sciences,,,,,,,130--149,130,,,,,,,,,Simultaneously published in \citet[95--118]{knowles_d:1990},Simultaneously published in Knowles (1990),,,,,,,,,english,false,,,ruben_dh,,,1:explanation
143731,article,ruben_dh:1997,,,1997,,The Active and the Passive,The Active and the Passive,,,,proceedings-of-the-aristotelian-society-supplementary-volume,71,,229--246,229,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:structuralism;2:relations
143732,incollection,ruben_dh:1997a,,,1997,,Doing without Happenings: Three Theories of Action,Doing without Happenings: Three Theories of Action,,,,,,,267--286,267,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:action
143733,incollection,ruben_dh:1998,,,1998,,The Philosophy of the Social Sciences,The Philosophy of the Social Sciences,,,,,,,420--469,420,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:social_sciences
143734,incollection,ruben_dh:1999,,,1999,,Karl Marx,Karl Marx,,,,,,,65--80,65,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:political_philosophy;2:marxism
143735,misc,ruben_dh:2001,,,2001,,Social Properties (Facts and Entities): Philosophical Aspects,Social Properties (Facts and Entities): Philosophical Aspects,Social Properties (Facts and Entities): Philosophical Aspects,Social Properties (Facts and Entities): Philosophical Aspects,,,,,14391--14397,14391,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:social_sciences
143736,book,ruben_dh:2003,,,2003,,Action and its Explanation,Action and its Explanation,,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/acprof:oso/9780198235880.001.0001,,english,false,,,ruben_dh,,,1:explanation
143737,incollection,ruben_dh:2008,,,2008,,Disjunctive Theories of Perception and Action,Disjunctive Theories of Perception and Action,,,,,,,227--243,227,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:perception;2:disjunctivism_about_perception
143738,incollection,ruben_dh:2009,,,2009,,Con-reasons as Causes,Con-reasons as Causes,,,,,,,62--74,62,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:action;2:reasons_for_action;3:reasons_vs_causes
143739,incollection,ruben_dh:2010,,,2010,,Cambridge Actions,Cambridge Actions,,,,,,,82--89,82,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:properties;2:internal_external_properties
143740,incollection,ruben_dh:2010a,,,2010,,Causal and Deliberative Strength of Reasons for Action: The Case of Con-Reasons,Causal and Deliberative Strength of Reasons for Action: The Case of Con-Reasons,,,,,,,167--182,167,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:action;2:reasons_for_action;3:reasons_vs_causes
143741,book,ruben_dh:2012,,,2012,,Explaining Explanation,Explaining Explanation,,,,,,,,,,,"Boulder, Colorado",,,paradigm-publlishers,,2,Updated and expanded second edition of \citet{ruben_dh:1990},Updated and expanded second edition of Ruben (1990),,,,,,,,,english,false,,,ruben_dh,,,1:explanation
143742,article,ruben_dh:2013,,,2013,,Trying in some Way,Trying in some Way,,,,australasian-journal-of-philosophy,91,4,719--733,719,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:action;2:attempts
143743,incollection,ruben_dh:2014,,,2014,,The Limits of Realism in the Philosophy of Social Science,The Limits of Realism in the Philosophy of Social Science,,,,,,,313--322,313,,,,,,,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:metaphysics;2:relativism;3:social_constructivism
143744,article,ruben_dh:2016,,,2016,,A Conditional Theory of Trying,A Conditional Theory of Trying,,,,philosophical-studies,173,1,271--287,271,,,,,,,,,,,,,,,,,10.1007/s11098-015-0490-5,,english,false,,,ruben_dh,,,1:action;2:attempts
143745,book,ruben_dh:2018,,,2018,,"The Metaphysics of Action: Trying, Doing, Causing","The Metaphysics of Action: Trying, Doing, Causing",,,,,,,,,,,London,,,palgrave-macmillan,,,,,,,,,,,,,english,false,,,ruben_dh,,,1:action;2:attempts;3:trying
143746,article,ruben_p-wolter:1969,,,1969,,"Modell, Modellmethode und Wirklichkeit","Modell, Modellmethode und Wirklichkeit",,,,deutsche-zeitschrift-fur-philosophie,17,10,1225--1237,1225,,,,,,,,,,,,,,,,,,,ngerman,false,,,ruben_p;wolter_h,,,1:explanation
