id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
185554,incollection,zecca:1981,,,1981,,Products of Logics,Products of Logics,,,,,,,405--412,405,,,,,,,,,,,,,,,,,,,english,false,,,zecca,,,1:quantum_mechanics;2:quantum_logic
185555,incollection,zecchi:2002,,,2002,,Antonio Banfi,Antonio Banfi,,,,,,,478,478,,,,,,,,,,,,,,,,,,,english,false,,,zecchi,,,1:religion
185556,incollection,zecchi:2002a,,,2002,,"Enzo Paci, the Life World from an Empirical Approach","Enzo Paci, the Life World from an Empirical Approach",,,,,,,479--480,479,,,,,,,,,,,,,,,,,,,english,false,,,zecchi,,,1:history_of_philosophy
185557,incollection,zecchi:2002b,,,2002,,Sofia Vanni-Rovighi,Sofia Vanni-Rovighi,,,,,,,481,481,,,,,,,,,,,,,,,,,,,english,false,,,zecchi,,,1:religion
185558,incollection,zecchi:2002c,,,2002,,Dino Formaggio,Dino Formaggio,,,,,,,482,482,,,,,,,,,,,,,,,,,,,english,false,,,zecchi,,,1:history_of_philosophy
185559,incollection,zecchi:2009,,,2009,,Crisis and Culture,Crisis and Culture,,,,,,,409--422,409,,,,,,,,,,,,,,,,,,,english,false,,,zecchi,,,1:history_of_philosophy
185560,incollection,zecha:1972,,,1972,,Meinongs moralische Wertklassen und die deontologischen Operatoren,Meinongs moralische Wertklassen und die deontologischen Operatoren,,,,,,,271--286,271,,,,,,,,,,,,,,,,,,,ngerman,false,,,zecha,,,
185561,incollection,zecha:1989,,,1989,,Meta-Ethics: Contributions from Vienna and Warsaw,Meta-Ethics: Contributions from Vienna and Warsaw,,,,,,,165--190,165,,,,,,,,,,,,,,,,,,,english,false,,,zecha,,,1:ethics;2:metaethics
185562,incollection,zecha:2001,,,2001,,Ernst Mally (1879-1944),Ernst Mally (1879-1944),,,,,,,191--204,191,,,,,,,,,,,,,,,,,,,english,false,,,zecha,,,1:history_of_philosophy
185563,article,zechner:2002,,,2002,,Automatic Summarization of Open-Domain Multiparty Dialogues in Diverse Genres,Automatic Summarization of Open-Domain Multiparty Dialogues in Diverse Genres,,,,computational-linguistics,28,4,447--485,447,,,,,,,,,,,,,,,,,,,english,false,,,zechner,,,1:linguistics;2:corpus_linguistics;3:text_summary
185564,incollection,zedelmaier_h:2011,,,2011,,"Zur Transformation fr{\""u}hneuzeitlicher Geschichtsauffassung",Zur Transformation frühneuzeitlicher Geschichtsauffassung,,,,,,,613--621,613,,,,,,,,,,,,,,,,,,,ngerman,false,,,zedelmaier_h,,,1:history
185565,article,zedler:1981,,,1981,,Why are the Possibles Possible?,Why are the Possibles Possible?,,,,the-new-scholasticism,55,1,113--130,113,,,,,,,,,,,,,,,,,,,english,false,,,zedler,,,1:modality;2:grounding_of_modality
185566,article,zednik-jaekel:2016,,,2016,,Bayesian Reverse-Engineering Considered as a Research Strategy for Cognitive Science,Bayesian Reverse-Engineering Considered as a Research Strategy for Cognitive Science,,,,synthese,193,12,3951--3985,3951,,,,,,,,,,,,,,,,,,,english,false,,,zednik;jaekel,,,1:psychology;2:cognitive_science
185567,incollection,zednik:2017,,,2017,,Mechanisms in Cognitive Science,Mechanisms in Cognitive Science,,,,,,,389--400,389,,,,,,,,,,,,,,,,,,,english,false,,,zednik,,,1:psychology;2:cognitive_science
185568,incollection,zednik:2019,,,2019,,Computational Cognitive Neuroscience,Computational Cognitive Neuroscience,,,,,,,357--369,357,,,,,,,,,,,,,,,,,,,english,false,,,zednik,,,2:cognition;3:thinking
185569,incollection,zee_a:1990,,,1990,,Information Processing in Visual Perception,Information Processing in Visual Perception,,,,,,,331--341,331,,,,,,,,,,,,,,,,,,,english,false,,,zee_a,,,1:perception;2:vision
185570,book,zeeman:1977,,,1977,,Catastrophe Theory: Selected Papers 1972--1977,Catastrophe Theory: Selected Papers 1972–1977,Catastrophe Theory: Selected Papers 1972--1977,Catastrophe Theory: Selected Papers 1972–1977,,,,,,,,,"Reading, Massachusetts",,,addison-wesley,,,,,,,,,,,,,english,false,,,zeeman,,,1:determinism
185571,incollection,zeevat-etal:1987,,,1987,,Unification Categorial Grammar,Unification Categorial Grammar,,,,,,,195--223,195,,,,,,,,,,,,,,,,,,,english,false,,,zeevat;klein_e;calder_j,,,1:linguistics
