id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
154501,incollection,si_a:2017,,,2017,,The Semantics of Honeybee Terms in Solega (Dravidian),The Semantics of Honeybee Terms in Solega (Dravidian),,,,,,,221--245,,,,,,,,,,,,,,,,,,,,false,,si_a,,,1:linguistics
154502,incollection,sias-baron:2016,,,2016,,Emotions and Their Expressions,Emotions and Their Expressions,,,,,,,46--72,,,,,,,,,,,,,,,,,,,,false,,sias;baron_do,,,1:feeling;2:emotions
154503,article,sias:2015,,,2015,,Being Good and Feeling Well,Being Good and Feeling Well,,,,res-philosophica,92,4,785--804,,,,,,,,,,,,,,,,,,,,false,,sias,,,2:value_skepticism;3:why_be_moral
154504,article,sibley:1959,,,1959,,Aesthetic Concepts,Aesthetic Concepts,,,,the-philosophical-review,68,4,421--450,,,,,,,,,,,,,,,,,,,,false,,sibley,,,2:aesthetic_value;3:aesthetic_properties
154505,article,sibley:1965,,,1965,,Aesthetic and Nonaesthetic,Aesthetic and Nonaesthetic,,,,the-philosophical-review,74,2,135--159,,,,,,,,,,,,,,,,,,,,false,,sibley,,,1:aesthetics
154506,article,sibley:1968,,,1968,,Colours,Colours,,,,proceedings-of-the-aristotelian-society,68,,145--166,,,,,,,,,,,,,,,,,,,,false,,sibley,,,1:perception;2:colours
154507,incollection,sibley:1970,,,1970,,Ryle and Thinking,Ryle and Thinking,,,,,,,75--104,,,,,,,,,,,,,,,,,,,,false,,sibley,,,2:cognition
154508,book,sibley:2001,,,2001,,Approach to Aesthetics: Collected Papers on Philosophical Aesthetics,Approach to Aesthetics: Collected Papers on Philosophical Aesthetics,Approach to Aesthetics: Collected Papers on Philosophical Aesthetics,Approach to Aesthetics: Collected Papers on Philosophical Aesthetics,,,,,,,,Oxford,,,oxford-university-press,,,"Edited by John Benson, Betty Redfern and Jeremy Roxbee Cox","Edited by John Benson, Betty Redfern and Jeremy Roxbee Cox",,,,,,,10.1093/0198238991.001.0001,,,false,,sibley,,,1:aesthetics
154509,book,sibony:2004,,,2004,,Don de soi ou partage de soi ? : le drame L{\'e}vinas,Don de soi ou partage de soi ? : le drame Lévinas,,,,,,137,,,poches_odile_jacob,Paris,,,editions-odile-jacob,,,,,,,,,,,,,french,false,,sibony,,,1:persons;2:self
154510,incollection,sibun:1990,,,1990,,The Local Organization of Text,The Local Organization of Text,,,,,,,120--127,,,,,,,,,,,,,,,,,,,,false,,sibun,,,1:linguistics;2:logic_for_natural_language;3:natural_language_generation
154511,UNKNOWN,sibun:1991,,,1991,,Locally Organized Text Generation,Locally Organized Text Generation,,,,,,,,,,"Amherst, Massachusetts",,linguistics_department_university_of_massachusetts,,PhD dissertation,,Technical Report COINS--91--73,Technical Report COINS–91–73,,,,,,,,,,false,,sibun,,,1:linguistics;2:logic_for_natural_language;3:natural_language_generation
154512,article,sibun:1992,,,1992,,Generating Text without Trees,Generating Text without Trees,,,,computational-intelligence,8,1,102--122,,,,,,,,,Special issue on Natural Language Generation,Special issue on Natural Language Generation,,,,,,,,,,false,,sibun,,,1:linguistics;2:logic_for_natural_language;3:natural_language_generation
154513,book,sica_a:2022,,,2022,,The Routledge International Handbook on Max Weber,The Routledge International Handbook on Max Weber,The Routledge International Handbook on Max Weber,The Routledge International Handbook on Max Weber,,,,,,,routledge_international_handbooks,London,,,routledge,,,,,,,,,,,,,,false,,,sica_a,,
