id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
19466,book,braakhuis-etal:1981,useprefix=true,,1981,,"English Logic and Semantics.~From the End of the Twelfth Century to the Time of Ockham and Burleigh.~Acts of the 4th European Symposium on Medieval Logic and Semantics, Leiden-Nijmegen, 23-27 April 1979","English Logic and Semantics. From the End of the Twelfth Century to the Time of Ockham and Burleigh. Acts of the 4th European Symposium on Medieval Logic and Semantics, Leiden-Nijmegen, 23-27 April 1979","English Logic and Semantics.~From the End of the Twelfth Century to the Time of Ockham and Burleigh.~Acts of the 4th European Symposium on Medieval Logic and Semantics, Leiden-Nijmegen, 23-27 April 1979","English Logic and Semantics. From the End of the Twelfth Century to the Time of Ockham and Burleigh. Acts of the 4th European Symposium on Medieval Logic and Semantics, Leiden-Nijmegen, 23-27 April 1979",,,,1,,,artistarium_supplementa,Turnhout,,,brepols-publishers,,,,,,,,,,,,,,false,,,braakhuis;kneepkens;derijk,,1:logic;2:history_of_logic
19467,book,braakhuis-hoenen:1986,,,1986,,"Marsilius of Inghen: Acts of the International Marsilius of Inghen Symposium organized by the Nijmengen centre for Medieval Studies (CMS), Nijmegen, 18-20 December 1986","Marsilius of Inghen: Acts of the International Marsilius of Inghen Symposium organized by the Nijmengen centre for Medieval Studies (CMS), Nijmegen, 18-20 December 1986","Marsilius of Inghen: Acts of the International Marsilius of Inghen Symposium organized by the Nijmengen centre for Medieval Studies (CMS), Nijmegen, 18-20 December 1986","Marsilius of Inghen: Acts of the International Marsilius of Inghen Symposium organized by the Nijmengen centre for Medieval Studies (CMS), Nijmegen, 18-20 December 1986",,,,7,,,aristarium_supplementa,Turnhout,,,brepols-publishers,,,,,,,,,,,,,,false,,,braakhuis;hoenen_mjfm,,1:history_of_philosophy
19468,book,braakhuis-kneepkens:2003,,,2003,,Aristotle's \emph{Peri hermeneias} in the Latin Middle Ages.~Essays on the Commentary Tradition,Aristotle's Peri hermeneias in the Latin Middle Ages. Essays on the Commentary Tradition,Aristotle's \emph{Peri hermeneias} in the Latin Middle Ages.~Essays on the Commentary Tradition,Aristotle's Peri hermeneias in the Latin Middle Ages. Essays on the Commentary Tradition,,,,10,,,artistarium_supplementa,Turnhout,,,brepols-publishers,,,,,,,,,,,,,,false,,,braakhuis;kneepkens,,1:history_of_philosophy
19469,article,braakhuis:1967,,,1967,,"The Second Tract on Insolubilia Found in Paris, B.N.Lat.~16.617.~An Edition of the Text with an Analysis of Ist Contents","The Second Tract on Insolubilia Found in Paris, B.N.Lat. 16.617. An Edition of the Text with an Analysis of Ist Contents",,,,vivarium,5,1,111--145,,,,,,,,,,,,,,,,,,,,false,,braakhuis,,,1:history_of_philosophy
19470,incollection,braakhuis:1989,,,1989,,"School Philosophy and Philosophical Schools.~The Semantic-Ontological Views in the Cologne Commentaries on Peter of Spain, and the ``Wegestreit''","School Philosophy and Philosophical Schools. The Semantic-Ontological Views in the Cologne Commentaries on Peter of Spain, and the “Wegestreit”",,,,,,,1--18,,,,,,,,,,,,,,,,,,,,false,,braakhuis,,,1:ontology
19471,incollection,braakhuis:1997,,,1997,,Logica Modernorum as a Discipline at the Faculty of Arts of Paris in the Thirteenth Century,Logica Modernorum as a Discipline at the Faculty of Arts of Paris in the Thirteenth Century,,,,,,,129--146,,,,,,,,,,,,,,,,,,,,false,,braakhuis,,,1:history_of_philosophy
19472,incollection,braakhuis:1999,,,1999,,"Scientific Knowledge and Contingent Reality.~Knowledge, Signification and (Natural) Supposition in Buridan's \emph{Questiones super De generatione et corruptione}","Scientific Knowledge and Contingent Reality. Knowledge, Signification and (Natural) Supposition in Buridan's Questiones super De generatione et corruptione",,,,,,,131--162,,,,,,,,,,,,,,,,,,,,false,,braakhuis,,,1:modality;2:types_of_necessity;3:natural_necessity
19473,incollection,braakhuis:1999a,,,1999,,Convertibility of Being and One in a Sophism Attributed to Robert Kilwardy,Convertibility of Being and One in a Sophism Attributed to Robert Kilwardy,,,,,,,117--138,,,,,,,,,,,,,,,,,,,,false,,braakhuis,,,1:ontology;2:being;3:analogy_of_being
19474,book,bracaletti_s:2005,,,2005,,"Filosofia analitica e materialismo storico.~Individualismo metodologico, spiegazione funzionale e teoria dei giochi nel marxismo analitico anglosassone","Filosofia analitica e materialismo storico. Individualismo metodologico, spiegazione funzionale e teoria dei giochi nel marxismo analitico anglosassone",,,,,,,,,filosofie,Milano,,,mimesis-edizioni,,,,,,,,,,,,,italian,false,,bracaletti_s,,,1:political_philosophy;2:marxism
19475,incollection,bracanovic_t:2011,,,2011,,"Mating Intelligence, Moral Virtues, and Methodological Vices","Mating Intelligence, Moral Virtues, and Methodological Vices",,,,,,,13--22,,,,,,,,,,,,,,,,,,,,false,,bracanovic_t,,,1:method;2:scientific_method
19476,book,bracco_pp:2017,,,2017,,Amiti{\'e}.~Sur le mode de Montaigne,Amitié. Sur le mode de Montaigne,,,,,,,,,,Paris,,,l-harmattan,,,,,,,,,,,,,french,false,,bracco_pp,,,1:feeling;2:friendship
19477,incollection,brace:2016,,,2016,,Wollstonecraft and the Properties of (Anti-) Slavery,Wollstonecraft and the Properties of (Anti-) Slavery,,,,,,,117--134,,,,,,,,,,,,,,,,,,,,false,,brace,,,1:political_philosophy;2:slavery
19478,book,brachet:2005,,,2005,,"Le professeur Jean Brachet, mon p{\`e}re, biologiste mol{\'e}culaire","Le professeur Jean Brachet, mon père, biologiste moléculaire",,,,,,,,,acteurs_de_la_science,Paris,,,l-harmattan,,,,,,,,,,,,,french,false,,brachet,,,1:biology
19479,article,brachman-etal:1983,,,1983,,\textsc{krypton}: A Functional Approach to {KR},krypton: A Functional Approach to KR,,,,ieee-computer,16,,67--73,,,,,,,,,,,,,,,,,,,,false,,brachman;fikes;levesque_hj,,,1:logic;2:concept_logic;3:taxonomic_logics
19480,incollection,brachman-etal:1983a,,,1983,,\textsc{krypton}: Integrating Terminology and Assertion,krypton: Integrating Terminology and Assertion,,,,,,,31--35,,,,,,,,,,,,,,,,,,,,false,,brachman;fikes;levesque_hj,,,1:logic;2:concept_logic;3:taxonomic_logics
19481,book,brachman-etal:1989,,,1989,,{KR}'89: Principles of Knowledge Representation and Reasoning,KR'89: Principles of Knowledge Representation and Reasoning,{KR}'89: Principles of Knowledge Representation and Reasoning,KR'89: Principles of Knowledge Representation and Reasoning,,,,,,,,"San Francisco, California",,,morgan-kaufmann-publishers,,,,,,,,,,,,,,false,,,brachman;levesque_hj;reiter_r,,1:information;2:knowledge_representation
19482,incollection,brachman-etal:1989a,,,1989,,"The {CLASSIC} Knowledge Representation System, or, {KL-ONE}: The Next Generation","The CLASSIC Knowledge Representation System, or, KL-ONE: The Next Generation",,,,,,,,,,,,,,,,,,,,,,,,,,,false,,brachman;borgida;mcguinness_dl;resnik_la,,,1:logic;2:concept_logic;3:taxonomic_logics
19483,incollection,brachman-etal:1991,,,1991,,Living with \textsc{classic}: When and How to Use a \textsc{kl-one}-Like Language,Living with classic: When and How to Use a kl-one-Like Language,,,,,,,401--456,,,,,,,,,,,,,,,,,,,,false,,brachman;mcguinness_dl;patelschneider;resnik_la,,,1:logic;2:concept_logic;3:taxonomic_logics
