id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
175716,UNKNOWN,vuhongduc:1961,,,1961,,"Comment saint Cyprien a conçu ``Les devoirs d'un {\'e}v{\^e}que en temps de pers{\'e}cution""","Comment saint Cyprien a conçu “Les devoirs d'un évêque en temps de persécution""",,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Travail de licence,,,,,,,,,,,,french,false,,vuhongduc,,,
175717,article,vuillemin-boudot:1984,,,1984,,{\`A} propos de l'{\'A}rgument dominateur et des futurs contingents,À propos de l'Árgument dominateur et des futurs contingents,,,,les-etudes-philosophiques,39,3,399--401,,,,,,,,,,,,,,,,,,,french,false,,vuillemin;boudot,,,1:time;2:the_future;3:future_contingents
175718,article,vuillemin:1950,,,1950,,"La dialectique n{\'e}gative dans la connaissance de l'existence.~(Note sur l'{\'e}pist{\'e}mologie et la m{\'e}taphysique de Nikola{\""{\i}} Hartmann et de Jean-Paul Sartre.)",La dialectique négative dans la connaissance de l'existence. (Note sur l'épistémologie et la métaphysique de Nikolaï Hartmann et de Jean-Paul Sartre.),,,,dialectica,4,13,21--42,,,,,,,,,,,,,,,,,10.1111/j.1746-8361.1950.tb00998.x,,french,false,,vuillemin,,,1:psychology
175719,book,vuillemin:1960,,,1960,,Math{\'e}matiques et m{\'e}taphysique chez Descartes,Mathématiques et métaphysique chez Descartes,Math{\'e}matiques et m{\'e}taphysique chez Descartes,Mathématiques et métaphysique chez Descartes,,,,,,,,Paris,,,presses-universitaires-de-france,,,,,,,,,,,,,french,false,,vuillemin,,,1:mathematics
175720,incollection,vuillemin:1960a,,,1960,,La quatri{\`e}me r{\`e}gle du `discours' comme r{\'e}flexion sur la m{\'e}thode,La quatrième règle du ‘discours' comme réflexion sur la méthode,,,,,,,135--141,,,,,,,,,Wiederabgedruckt in \citet[55--62]{rodislewis:1987a},Wiederabgedruckt in Rodis-Lewis (1987),,,,,,,,,french,false,,vuillemin,,,1:method
175721,article,vuillemin:1961,,,1961,,Sur la diff{\'e}rence et l'identit{\'e} des m{\'e}thodes de la m{\'e}taphysique et des math{\'e}matiques chez Descartes et Leibniz,Sur la différence et l'identité des méthodes de la métaphysique et des mathématiques chez Descartes et Leibniz,,,,archiv-fur-geschichte-der-philosophie,43,3,267--302,,,,,,,,,,,,,,,,,,,french,false,,vuillemin,,,1:method
175722,article,vuillemin:1961a,,,1961,,"Reflexionen {\""u}ber Kants Logik",Reflexionen über Kants Logik,,,,kant-studien,52,3,310--335,,,,,,,,,,,"I.~Internationaler Kant-Kongress: Vortr{\""a}ge, gehalten auf der Hauptversammlung der Kant-Gesellschaft 1960, 25.~und 26.~Juli in Bonn, 27.~Juli in Kues","I. Internationaler Kant-Kongress: Vorträge, gehalten auf der Hauptversammlung der Kant-Gesellschaft 1960, 25. und 26. Juli in Bonn, 27. Juli in Kues",,,,,,,ngerman,false,,vuillemin,,,1:logic;2:philosophy_of_logic
175723,book,vuillemin:1962,,,1962,,"La philosophie de l'alg{\`e}bre, 1er tome","La philosophie de l'algèbre, 1er tome",,,,,,,,,,Paris,,,presses-universitaires-de-france,,,,,,,,,,,,,french,false,,vuillemin,,,1:mathematics;2:algebra
175724,incollection,vuillemin:1964,,,1964,,Sur les propri{\'e}t{\'e}s formelles et mat{\'e}rielles de l'ordre cart{\'e}sien des raisons,Sur les propriétés formelles et matérielles de l'ordre cartésien des raisons,,,,,,,43--58,,,,,,,,,,,,,,,,,,,french,false,,vuillemin,,,1:method
175725,article,vuillemin:1964a,,,1964,,L'origine des m{\'e}canismes des antinomies dans la premi{\`e}re philosophie de Russell,L'origine des mécanismes des antinomies dans la première philosophie de Russell,,,,logique-et-analyse,7,25/26,59--95,,,,,,,,,,,,,,,,,,,french,false,,vuillemin,,,1:mathematics;3:russell_s_paradox
