id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
125555,book,ovadia_m:2018,,,2018,,Ibn Qayyim al-Jawziyya and the \emph{Divine Attributes}.~Rationalized Traditionalistic Theology,Ibn Qayyim al-Jawziyya and the Divine Attributes. Rationalized Traditionalistic Theology,,,,,,104,,,islamic_philosophy_theology_and_science_texts_and_studies,Leiden,,,ej-brill,,,,,,,,,,,,,,false,,ovadia_m,,,1:religion;2:islam
125556,incollection,ovchinnikov_nf-akchurin:1973,,,1973,,Concerning Unity of Knowledge in Physics,Concerning Unity of Knowledge in Physics,,,,,,,583--592,,,,,,,,,,,,,,,,,,,,false,,ovchinnikov_nf;akchurin,,,1:quantum_mechanics
125557,article,oved:2015,,,2015,,Hypothesis Formation and Testing in the Acquisition of Representationally Simple Concepts,Hypothesis Formation and Testing in the Acquisition of Representationally Simple Concepts,,,,philosophical-studies,172,1,227--247,,,,,,,,,,,,,,,,,10.1007/s11098-014-0291-2,,,false,,oved,,,1:representation;2:concepts
125558,incollection,over-cruz:2018,,,2018,,Probabilistic Accounts of Conditional Reasoning,Probabilistic Accounts of Conditional Reasoning,,,,,,,434--450,,,,,,,,,,,,,,,,,,,,false,,over;cruz_n,,,1:probability;2:probabilistic_reasoning
125559,article,over:1984,,,1984,,The Consequences of Direct Reference [review of \citet{salmon_n:1982}],The Consequences of Direct Reference [review of Salmón (1982)],,,,philosophical-books,25,1,1--7,,,,,,,,,,,,,,,,,,,,false,,over,,,1:reference;2:rigidity
125560,article,over:1985,,,1985,,Constructivity and the Referential/Attributive Distinction,Constructivity and the Referential/Attributive Distinction,,,,linguistics-and-philosophy,8,4,415--429,,,,,,,,,,,,,,,,,,,,false,,over,,,1:reference;2:definite_descriptions
125561,article,over:1986,,,1986,,On a Temporary Slippery Slope Paradox,On a Temporary Slippery Slope Paradox,,,,analysis,46,,15--18,,,,,,,,,,,,,,,,,,,,false,,over,,,1:argumentation;2:paradoxes
125562,article,over:1986a,,,1986,,Is there a Temporal Slippery Slope Paradox?,Is there a Temporal Slippery Slope Paradox?,,,,analysis,46,,197--200,,,,,,,,,,,,,,,,,,,,false,,over,,,1:vagueness
125563,article,over:1989,,,1989,,Vague Objects and Identity,Vague Objects and Identity,,,,analysis,49,,97--99,,,,,,,,,,,,,,,,,,,,false,,over,,,1:identity;2:vague_identity
125564,article,over:1990,,,1990,,"Content, Thoughts, and Definite Descriptions","Content, Thoughts, and Definite Descriptions",,,,proceedings-of-the-aristotelian-society-supplementary-volume,64,,204--220,,,,,,,,,,,,,,,,,,,,false,,over,,,1:representation;2:aboutness
125565,incollection,over:2002,,,2002,,The Rationality of Evolutionary Psychology,The Rationality of Evolutionary Psychology,,,,,,,187--208,,,,,,,,,,,,,,,,,,,,false,,over,,,1:rationality
125566,incollection,over:2021,,,2021,,New Paradigm Psychology of Conditional Reasoning and Its Philosophical Sources,New Paradigm Psychology of Conditional Reasoning and Its Philosophical Sources,,,,,,,58--75,,,,,,,,,,,,,,,,,,,,false,,over,,,1:modality;2:counterfactuals
125567,book,overall:2003,,,2003,,"Aging, Death, and Human Longevity: A Philosophical Inquiry","Aging, Death, and Human Longevity: A Philosophical Inquiry",,,,,,,,,,"Berkeley, California",,,university-of-california-press,,,,,,,,,,,,,,false,,overall,,,1:time;2:death;3:evil_of_death
125568,article,overall:2006,,,2006,,"Miracles, Evidence, Evil, and God: A Twenty-Year Debate","Miracles, Evidence, Evil, and God: A Twenty-Year Debate",,,,dialogue-revue-canadienne-de-philosophie-canadian-philosophical-review,45,2,355--366,,,,,,,,,,,,,,,,,,,,false,,overall,,,1:causation;2:causal_closure;3:miracles
