id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
42464,incollection,diaconescu_d-etal:2016,,,2016,,Axiomatizing a Real-Valued Modal Logic,Axiomatizing a Real-Valued Modal Logic,,,,,,,,,236--251,236,,,,,,,,,,,,,,,,,,,english,false,,,diaconescu_d;metcalfe_g;schnueriger_l,,,1:logic;2:modal_logic
42465,incollection,diaconis-freedman:1980,,,1980,,De Finett's Generalisations of Exchangeability,De Finett's Generalisations of Exchangeability,,,,,,,,,233--250,233,,,,,,,,,,,,,,,,,,,english,false,,,diaconis;freedman_d,,,1:method;2:induction
42466,book,diaconis-skyrms:2017,,,2017,,Ten Great Ideas About Chance,Ten Great Ideas About Chance,,,,,,,,,,,,,"Princeton, New Jersey",,,princeton-university-press,,,,,,,,,,,,,english,false,,,diaconis;skyrms,,,1:probability
42467,incollection,diaconu:2005,,,2005,,"Illusionary Touch, and Touching Illusions","Illusionary Touch, and Touching Illusions",,,,,,,,,115--126,115,,,,,,,,,,,,,,,,,,,english,false,,,diaconu,,,
42468,incollection,diaconu:2006,,,2006,,Patina -- Atmosphere -- Aroma: Towards an Aesthetics of Fine Differences,Patina – Atmosphere – Aroma: Towards an Aesthetics of Fine Differences,,,,,,,,,131--148,131,,,,,,,,,,,,,,,,,,,english,false,,,diaconu,,,
42469,incollection,diagne:2000,,,2000,,Esprit cart{\'e}sien et math{\'e}matique de l'esprit,Esprit cartésien et mathématique de l'esprit,,,,,,,,,23--33,23,,,,,,,,,,,,,,,,,,,french,false,,,diagne,,,
42470,article,diamantidis-etal:2000,,,2000,,Unsupervised Stratification of Cross-Validation for Accuracy Estimation,Unsupervised Stratification of Cross-Validation for Accuracy Estimation,,,,artificial-intelligence,116,116,1/2,1,1--16,1,,,,,,,,,,,,,,,,,,,english,false,,,diamantidis;karlis_d;giakoumakis,,,1:ai;2:machine_learning
42471,book,diamond_c-teichman:1979,,,1979,,Intention and Intentionality: Essays in Honour of {G.E.M}.~Anscombe,Intention and Intentionality: Essays in Honour of G.E.M. Anscombe,Intention and Intentionality: Essays in Honour of {G.E.M}.~Anscombe,Intention and Intentionality: Essays in Honour of G.E.M. Anscombe,,,,,,,,,,,Brighton,,,harvester-press,,,,,,,,,,,,,english,false,,,,diamond_c;teichman_j,,1:action;2:intention
42472,article,diamond_c:1959,,,1959,,Mr.~Goodman on Relevant Conditions and the Counterfactual,Mr. Goodman on Relevant Conditions and the Counterfactual,,,,philosophical-studies,10,10,3,3,42--45,42,,,,,,,,,,,,,,,,,10.1007/bf00845366,,english,false,,,diamond_c,,,1:causation
42473,article,diamond_c:1967,,,1967,,Secondary Sense,Secondary Sense,,,,proceedings-of-the-aristotelian-society,67,67,,,189--208,189,,,,,,,,,,,,,,,,,,,english,false,,,diamond_c,,,1:representation;2:fregean_sense
42474,incollection,diamond_c:1988,,,1988,,The Dog that Gave Himself the Moral Law,The Dog that Gave Himself the Moral Law,,,,,,,,,161--179,161,,,,,,,,,,,,,,,,,,,english,false,,,diamond_c,,,1:ethics
42475,incollection,diamond_c:1991,,,1991,,The Importance of Being Human,The Importance of Being Human,,,,,,,,,35--62,35,,,,,,,,,,,,,,,,,,,english,false,,,diamond_c,,,1:persons;2:personal_identity
42476,incollection,diamond_c:1991a,,,1991,,Response to \citet{mcnaughton_d:1991},Response to McNaughton (1991),,,,,,,,,83--84,83,,,,,,,,,,,,,,,,,,,english,false,,,diamond_c,,,1:persons;2:personal_identity
42477,incollection,diamond_c:1997,,,1997,,Moral Differences and Distances: Some Questions,Moral Differences and Distances: Some Questions,,,,,,,,,197--234,197,,,,,,,,,,,,,,,,,,,english,false,,,diamond_c,,,1:ethics;2:particularism
42478,article,diamond_c:1999,,,1999,,"How Old Are These Bones? Putnam, Wittgenstein and Verification","How Old Are These Bones? Putnam, Wittgenstein and Verification",,,,proceedings-of-the-aristotelian-society-supplementary-volume,73,73,,,99--134,99,,,,,,,,,,,,,,,,,,,english,false,,,diamond_c,,,1:representation;2:meaningfulness;3:verificationist_criterion_of_meaningfulness
42479,incollection,diamond_c:2010,,,2010,,"Henry James, Moral Philosophers, Moralism","Henry James, Moral Philosophers, Moralism",,,,,,,,,268--284,268,,,,,,,,,,,,,,,,,,,english,false,,,diamond_c,,,1:aesthetics;2:fiction
