id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
80441,article,ibaneznoe:2005,,,2005,,"Die Geschichte des Begriffs ``Urteilskraft'' bei Kant und seinen Vorg{\""a}ngern",Die Geschichte des Begriffs “Urteilskraft” bei Kant und seinen Vorgängern,,,,archiv-fur-begriffsgeschichte,47,47,,,123--140,123,,,,,,,,,,,,,,,,,,,german,false,,,ibaneznoe,,,1:pragmatics;2:judgement
80442,article,ibaraki-etal:1999,,,1999,,Functional Dependencies in Horn Theories,Functional Dependencies in Horn Theories,,,,artificial-intelligence,108,108,1/2,1,1--30,1,,,,,,,,,,,,,,,,,,,english,false,,,ibaraki;kogan_a;makino_k,,,1:logic;2:first_order_logic;3:horn
80443,article,ibaraki-etal:2001,,,2001,,On Functional Dependencies in Q-Horn Theories,On Functional Dependencies in Q-Horn Theories,,,,artificial-intelligence,131,131,1/2,1,171--187,171,,,,,,,,,,,,,,,,,,,english,false,,,ibaraki;kogan_a;makino_k,,,1:logic;2:first_order_logic;3:horn
80444,article,ibaraki:1986,,,1986,,Generalization of Alpha-Beta and {SSS}* Search Procedures,Generalization of Alpha-Beta and SSS* Search Procedures,,,,artificial-intelligence,29,29,1,1,73--117,73,,,,,,,,,,,,,,,,,,,english,false,,,ibaraki,,,1:computation;2:data;3:search
80445,article,ibarra-mormann:1992,,,1992,,L'explication en tant que g{\'e}n{\'e}ralisation th{\'e}orique,L'explication en tant que généralisation théorique,,,,dialectica,46,46,2,2,151--168,151,,,,,,,,,,,,,,,,,10.1111/j.1746-8361.1992.tb00090.x,,french,false,,,ibarra;mormann,,,1:explanation
80446,book,ibarra-mormann:1997,,,1997,,Representations of Scientific Rationality: Contemporary Formal Philosophy of Science in Spain,Representations of Scientific Rationality: Contemporary Formal Philosophy of Science in Spain,Representations of Scientific Rationality: Contemporary Formal Philosophy of Science in Spain,Representations of Scientific Rationality: Contemporary Formal Philosophy of Science in Spain,,,,,61,61,,,,pozna_n_studies_in_the_philosophy_of_the_sciences_and_the_humanities,Amsterdam,,,rodopi,,,,,,,,,,,,,english,false,,,,ibarra;mormann,,1:science
80447,book,ibarra-mormann:1997a,,,1997,,Representaciones en la ciencia: de la invariancia estructural a la significatividad pragm{\'a}tica,Representaciones en la ciencia: de la invariancia estructural a la significatividad pragmática,,,,,,,,,,,,,Barcelona,,,ediciones-del-bronce,,,,,,,,,,,,,spanish,false,,,ibarra;mormann,,,1:structuralism;2:structuralism_in_the_sciences;3:structuralism_in_physics
80448,article,ibarra-mormann:2001,,,2001,,El descontento de la filosof{\'{\i}}a tradicional de la ciencia con el concepto de representaci{\'o}n.~R{\'e}plica a Sergio Mart{\'{\i}}nez [\citet{martinez_s:2001}],El descontento de la filosofía tradicional de la ciencia con el concepto de representación. Réplica a Sergio Martínez [Martinez (2001)],,,,critica-revista-hispanoamericana-de-filosofia,33,33,99,99,97--109,97,,,,,,,,,,,,,,,,,,,spanish,false,,,ibarra;mormann,,,1:science;2:theory_change
80449,article,ibarra-txapartegi:2004,,,2004,,Color y qualia.~Ni representacionismo ni fenomenismo,Color y qualia. Ni representacionismo ni fenomenismo,,,,critica-revista-hispanoamericana-de-filosofia,36,36,106,106,29--54,29,,,,,,,,,,,,,,,,,,,spanish,false,,,ibarra;txapartegi,,,1:perception;2:colours
80450,article,ibarra:2002,,,2002,,Review of \citet{diez_ja-moulines:1997},Review of Díez and Moulines (1997),,,,dialectica,56,56,2,2,175--178,175,,,,,,,,,,,,,,,,,10.48106/dial.v56.i2.05,,english,false,,,ibarra,,,1:structuralism;2:structuralism_in_the_sciences;3:structuralism_in_physics
80451,book,ibba_g:2015,,,2015,,Una salvezza a misura dell'universo.~Scritti in onore di G{\'e}rard Ross{\'e},Una salvezza a misura dell'universo. Scritti in onore di Gérard Rossé,Una salvezza a misura dell'universo.~Scritti in onore di G{\'e}rard Ross{\'e},Una salvezza a misura dell'universo. Scritti in onore di Gérard Rossé,,,,,,,,,,saggi,Roma,,,citta-nuova,,,,,,,,,,,,,italian,false,,,,ibba_g,,1:religion;2:god;3:trinity
80452,article,ibberson:1979,,,1979,,Necessity by Convention,Necessity by Convention,,,,mind,88,88,,,554--571,554,,,,,,,,,,,,,,,,,,,english,false,,,ibberson,,,1:metaphysics;2:conventionalism;3:conventionalism_about_modality
80453,book,ibberson:1986,,,1986,,The Language of Decision: An Essay in Prescriptivist Ethical Theory,The Language of Decision: An Essay in Prescriptivist Ethical Theory,,,,,,,,,,,,,"Atlantic Highlands, New Jersey",,,humanities-press,,,,,,,,,,,,,english,false,,,ibberson,,,
80454,book,ibekwesanjuan-dousa:2014,,,2014,,"Theories of Information, Communication and Knowledge: A Multidisciplinary Approach","Theories of Information, Communication and Knowledge: A Multidisciplinary Approach","Theories of Information, Communication and Knowledge: A Multidisciplinary Approach","Theories of Information, Communication and Knowledge: A Multidisciplinary Approach",,,,,34,34,,,,studies_in_history_and_philosophy_of_science,Dordrecht,,,springer,,,,,,,,,,,,,english,false,,,,ibekwesanjuan;dousa,,1:information
80455,incollection,ibekwesanjuan-dousa:2014a,,,2014,,Introduction,Introduction,,,,,,,,,1--22,1,,,,,,,,,,,,,,,,,,,english,false,,,ibekwesanjuan;dousa,,,1:information
80456,article,ibens:2002,,,2002,,Connection Tableau Calculi with Disjunctive Constraints,Connection Tableau Calculi with Disjunctive Constraints,,,,studia-logica-an-international-journal-for-symbolic-logic,70,70,2,2,241--270,241,,,,,,,,,,,,,,,,,,,english,false,,,ibens,,,1:semantics
80457,incollection,iber_c:2002,,,2002,,Hegels Konzeption des Begriffs,Hegels Konzeption des Begriffs,,,,,,,,,181--202,181,,,,,,,,,,,,,,,,,,,german,false,,,iber_c,,,1:representation;2:concepts
80458,incollection,iber_c:2006,,,2006,,"Sinn zwischen Schein und Sein.~Zum Verh{\""a}ltnis zwischen sophistischem Logos und metaphysischer Wahrheit",Sinn zwischen Schein und Sein. Zum Verhältnis zwischen sophistischem Logos und metaphysischer Wahrheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,iber_c,,,
80459,incollection,iber_c:2015,,,2015,,Transformation der Hegelschen Lehre vom Gegensatz und Widerspruch durch Marx,Transformation der Hegelschen Lehre vom Gegensatz und Widerspruch durch Marx,,,,,,,,,109--118,109,,,,,,,,,,,,,,,,,,,german,false,,,iber_c,,,1:truth;2:excluded_middle;3:non_contradiction
