id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
123197,incollection,nyberg_d:1995,,,1995,,Deception and Moral Decency,Deception and Moral Decency,,,,,,,186--203,186,,,,,,,,,,,,,,,,,,,english,false,,,nyberg_d,,,1:ethics
123198,book,nyblom_c:2023,,,2023,,"The Enigma of Justice: Freedom and Morality in the Work of Immanuel Kant, G.W.F.~Hegel, Agnes Heller, and Axel Honneth","The Enigma of Justice: Freedom and Morality in the Work of Immanuel Kant, G.W.F. Hegel, Agnes Heller, and Axel Honneth",,,,,,,,,,,"Lanham, Maryland",,,rowman-littlefield,,,,,,,,,,,,,english,false,,,nyblom_c,,,
123199,incollection,nyden:2013,,,2013,,De Volder's Cartesian Physics and Experimental Pedagogy,De Volder's Cartesian Physics and Experimental Pedagogy,,,,,,,227--250,227,,,,,,,,,,,,,,,,,,,english,false,,,nyden,,,1:history_of_philosophy
123200,incollection,nyden:2014,,,2014,,"Living Force at Leiden: De Volder, 's Gravesande, and the Reception of Newtonianism","Living Force at Leiden: De Volder, 's Gravesande, and the Reception of Newtonianism",,,,,,,207--222,207,,,,,,,,,,,,,,,,,,,english,false,,,nyden,,,
123201,book,nye_a-etal:1992,,,1992,,"The Invention of Physical Science: Intersections of Mathematics, Theology and Natural Philosophy since the Seventeenth Century: Essays in Honor of Erwin N: Hiebert","The Invention of Physical Science: Intersections of Mathematics, Theology and Natural Philosophy since the Seventeenth Century: Essays in Honor of Erwin N: Hiebert","The Invention of Physical Science: Intersections of Mathematics, Theology and Natural Philosophy since the Seventeenth Century: Essays in Honor of Erwin N: Hiebert","The Invention of Physical Science: Intersections of Mathematics, Theology and Natural Philosophy since the Seventeenth Century: Essays in Honor of Erwin N: Hiebert",,,,139,,,,boston_studies_in_the_philosophy_of_science,Dordrecht,,,kluwer-academic-publishers,,,,,,,,,,,,,english,false,,,,nye_a;richards_jo;stuewer,,1:science;2:history_of_science
123202,article,nye_a:1989,,,1989,,Irigaray and Diotima at Plato's Symposium [on \citet{irigaray_l:1989}],Irigaray and Diotima at Plato's Symposium [on Irigaray (1989)],,,,hypatia-a-journal-of-feminist-philosophy,3,3,46--61,46,,,,,,,,,Reprinted in \citet[197--216]{tuana:1994},Reprinted in Tuana (1994),,,,,,,,,english,false,,,nye_a,,,1:feeling;2:friendship;3:love
123203,article,nye_a:1990,,,1990,,The Subject of Love: Diotima and Her Critics,The Subject of Love: Diotima and Her Critics,,,,the-journal-of-value-inquiry,24,2,135--153,135,,,,,,,,,,,,,,,,,,,english,false,,,nye_a,,,1:feeling;2:friendship;3:love
123204,book,nye_a:1998,,,1998,,Philosophy of Language: The Big Questions,Philosophy of Language: The Big Questions,Philosophy of Language: The Big Questions,Philosophy of Language: The Big Questions,,,,,,,,,Oxford,,,blackwell-publishers,,,,,,,,,,,,,english,false,,,,nye_a,,1:language
123205,incollection,nye_a:2000,,,2000,,"Elisabeth, Princess Palatine: letters to Ren{\'e} Descartes","Elisabeth, Princess Palatine: letters to René Descartes",,,,,,,129--138,129,,,,,,,,,,,,,,,,,,,english,false,,,nye_a,,,1:history_of_philosophy
123206,book,nye_a:2004,,,2004,,Feminism and Modern Philosophy.~An Introduction,Feminism and Modern Philosophy. An Introduction,,,,,,,,,,,London,,,routledge,,,,,,,,,,,,,english,false,,,nye_a,,,1:political_philosophy;2:feminism
123207,incollection,nye_a:2008,,,2008,,Feminism in Philosophy,Feminism in Philosophy,,,,,,,308--344,308,,,,,,,,,,,,,,,,,,,english,false,,,nye_a,,,1:political_philosophy;2:feminism
123208,article,nye_h-etal:2015,,,2015,,Non-Consequentialism Demystified,Non-Consequentialism Demystified,,,,philosophers-imprint,15,4,,,,,,,,,,,,,,,,,,http://hdl.handle.net/2027/spo.3521354.0015.004,,http://hdl.handle.net/2027/spo.3521354.0015.004,english,false,,,nye_h;plunkett_d;ku_j,,,1:ethics
123209,incollection,nye_h:2013,,,2013,,Objective Double Effect and the Avoidance of Narcissism,Objective Double Effect and the Avoidance of Narcissism,,,,,,,260--286,260,,,,,,,,,,,,,,,,,,,english,false,,,nye_h,,,1:action;2:problem_of_evil;3:double_effect
123210,article,nye_h:2014,,,2014,,"Well-Being, Self-Regarding Reasons, and Morality","Well-Being, Self-Regarding Reasons, and Morality",,,,thought,3,4,332--341,332,,,,,,,,,,,,,,,,,,,english,false,,,nye_h,,,1:social_philosophy;2:well_being
123211,incollection,nye_h:2015,,,2015,,Directly Plausible Principles,Directly Plausible Principles,,,,,,,610--636,610,,,,,,,,,,,,,,,,,,,english,false,,,nye_h,,,1:ethics;2:metaethics
123212,incollection,nye_h:2018,,,2018,,The Wrong Kind of Reasons,The Wrong Kind of Reasons,,,,,,,340--354,340,,,,,,,,,,,,,,,,,,,english,false,,,nye_h,,,1:ethics;2:moral_judgement;3:moral_reasons
123213,incollection,nye_mj:1992,,,1992,,Physics and Chemistry: Commensurate or Incommensurate Sciences?,Physics and Chemistry: Commensurate or Incommensurate Sciences?,,,,,,,205--224,205,,,,,,,,,,,,,,,,,,,english,false,,,nye_mj,,,2:comparison_of_value;3:incommensurability_of_values
123214,incollection,nye_mj:2001,,,2001,,Paper Tools and Molecular Architecture in the Chemistry of Linus Pauling,Paper Tools and Molecular Architecture in the Chemistry of Linus Pauling,,,,,,,117--132,117,,,,,,,,,,,,,,,,,,,english,false,,,nye_mj,,,1:chemistry
123215,incollection,nye_mj:2001a,,,2001,,"Remodeling a Classic: The Electron in Organic Chemistry, 1900--1940","Remodeling a Classic: The Electron in Organic Chemistry, 1900–1940",,,,,,,339--362,339,,,,,,,,,,,,,,,,,,,english,false,,,nye_mj,,,1:physics;2:history_of_physics
