id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
184320,incollection,yaari_me:1978,,,1978,,Endogenous Changes in Tastes: A Philosophical Discussion,Endogenous Changes in Tastes: A Philosophical Discussion,,,,,,,59--99,,,,,,,,,,,,,,,,,,,,false,,yaari_me,,,1:aesthetics;2:aesthetic_judgement
184321,article,yablo:1982,,,1982,,"Grounding, Dependence, and Paradox","Grounding, Dependence, and Paradox",,,,journal-of-philosophical-logic,11,1,117--137,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:truth;2:semantic_paradoxes
184322,article,yablo:1985,,,1985,,Truth and Reflection,Truth and Reflection,,,,journal-of-philosophical-logic,14,3,297--349,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:truth;2:semantic_paradoxes
184323,article,yablo:1987,,,1987,,"Identity, Essence and Indiscernibility","Identity, Essence and Indiscernibility",,,,the-journal-of-philosophy,84,,293--314,,,,,,,,,,,,,,,,,,,,false,,yablo,,,2:essence
184324,article,yablo:1988,,,1988,,Review of \citet{forbes_g:1985},Review of Forbes (1985),,,,the-journal-of-philosophy,85,,329--337,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:modality;2:possible_worlds
184325,article,yablo:1989,,,1989,,"Truth, Definite Truth and Paradox","Truth, Definite Truth and Paradox",,,,the-journal-of-philosophy,86,,539--541,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:mind_body;2:physicalism
184326,article,yablo:1990,,,1990,,The Real Distinction Between Mind and Body,The Real Distinction Between Mind and Body,,,,canadian-journal-of-philosophy,20,,149--201,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:mind_body;2:physicalism
184327,article,yablo:1992,,,1992,,Mental Causation,Mental Causation,,,,the-philosophical-review,101,,245--280,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:mind_body;2:mental_causation
184328,article,yablo:1992a,,,1992,,Cause and Essence,Cause and Essence,,,,synthese,93,3,403--449,,,,,,,,,,,,,,,,,,,,false,,yablo,,,2:essence
184329,article,yablo:1992b,,,1992,,Review of \citet{sidelle:1989},Review of Sidelle (1989),,,,the-philosophical-review,101,4,878--881,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:metaphysics;2:conventionalism;3:conventionalism_about_modality
184330,article,yablo:1993,,,1993,,Is Conceivability a Guide to Possibility?,Is Conceivability a Guide to Possibility?,,,,philosophy-and-phenomenological-research,53,1,1--42,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:modality;2:conceivability
184331,incollection,yablo:1993a,,,1993,,"Hop, Skip and Jump: The Agonistic Conception of Truth","Hop, Skip and Jump: The Agonistic Conception of Truth",,,,,,,371--396,,,,,,,,,Corrections in \citet[503--506]{phil-perspectives:1995},Corrections in Tomberlin (1995),,,,,,,,,,false,,yablo,,,1:truth;2:semantic_paradoxes;3:liar
184332,article,yablo:1993b,,,1993,,Paradox without Self-Reference,Paradox without Self-Reference,,,,analysis,53,4,251--252,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:truth;2:semantic_paradoxes;3:yablo_s_paradox
184333,article,yablo:1993c,,,1993,,"Definitions, Consistent and Inconsistent","Definitions, Consistent and Inconsistent",,,,philosophical-studies,72,2/3,147--175,,,,,,,,,,,,,,,,,10.1007/bf00989672,,,false,,yablo,,,1:truth;2:semantic_paradoxes
184334,incollection,yablo:1995,,,1995,,Singling Out Properties,Singling Out Properties,,,,,,,477--502,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:properties
184335,article,yablo:1996,,,1996,,How in the World?,How in the World?,,,,philosophical-topics,24,1,255--286,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:metaphilosophy
184336,incollection,yablo:1997,,,1997,,Wide Causation,Wide Causation,,,,,,,251--281,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:causation;2:metaphysics_of_causality
184337,article,yablo:1998,,,1998,,Does Ontology Rest on a Mistake?,Does Ontology Rest on a Mistake?,,,,proceedings-of-the-aristotelian-society-supplementary-volume,72,,229--261,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:metaphysics;2:metametaphysics
184338,incollection,yablo:1998a,,,1998,,Self-Knowledge and Semantic Luck [on \citet{boghossian:1997}],Self-Knowledge and Semantic Luck [on Boghossian (1997)],,,,,,,219--229,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:epistemology;2:a_priori
184339,article,yablo:1999,,,1999,,Intrinsicness,Intrinsicness,,,,philosophical-topics,26,1/2,479--505,,,,,,,,,Reprinted in \citet[41--68]{francescotti:2014},Reprinted in Francescotti (2014),,,,,,,,,,false,,yablo,,,1:properties;2:internal_external_properties
184340,article,yablo:1999a,,,1999,,Concepts and Consciousness: Comments on \citet{chalmers_dj:1997},Concepts and Consciousness: Comments on Chalmers (1997),,,,philosophy-and-phenomenological-research,59,2,455--463,,,,,,,,,,,,,,,,,10.2307/2653683,,,false,,yablo,,,1:representation;2:concepts
184341,article,yablo:1999c,,,1999,,The Strange Thing About the Figure in the Bathhouse [review of \citet{thomasson:1999}],The Strange Thing About the Figure in the Bathhouse [review of Thomasson (1999)],,,,the-times-literary-supplement,,,,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:representation;2:concepts
184342,article,yablo:2000,,,2000,,Textbook Kripkeanism and the Open Texture of Concepts,Textbook Kripkeanism and the Open Texture of Concepts,,,,pacific-philosophical-quarterly,81,,98--122,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:representation;2:2d
184343,incollection,yablo:2000a,,,2000,,Apriority and Existence,Apriority and Existence,,,,,,,197--228,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:epistemology;2:a_priori
184344,article,yablo:2000b,,,2000,,"Red, Bitter, Best [Review of \citet{jackson_f:1998}]","Red, Bitter, Best [Review of Jackson (1998)]",,,,philosophical-books,41,1,13--23,,,,,,,,,,,,,,,,,,,,false,,yablo,,,1:method;2:conceptual_analysis
