id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
15601,article,blaauw-deridder:2012,useprefix=true,,2012,,Unsafe Assertions,Unsafe Assertions,,,,australasian-journal-of-philosophy,90,4,797--801,,,,,,,,,,,,,,,,,,,,false,,blaauw;deridder_j,,,1:pragmatics;2:assertion
15602,article,blaauw:2003,,,2003,,WAMming Away at Contextualism,WAMming Away at Contextualism,,,,sats-northern-european-journal-of-philosophy,4,1,88--97,,,,,,,,,,,,,,,,,,,,false,,blaauw,,,1:epistemology;2:epistemic_contextualism
15603,article,blaauw:2005,,,2005,,Challenging Contextualism,Challenging Contextualism,,,,grazer-philosophische-studien,69,,127--146,,,,,,,,,,,Epistemological Contextualism,Epistemological Contextualism,,,,,,,,false,,blaauw,,blaauw,1:epistemology;2:epistemic_contextualism
15604,article,blaauw:2005a,,,2005,,Epistemological Contextualism,Epistemological Contextualism,,,,grazer-philosophische-studien,69,,i--xvi,,,,,,,,,,,Epistemological Contextualism,Epistemological Contextualism,,,,,,,,false,,blaauw,,blaauw,1:epistemology;2:epistemic_contextualism
15605,article,blaauw:2006,,,2006,,Belief and Pretense: A Reply to Gendler,Belief and Pretense: A Reply to Gendler,,,,metaphilosophy,37,2,204--209,,,,,,,,,,,,,,,,,,,,false,,blaauw,,,2:imagination;3:imaginative_resistance
15606,article,blaauw:2008,,,2008,,Subjective Sensitive Invariantism: \emph{In Memoriam},Subjective Sensitive Invariantism: In Memoriam,,,,the-philosophical-quarterly,58,231,318--325,,,,,,,,,,,,,,,,,,,,false,,blaauw,,,1:epistemology
15607,article,blaauw:2008a,,,2008,,Contesting Pyrrhonian Contrastivism,Contesting Pyrrhonian Contrastivism,,,,the-philosophical-quarterly,58,232,471--477,,,,,,,,,,,,,,,,,,,,false,,blaauw,,,1:epistemology
15608,incollection,blaauw:2008b,,,2008,,Contra Contrastivism,Contra Contrastivism,,,,,,,20--34,,,,,,,,,,,,,,,,,,,,false,,blaauw,,,1:epistemology
15609,article,blaauw:2008c,,,2008,,"Epistemic Value, Achievements, and Questions","Epistemic Value, Achievements, and Questions",,,,proceedings-of-the-aristotelian-society-supplementary-volume,82,,43--57,,,,,,,,,,,,,,,,,,,,false,,blaauw,,,2:epistemic_value
15610,article,blaauw:2009,,,2009,,The Nature of Divine Revelation,The Nature of Divine Revelation,,,,the-heythrop-journal,50,,2--12,,,,,,,,,,,,,,,,,,,,false,,blaauw,,,1:religion;2:epistemology_of_religion;3:religious_revelation
