id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
139129,article,riaz:2015,,,2015,,Moral Understanding and Knowledge,Moral Understanding and Knowledge,,,,philosophical-studies,172,1,113--128,,,,,,,,,,,,,,,,,10.1007/s11098-014-0328-6,,,false,,riaz,,,1:ethics
139130,book,ribard_d:2003,,,2003,,"Raconter, vivre, penser.~Histoires de philosophes 1650-1766","Raconter, vivre, penser. Histoires de philosophes 1650-1766",,,,,,,,,contextes,Paris,,,librairie-philosophique-jean-vrin,,,,,,,,,,,,,french,false,,ribard_d,,,1:history_of_philosophy
139131,article,ribe:1997,,,1997,,Cartesian Optics and the Mastery of Nature,Cartesian Optics and the Mastery of Nature,,,,isis,88,1,42--61,,,,,,,,,,,,,,,,,,,,false,,ribe,,,1:physics;2:optics
139132,incollection,ribeiro_ac:2009,,,2009,,Toward a Philosophy of Poetry,Toward a Philosophy of Poetry,,,,,,,61--77,,,,,,,,,,,,,,,,,,,,false,,ribeiro_ac,,,1:aesthetics;2:fiction;3:poetry
139133,incollection,ribeiro_ac:2009a,,,2009,,Poetry,Poetry,,,,,,,101--103,,,,,,,,,,,,,,,,,,,,false,,ribeiro_ac,,,1:aesthetics;2:fiction;3:poetry
139134,book,ribeiro_ac:2012,,,2012,,The Continuum Companion to Aesthetics,The Continuum Companion to Aesthetics,The Continuum Companion to Aesthetics,The Continuum Companion to Aesthetics,,,,,,,,London,,,bloomsbury-academic,,,Reprinted as \citet{ribeiro_ac:2015},Reprinted as Ribeiro (2015),,,,,,,,,,false,,,ribeiro_ac,,1:aesthetics
139135,incollection,ribeiro_ac:2012a,,,2012,,Introduction,Introduction,,,,,,,1--13,,,,,,,,,,,,,,,,,,,,false,,ribeiro_ac,,,1:aesthetics
139136,incollection,ribeiro_ac:2012b,,,2012,,Literature,Literature,,,,,,,125--141,,,,,,,,,,,,,,,,,,,,false,,ribeiro_ac,,,1:aesthetics;2:fiction
139137,book,ribeiro_ac:2015,,,2015,,The Bloomsbury Companion to Aesthetics,The Bloomsbury Companion to Aesthetics,The Bloomsbury Companion to Aesthetics,The Bloomsbury Companion to Aesthetics,,,,,,,bloomsbury_companions,London,,,bloomsbury-academic,,,,,,,,,,,,,,false,,,ribeiro_ac,,1:aesthetics
139138,incollection,ribeiro_ac:2015a,,,2015,,The Spoken and the Written: An Ontology of Poems,The Spoken and the Written: An Ontology of Poems,,,,,,,127--148,,,,,,,,,,,,,,,,,,,,false,,ribeiro_ac,,,1:aesthetics;2:fiction;3:poetry
139139,incollection,ribeiro_ac:2016,,,2016,,Poetry,Poetry,,,,,,,97--106,,,,,,,,,,,,,,,,,,,,false,,ribeiro_ac,,,1:aesthetics;2:fiction
139140,incollection,ribeiro_ac:2023,,,2023,,The Gift of the Lyric,The Gift of the Lyric,,,,,,,157--176,,,,,,,,,,,,,,,,,,,,false,,ribeiro_ac,,,1:aesthetics;2:fiction
139141,article,ribeiro_b:2002,,,2002,,Epistemological Scepticism(s) and Rational Self-Control,Epistemological Scepticism(s) and Rational Self-Control,,,,the-monist,85,3,468--477,,,,,,,,,,,,,,,,,,,,false,,ribeiro_b,,,1:epistemology
139142,article,ribeiro_b:2004,,,2004,,Skeptical Parasitism and the Continuity Argument,Skeptical Parasitism and the Continuity Argument,,,,metaphilosophy,35,5,714--732,,,,,,,,,,,,,,,,,,,,false,,ribeiro_b,,,1:skepticism
139143,article,ribeiro_b:2013,,,2013,,The Theistic Argument from Beauty: A Philonian Quote,The Theistic Argument from Beauty: A Philonian Quote,,,,european-journal-for-philosophy-of-religion,5,3,149--158,,,,,,,,,,,,,,,,,,,,false,,ribeiro_b,,,1:religion;2:arguments_for_the_existence_of_god
139144,incollection,ribeiro_c-porto:1994,,,1994,,Abduction in Temporal Reasoning,Abduction in Temporal Reasoning,,,,,,,349--364,,,,,,,,,,,,,,,,,,,,false,,ribeiro_c;porto_a,,,1:time;2:tense_logic
139145,incollection,ribeiro_r:2017,,,2017,,The Embodied versus Embedded Versions of Expertise: Revisiting the Dreyfus-Collins Debate,The Embodied versus Embedded Versions of Expertise: Revisiting the Dreyfus-Collins Debate,,,,,,,184--207,,,,,,,,,,,,,,,,,,,,false,,ribeiro_r,,,1:knowledge;2:knowing_how
139146,book,ribon:2005,,,2005,,Esth{\'e}tique de l'effacement : essai sur art et l'effacement,Esthétique de l'effacement : essai sur art et l'effacement,,,,,,,,,,Paris,,,l-harmattan,,,,,,,,,,,,,french,false,,ribon,,,1:aesthetics
139147,book,ribordy-wienand:2019,,,2019,,Descartes en dialogue,Descartes en dialogue,Descartes en dialogue,Descartes en dialogue,,,,1,,,medieval_and_early_modern_philosophy,Basel,,,schwabe-verlag,,,,,,,,,,,,,french,false,,,ribordy;wienand_i,,1:history_of_philosophy
139148,UNKNOWN,ribordy:2004,,,2004,,Die aristotelische ``Eudaimonia''-Lehre im Hinblick auf ihre Rezeption bei Thomas von Aquin,Die aristotelische “Eudaimonia”-Lehre im Hinblick auf ihre Rezeption bei Thomas von Aquin,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Travail de licence,,,,,,,,,,,,ngerman,false,,ribordy,,,
139149,UNKNOWN,ribordy:2012,,,2012,,De l'homme {\`a} l'univers.~Conceptions anthropologiques et image du monde selon Pierre d'Ailly,De l'homme à l'univers. Conceptions anthropologiques et image du monde selon Pierre d'Ailly,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Th{\`e}se de doctorat,,,,,,,,,,,,french,false,,ribordy,,,
139150,book,ribot:2004,,,2004,,La psychologie allemande contemporaine,La psychologie allemande contemporaine,,,,,,,,,encyclop_e_die_psychologique,Paris,,,l-harmattan,,,R{\'e}{\'e}dition,Réédition,,,,,,,,,french,false,,ribot,,,1:psychology
139151,book,ribot:2005,,,2005,,"L'h{\'e}r{\'e}dit{\'e} : {\'e}tude psychologique sur ses ph{\'e}nom{\'e}nes, ses lois, ses causes, ses cons{\'e}quences (1873)","L'hérédité : étude psychologique sur ses phénoménes, ses lois, ses causes, ses conséquences (1873)",,,,,,,,,encyclop_e_die_psychologique,Paris,,,l-harmattan,,,,,,,,,,,,,french,false,,ribot,,,1:biology
139152,book,ribot:2005a,,,2005,,Les maladies de la m{\'e}moire (1881),Les maladies de la mémoire (1881),,,,,,,,,encyclop_e_die_psychologique,Paris,,,l-harmattan,,,,,,,,,,,,,french,false,,ribot,,,1:history
139153,incollection,ricard_j-ricard:1997,,,1997,,Mathematical Models in Biology,Mathematical Models in Biology,,,,,,,299--304,,,,,,,,,,,,,,,,,,,,false,,ricard_j;ricard_k,,,1:explanation
139154,incollection,ricard_j:1988,,,1988,,"Probabilty, Organization and Evolution in Biochemistry","Probabilty, Organization and Evolution in Biochemistry",,,,,,,175--182,,,,,,,,,,,,,,,,,,,,false,,ricard_j,,,1:biology
139155,book,ricardi_f:2018,,,2018,,L'esperienza del tempo.~Uno sguardo multidisciplinare,L'esperienza del tempo. Uno sguardo multidisciplinare,,,,,,,,,filosofie,Milano,,,mimesis-edizioni,,,,,,,,,,,,,italian,false,,ricardi_f,,,1:time;2:experience_of_time
139156,incollection,ricci_c:2013,,,2013,,Gregory's Missions to the Barbarians,Gregory's Missions to the Barbarians,,,,,,,29--56,,,,,,,,,,,,,,,,,,,,false,,ricci_c,,,
139157,incollection,ricci_s:1999,,,1999,,La fortune de Giordano Bruno en France {\`a} l'{\'e}poque de Descartes,La fortune de Giordano Bruno en France à l'époque de Descartes,,,,,,,407--440,,,,,,,,,,,,,,,,,,,french,false,,ricci_s,,,1:science;2:history_of_science
139158,book,ricci_v-sanguinetti:2013,,,2013,,Hegel on Recollection: Essays on the Concept of \emph{Erinnerung} in Hegel's System,Hegel on Recollection: Essays on the Concept of Erinnerung in Hegel's System,Hegel on Recollection: Essays on the Concept of \emph{Erinnerung} in Hegel's System,Hegel on Recollection: Essays on the Concept of Erinnerung in Hegel's System,,,,,,,,Newcastle upon Tye,,,cambridge-scholars-publishing,,,,,,,,,,,,,,false,,,ricci_v;sanguinetti_f,,2:memory
139159,incollection,ricci_v:2017,,,2017,,G.W.F.~Hegel,G.W.F. Hegel,,,,,,,487--495,,,,,,,,,,,,,,,,,,,,false,,ricci_v,,,1:history_of_philosophy
139160,article,ricciardelli:1993,,,1993,,Two Components of Metalinguistic Awareness: Control of Linguistic Processing and Analysis of Linguistic Knowledge,Two Components of Metalinguistic Awareness: Control of Linguistic Processing and Analysis of Linguistic Knowledge,,,,applied-psycholinguistics,14,,349--367,,,,,,,,,,,,,,,,,,,,false,,ricciardelli,,,1:linguistics;2:psycholinguistics
139161,incollection,ricciardi_a-grisham:1998,,,1998,,Toward Software Synthesis for Distributed Applications,Toward Software Synthesis for Distributed Applications,,,,,,,15--27,,,,,,,,,,,,,,,,,,,,false,,ricciardi_a;grissam_p,,,1:representation;2:metarepresentation;3:reasoning_about_knowledge
139162,incollection,ricciardi_a:1992,,,1992,,Practical Utility of Knowledge-Based Analysis,Practical Utility of Knowledge-Based Analysis,,,,,,,15--28,,,,,,,,,,,,,,,,,,,,false,,ricciardi_a,,,1:epistemology;2:epistemic_logic
139163,incollection,ricciardi_m:2007,,,2007,,Diritto naturale minimo,Diritto naturale minimo,,,,,,,379--402,,,,,,,,,,,,,,,,,,,italian,false,,ricciardi_m,,,1:law;2:natural_law
139164,incollection,riccioni-zuczkowski:2009,,,2009,,Dis-identity as Living Identity,Dis-identity as Living Identity,,,,,,,273--298,,,,,,,,,,,,,,,,,,,,false,,riccioni;zuczkowski,,,
139165,incollection,riccisindoni:2002,,,2002,,"Ludwig Binswanger, the Inspiring Force","Ludwig Binswanger, the Inspiring Force",,,,,,,657--663,,,,,,,,,,,,,,,,,,,,false,,riccisindoni,,,
139166,book,ricco_jp:2014,,,2014,,The Decision between us: Art and Ethics in the Time of Scenes,The Decision between us: Art and Ethics in the Time of Scenes,,,,,,,,,,"Chicago, Illinois",,,university-of-chicago-press,,,,,,,,,,,10.7208/chicago/9780226113371.001.0001,,,false,,ricco_jp,,,
139167,incollection,rice_cm:2016,,,2016,,Well-Being and Animals,Well-Being and Animals,,,,,,,378--388,,,,,,,,,,,,,,,,,,,,false,,rice_cm,,,1:animals;2:animal_ethics
139168,article,rice_co:2013,,,2013,,"Concept Empiricism, Content, and Compositionality","Concept Empiricism, Content, and Compositionality",,,,philosophical-studies,162,3,567--583,,,,,,,,,,,,,,,,,10.1007/s11098-011-9782-6,,,false,,rice_co,,,1:representation
139169,article,rice_co:2015,,,2015,,Moving Beyond Causes: Optimality Models and Scientific Explanation,Moving Beyond Causes: Optimality Models and Scientific Explanation,,,,nous,49,3,589--615,,,,,,,,,,,,,,,,,,,,false,,rice_co,,,1:causation;2:causal_explanation
139170,article,rice_e:2001,,,2001,,Combatting Ethical relativism: MacIntyre's use of Coherence and Progress,Combatting Ethical relativism: MacIntyre's use of Coherence and Progress,,,,american-catholic-philosophical-quarterly,75,1,61--82,,,,,,,,,,,,,,,,,,,,false,,rice_e,,,1:ethics;2:metaethics;3:moral_relativism
139171,book,rice_h:2000,,,2000,,God and Godness,God and Godness,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/0198250282.001.0001,,,false,,rice_h,,,1:religion;2:divine_attributes;3:divine_goodness
139172,article,rice_pb:1934,,,1934,,On the Nature of Reference,On the Nature of Reference,,,,the-journal-of-philosophy,31,20,543--551,,,,,,,,,,,,,,,,,,,,false,,rice_pb,,,1:reference
139173,article,rice_pb:1943,,,1943,,``Objectivity'' in Value Judgments,“Objectivity” in Value Judgments,,,,the-journal-of-philosophy,40,1,5--14,,,,,,,,,,,,,,,,,,,,false,,rice_pb,,,
139174,article,rice_pb:1943a,,,1943,,Quality and Value,Quality and Value,,,,the-journal-of-philosophy,40,13,337--348,,,,,,,,,,,,,,,,,,,,false,,rice_pb,,,
139175,article,rice_pb:1943b,,,1943,,Types of Value Judgments,Types of Value Judgments,,,,the-journal-of-philosophy,40,20,533--543,,,,,,,,,,,,,,,,,,,,false,,rice_pb,,,2:types_of_value
139176,article,rice_pb:1943c,,,1943,,Feelings as Evidence,Feelings as Evidence,,,,the-journal-of-philosophy,40,20,552--557,,,,,,,,,,,,,,,,,,,,false,,rice_pb,,,1:perception;2:perceptual_judgement
139177,article,rice_pb:1944,,,1944,,Toward a Syntax of Valuation,Toward a Syntax of Valuation,,,,the-journal-of-philosophy,41,12,309--320,,,,,,,,,,,,,,,,,,,,false,,rice_pb,,,
139178,article,rice_pb:1947,,,1947,,Definitions in Value Theory,Definitions in Value Theory,,,,the-journal-of-philosophy,44,3,57--67,,,,,,,,,,,,,,,,,,,,false,,rice_pb,,,
139179,article,rice_r:2011,,,2011,,Agent Causation and Acting for Reasons,Agent Causation and Acting for Reasons,,,,american-philosophical-quarterly,48,4,333--346,,,,,,,,,,,,,,,,,,,,false,,rice_r,,,1:action;2:reasons_for_action
139180,incollection,rice_r:2016,,,2016,,Reasons and Divine Action: A Dilemma,Reasons and Divine Action: A Dilemma,,,,,,,258--276,,,,,,,,,,,,,,,,,,,,false,,rice_r,,,1:religion;2:theological_determinism
