id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
80298,incollection,hyams_k:2017,,,2017,,On the Contribution of \emph{Ex Ante} Equality to \emph{Ex Post} Fairness,On the Contribution of Ex Ante Equality to Ex Post Fairness,,,,,,,,,11--35,11,,,,,,,,,,,,,,,,,,,english,false,,,hyams_k,,,1:political_philosophy;2:justice;3:distributive_justice
80299,book,hyde_b-kopp:2019,,,2019,,"Speaking Being: Werner Erhard, Martin Heidegger, and a New Possibility of Being Human","Speaking Being: Werner Erhard, Martin Heidegger, and a New Possibility of Being Human",,,,,,,,,,,,,"Hoboken, New Jersey",,,wiley-blackwell,,,,,,,,,,,,,english,false,,,hyde_b;kopp_d,,,
80300,article,hyde_d:1992,,,1992,,Rehabilitating Russell,Rehabilitating Russell,,,,logique-et-analyse,35,35,137/138,137,139--173,139,,,,,,,,,,,,,,,,,,,english,false,,,hyde_d,,,1:history_of_philosophy
80301,article,hyde_d:1994,,,1994,,Why Higher-Order Vagueness is a Pseudo-Problem,Why Higher-Order Vagueness is a Pseudo-Problem,,,,mind,103,103,409,409,35--41,35,,,,,,,,,,,,,,,,,,,english,false,,,hyde_d,,,1:vagueness;2:higher_order_vagueness
80302,UNKNOWN,hyde_d:1994a,,,1994,,Being Coherently Vague: the Logic and Metaphysics of Vagueness,Being Coherently Vague: the Logic and Metaphysics of Vagueness,,,,,,,,,,,,,Canberra,,philosophy_department_australian_national_university,,PhD dissertation,,,,,,,,,,,,english,false,,,hyde_d,,,1:vagueness
80303,article,hyde_d:1995,,,1995,,Review of \citet{williamson_t:1994},Review of Williamson (1994),,,,mind,104,104,,,919--925,919,,,,,,,,,,,,,,,,,,,english,false,,,hyde_d,,,1:vagueness
80304,article,hyde_d:1997,,,1997,,From Heaps and Gaps to Heaps of Gluts,From Heaps and Gaps to Heaps of Gluts,,,,mind,106,106,424,424,641--660,641,,,,,,,,,,,,,,,,,,,english,false,,,hyde_d,,,1:vagueness
80305,article,hyde_d:1998,,,1998,,"Vagueness, Ontology and Supervenience","Vagueness, Ontology and Supervenience",,,,the-monist,81,81,2,2,297--312,297,,,,,,,,,,,,,,,,,,,english,false,,,hyde_d,,,2:supervenience
80306,article,hyde_d:1999,,,1999,,Pleading Classicism,Pleading Classicism,,,,mind,108,108,,,,,,,,,,,,,,,,,,,,,,,english,false,,,hyde_d,,,1:logic;2:nature_of_logic
80307,article,hyde_d:2000,,,2000,,Recent Work on Vagueness,Recent Work on Vagueness,,,,philosophical-books,41,41,1,1,1--13,1,,,,,,,,,,,,,,,,,,,english,false,,,hyde_d,,,1:vagueness
80308,article,hyde_d:2001,,,2001,,A Reply to \citet{beall-colyvan:2001},A Reply to Beall and Colyvan (2001),,,,mind,110,110,,,,,,,,,,,,,,,,,,,,,,,english,false,,,hyde_d,,,1:truth;2:dialetheism
80309,article,hyde_d:2001a,,,2001,,Review of \citet{keefe_r-smith:1996},Review of Keefe and Smith (1996),,,,studia-logica-an-international-journal-for-symbolic-logic,67,67,1,1,120--122,120,,,,,,,,,,,,,,,,,,,english,false,,,hyde_d,,,1:vagueness
80310,book,hyde_d:2002,,,2002,,Being Coherently Vague,Being Coherently Vague,,,,,,,,,,,,,"Farnham, Surrey",,,ashgate,,,,,,,,,,,,,english,false,,,hyde_d,,,1:vagueness
80311,article,hyde_d:2003,,,2003,,Higher-Orders of Vagueness Reinstated,Higher-Orders of Vagueness Reinstated,,,,mind,112,112,,,301--305,301,,,,,,,,,,,,,,,,,,,english,false,,,hyde_d,,,1:vagueness;2:higher_order_vagueness
