id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
125608,UNKNOWN,owandjalola:1987,,,1987,,Id{\'e}e de philosophie chez Maurice Merleau-Ponty : introduction g{\'e}n{\'e}rale {\`a} la philosophie ph{\'e}nom{\'e}nologique de Merleau-Ponty : analyse des concepts,Idée de philosophie chez Maurice Merleau-Ponty : introduction générale à la philosophie phénoménologique de Merleau-Ponty : analyse des concepts,,,,,,,,,,Gen{\`e}ve,,d_e_partement_de_philosophie_universit_e_de_gen_e_ve,,Th{\`e}se de doctorat,,,,,,,,,,10.13097/archive-ouverte/unige:600,,french,false,,owandjalola,,,
125609,article,owen_d:1991,,,1991,,Locke on Real Essence,Locke on Real Essence,,,,history-of-philosophy-quarterly,8,2,105--118,,,,,,,,,Reprinted in \citet{anstey:2006b},Reprinted in Anstey (2006),,,,,,,,,,false,,owen_d,,,2:essence
125610,article,owen_d:1992,,,1992,,Hume and the Lockean Background: Induction and the Uniformity Principle,Hume and the Lockean Background: Induction and the Uniformity Principle,,,,hume-studies,18,2,179--207,,,,,,,,,,,,,,,,,,,,false,,owen_d,,,1:method;2:induction
125611,article,owen_d:1994,,,1994,,"Reason, Reflection, and Reductios [on \citet{baier_ac:1991}]","Reason, Reflection, and Reductios [on Baier (1991)]",,,,hume-studies,20,2,195--210,,,,,,,,,,,,,,,,,,,,false,,owen_d,,,1:feeling;2:moral_sentiments
125612,incollection,owen_d:1997,,,1997,,Hume on Demonstration,Hume on Demonstration,,,,,,,153--174,,,,,,,,,,,,,,,,,,,,false,,owen_d,,,1:logic;2:nature_of_proof
125613,book,owen_d:1999,,,1999,,Hume's Reason,Hume's Reason,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/0199252602.001.0001,,,false,,owen_d,,,1:rationality
125614,article,owen_d:2000,,,2000,,Reply to My Critics [\citet{garrett_a:2000} and \citet{morris_we:2000}],Reply to My Critics [Garrett (2000) and Morris (2000)],,,,hume-studies,26,2,323--337,,,,,,,,,,,,,,,,,,,,false,,owen_d,,,1:epistemology;2:justification;3:reasons_for_belief
125615,article,owen_d:2001,,,2001,,Reason and Commitment [on \citet{garrett_d:1997}],Reason and Commitment [on Garrett (1997)],,,,philosophy-and-phenomenological-research,62,1,191--196,,,,,,,,,,,,,,,,,,,,false,,owen_d,,,2:cognition
125616,article,owen_d:2002,,,2002,,Criticism and Captivity: On Genealogy and Critical Theory,Criticism and Captivity: On Genealogy and Critical Theory,,,,european-journal-of-philosophy,10,2,216--230,,,,,,,,,,,,,,,,,,,,false,,owen_d,,,1:history_of_philosophy
125617,incollection,owen_d:2007,,,2007,,Locke on Judgment,Locke on Judgment,,,,,,,406--435,,,,,,,,,,,,,,,,,,,,false,,owen_d,,,1:pragmatics;2:judgement
