id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
171359,book,usacheva_a:2018,,,2018,,"Knowledge, Language and Intellection from Origen to Gregory Nazianzen","Knowledge, Language and Intellection from Origen to Gregory Nazianzen",,,,,,,,,early_christianity_in_the_context_of_antiquity,Frankfurt a.M.,,,peter-lang,,,,,,,,,,,,,,false,,usacheva_a,,,2:cognition
171360,article,usberti:1977,,,1977,,On the Treatment of Perceptual Verbs in Montague Grammar: Some Philosophical Remarks,On the Treatment of Perceptual Verbs in Montague Grammar: Some Philosophical Remarks,,,,journal-of-philosophical-logic,6,3,303--317,,,,,,,,,,,,,,,,,,,,false,,usberti,,,1:perception;2:logic_of_perception
171361,book,usberti:1995,,,1995,,Significato e conoscenza: Per una critica del neoverificazionismo,Significato e conoscenza: Per una critica del neoverificazionismo,,,,,,,,,,Milano,,,edizione-angelo-guerini-e-associati,,,,,,,,,,,,,italian,false,,usberti,,,1:representation;2:meaningfulness;3:verificationist_criterion_of_meaningfulness
171362,incollection,usberti:2000,,,2000,,On the Sense of Names: A Conceptualist Approach,On the Sense of Names: A Conceptualist Approach,,,,,,,153--175,,,,,,,,,,,,,,,,,,,,false,,usberti,,,1:reference;2:names
171363,incollection,usberti:2001,,,2001,,Meaning and Empirical Justification,Meaning and Empirical Justification,,,,,,,91--100,,,,,,,,,,,,,,,,,,,,false,,usberti,,,1:representation;2:meaning
171364,article,usberti:2004,,,2004,,On the Notion of Justification,On the Notion of Justification,,,,croatian-journal-of-philosophy,4,1,99--122,,,,,,,,,,,,,,,,,,,,false,,usberti,,,1:epistemology;2:justification
171365,article,usberti:2006,,,2006,,Towards a Semantics Based on the Notion of Justification,Towards a Semantics Based on the Notion of Justification,,,,synthese,148,3,675--699,,,,,,,,,,,,,,,,,,,,false,,usberti,,,1:epistemology;2:justification
171366,book,usberti:2023,,,2023,,Meaning and Justification: An Internalist Theory of Meaning,Meaning and Justification: An Internalist Theory of Meaning,,,,,,,,,logic_epistemology_and_the_unity_of_science,Dordrecht,,,springer,,,,,,,,,,,10.1007/978-3-031-24605-0,,,false,,usberti,,,1:representation;2:content_determination;3:content_externalism
171367,article,uschanov:2007,,,2007,,On Ladder Withdrawal Symptoms and One Way of Dealing with Them,On Ladder Withdrawal Symptoms and One Way of Dealing with Them,,,,analysis-and-metaphysics,6,,,,,,,,,,,,,,,,,,,,,,false,,uschanov,,,1:metaphilosophy
171368,article,uschold-grueninger:1996,,,1996,,"Ontologies: Principles, Methods, and Applications","Ontologies: Principles, Methods, and Applications",,,,knowledge-engineering-review,11,2,93--136,,,,,,,,,,,,,,,,,,,,false,,uschold;grueninger,,,1:ontology;2:ai_ontology
171369,unpublished,uschold:1995,,,1995,,Towards a Methodology for Building Ontologies,Towards a Methodology for Building Ontologies,,,,,,,,,,,,,,,,"Workshop on Ontological Issues in Knowledge Sharing, held in conduction with IJCAI-95","Workshop on Ontological Issues in Knowledge Sharing, held in conduction with IJCAI-95",,,,,,,,http://www.aiai.ed.ac.uk/project/pub/ documents/1996/96-es96-unified-method.ps,,false,,uschold,,,1:ontology;2:ai_ontology
171370,book,uscinski-enders:2023,,,2023,,Conspiracy Theories: A Primer,Conspiracy Theories: A Primer,,,,,,,,,,"Lanham, Maryland",,,rowman-littlefield,,2,,,,,,,,,,,,false,,uscinski;enders_am,,,1:epistemology;2:justification;3:conspiracy_theories
