id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
66705,article,gu_j:1992,,,1992,,Efficient Local Search of Very Large-Scale Satisfiability Problems,Efficient Local Search of Very Large-Scale Satisfiability Problems,,,,sigart-bulletin,3,1,8--12,,,,,,,,,,,,,,,,,,,,false,,gu_j,,,1:computation
66706,article,gu_j:1992a,,,1992,,Local Search for Satisfiability (SAT) Problem,Local Search for Satisfiability (SAT) Problem,,,,ieee-transactions-on-systems-man-and-cybernetics,28,4,1108--1128,,,,,,,,,,,,,,,,,,,,false,,gu_j,,,1:computation
66707,incollection,gu_t-wang:2016,,,2016,,``Knowing Value'' Logic as a Normal Modal Logic,“Knowing Value” Logic as a Normal Modal Logic,,,,,,,362--381,,,,,,,,,,,,,,,,,,,,false,,gu_t;wang_ya,,,1:logic;2:modal_logic
66708,incollection,gu_x:2019,,,2019,,Computational Models of Emotion,Computational Models of Emotion,,,,,,,436--451,,,,,,,,,,,,,,,,,,,,false,,gu_x,,,1:feeling;2:emotions
66709,incollection,gu_y:1999,,,1999,,Towards a Model of Situated Discourse Analysis,Towards a Model of Situated Discourse Analysis,,,,,,,149--178,,,,,,,,,,,,,,,,,,,,false,,gu_y,,,1:language;2:semantics_pragmatics
66710,article,guagliardo:1994,,,1994,,Being-as-First-Know in Poinsot: A-Priori or Aporia,Being-as-First-Know in Poinsot: A-Priori or Aporia,,,,american-catholic-philosophical-quarterly,68,3,363--393,,,,,,,,,,,,,,,,,,,,false,,guagliardo,,,1:epistemology;2:a_priori
66711,article,guala-hindriks:2015,,,2015,,A Unified Social Ontology,A Unified Social Ontology,,,,the-philosophical-quarterly,65,259,177--201,,,,,,,,,,,,,,,,,10.1093/pq/pqu072,,,false,,guala;hindriks,,,
66712,article,guala:2007,,,2007,,The Philosophy of Social Science: Metaphysical \emph{and} Empirical,The Philosophy of Social Science: Metaphysical and Empirical,,,,philosophy-compass,2,6,954--980,,,,,,,,,,,,,,,,,,,,false,,guala,,,2:extrinsic_entities
66713,incollection,guala:2009,,,2009,,Methodological Issues in Experimental Design and Interpretation,Methodological Issues in Experimental Design and Interpretation,,,,,,,280--305,,,,,,,,,,,,,,,,,,,,false,,guala,,,1:economics
66714,incollection,guala:2012,,,2012,,The Evolutionary Program in Social Philosophy,The Evolutionary Program in Social Philosophy,,,,,,,436--457,,,,,,,,,,,,,,,,,,,,false,,guala,,,1:social_philosophy
66715,incollection,guala:2012a,,,2012,,Experimentation in Economics,Experimentation in Economics,,,,,,,597--640,,,,,,,,,,,,,,,,,,,,false,,guala,,,1:economics
66716,article,guala:2013,,,2013,,The Normativity of Lewis Conventions,The Normativity of Lewis Conventions,,,,synthese,190,15,3107--3122,,,,,,,,,,,,,,,,,,,,false,,guala,,,1:social_philosophy;2:convention
66717,article,guala:2015,,,2015,,The Normativity of Institutions,The Normativity of Institutions,,,,phenomenology-and-mind,9,,118--128,,,,,,,,,,,,,,,,,10.13128/phe_mi-18157,,,false,,guala,,,
