id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
120348,article,ncroy:2004,,,2004,,Review of \citet{stevenson_m:2003},Review of Stevenson (2003),,,,computational-linguistics,30,2,247--249,,,,,,,,,,,,,,,,,,,,false,,ncroy,,,1:linguistics;2:lexicon
