id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
81456,incollection,iwakuma:2003,,,2003,,William of Champeaux and the \emph{Introductiones},William of Champeaux and the Introductiones,,,,,,,1--30,1,,,,,,,,,,,,,,,,,,,english,false,,,iwakuma,,,1:history_of_philosophy
81457,incollection,iwakuma:2009,,,2009,,\emph{Vocales} Revisited,Vocales Revisited,,,,,,,81--172,81,,,,,,,,,,,,,,,,,,,english,false,,,iwakuma,,,1:representation;2:metaphysics_of_words
81458,incollection,iwakuma:2013,,,2013,,Alberic of Paris on Mont Ste Genevi{\`e}ve against Peter Abelard,Alberic of Paris on Mont Ste Geneviève against Peter Abelard,,,,,,,27--48,27,,,,,,,,,,,,,,,,,,,english,false,,,iwakuma,,,1:history_of_philosophy
81459,incollection,iwakuma:2016,,,2016,,On \emph{Medium} in the Early Twelfth Century,On Medium in the Early Twelfth Century,,,,,,,3--40,3,,,,,,,,,,,,,,,,,,,english,false,,,iwakuma,,,1:logic;2:history_of_logic
81460,article,iwan_st:2000,,,2000,,An Analysis of Quine's ``Ontological Reduction and the World of Numbers'',An Analysis of Quine's “Ontological Reduction and the World of Numbers”,,,,erkenntnis,53,,195--218,195,,,,,,,,,,,,,,,,,,,english,false,,,iwan_st,,,1:ontology;2:ontological_relativity;3:proxy_functions
81461,incollection,iwaniszewski:2011,,,2011,,Cultural Impacts of Astronomy,Cultural Impacts of Astronomy,,,,,,,123--128,123,,,,,,,,,,,,,,,,,,,english,false,,,iwaniszewski,,,
81462,book,iwanska-shapiro:2000,,,2000,,Natural Language Processing and Knowledge Representation: Language for Knowledge and Knowledge for Language,Natural Language Processing and Knowledge Representation: Language for Knowledge and Knowledge for Language,Natural Language Processing and Knowledge Representation: Language for Knowledge and Knowledge for Language,Natural Language Processing and Knowledge Representation: Language for Knowledge and Knowledge for Language,,,,,,,,,"Cambridge, Massachusetts",,,the-mit-press,,,,,,,,,,,,,english,false,,,,iwanska;shapiro_sc,,1:linguistics;2:logic_for_natural_language;3:natural_language_programming
81463,article,iwanska-zadrozny:1997,,,1997,,Introduction to the Special Issue on Context in Natural Language Processing,Introduction to the Special Issue on Context in Natural Language Processing,,,,computational-intelligence,13,3,301--308,301,,,,,,,,,,,,,,,,,,,english,false,,,iwanska;zadrozny,,,1:pragmatics;2:context
81464,incollection,iwanska:1992,,,1992,,A General Semantic Model of Negation in Natural Language: Representation and Inference,A General Semantic Model of Negation in Natural Language: Representation and Inference,,,,,,,357--368,357,,,,,,,,,,,,,,,,,,,english,false,,,iwanska,,,1:logic;2:negation
81465,article,iwanska:1997,,,1997,,"Reasoning with Intensional Negative Adjectivals: Semantics, Pragmatics, and Context","Reasoning with Intensional Negative Adjectivals: Semantics, Pragmatics, and Context",,,,computational-intelligence,13,3,348--390,348,,,,,,,,,,,,,,,,,,,english,false,,,iwanska,,,1:pragmatics;2:context
81466,incollection,iwanska:1997a,,,1997,,Toward a Computational Theory of General Context-Dependency and Underspecificity of Natural Language,Toward a Computational Theory of General Context-Dependency and Underspecificity of Natural Language,,,,,,,82--95,82,,,,,,,,,,,,,,,,,,,english,false,,,iwanska,,,1:pragmatics;2:context
81467,article,iwanuma-oota:1996,,,1996,,An Extension of Pointwise Circumscription,An Extension of Pointwise Circumscription,,,,artificial-intelligence,86,2,391--402,391,,,,,,,,,,,,,,,,,,,english,false,,,iwanuma;oota_k,,,1:logic;2:circumscription
81468,article,iwanus:1972,,,1972,,Le{\'s}niewski's Elementary Ontology,Leśniewski's Elementary Ontology,,,,studia-logica,31,,73--119,73,,,,,,,,,Reprinted in \citet[165--216]{srzednicki-etal:1984},"Reprinted in Srzednicki, Rickey, and Czelakowski (1984)",,,,,,,,,english,false,,,iwanus,,,1:complexity;2:mereology
81469,article,iwasa:2010,,,2010,,The Impossibility of Political Neutrality,The Impossibility of Political Neutrality,,,,croatian-journal-of-philosophy,10,2,147--155,147,,,,,,,,,,,,,,,,,,,english,false,,,iwasa,,,1:political_philosophy;2:liberalism;3:neutrality
81470,article,iwasa:2011,,,2011,,Sentimentalism and the Is-Ought Problem,Sentimentalism and the Is-Ought Problem,,,,croatian-journal-of-philosophy,11,3,323--352,323,,,,,,,,,,,,,,,,,,,english,false,,,iwasa,,,2:ought;3:is_ought
81471,incollection,iwasaki_s:1998,,,1998,,Speeded Digit Identification under Impaired Perceptual Awareness,Speeded Digit Identification under Impaired Perceptual Awareness,,,,,,,339--344,339,,,,,,,,,,,,,,,,,,,english,false,,,iwasaki_s,,,1:perception;2:vision
81472,article,iwasaki_y-simon:1986,,,1986,,Causality in Device Behavior,Causality in Device Behavior,,,,artificial-intelligence,29,1,3--32,3,,,,,,,,,Reprinted in \citet{weld_ds-dekleer:1990},Reprinted in Weld and de Kleer (1990),,,,,,,,,english,false,,,iwasaki_y;simon_ha,,,1:ai;2:machine_learning;3:qualitative_reasoning
81473,article,iwasaki_y-simon:1986a,,,1986,,Theories of Causal Ordering: Reply to \citet{dekleer-brown:1986},Theories of Causal Ordering: Reply to de Kleer and Brown (1986),,,,artificial-intelligence,29,1,63--72,63,,,,,,,,,,,,,,,,,,,english,false,,,iwasaki_y;simon_ha,,,1:ai;2:machine_learning;3:qualitative_reasoning
81474,article,iwasaki_y-simon:1993,,,1993,,Retrospective on `Causality in Device Behavior' [on \citet{iwasaki_y-simon:1986}],Retrospective on ‘Causality in Device Behavior' [on Iwasaki and Simon (1986)],,,,artificial-intelligence,59,1/2,141--146,141,,,,,,,,,,,,,,,,,,,english,false,,,iwasaki_y;simon_ha,,,1:physics;2:qualitative_physics
81475,article,iwasaki_y-simon:1994,,,1994,,Causality and Model Abstraction,Causality and Model Abstraction,,,,artificial-intelligence,67,1,143--194,143,,,,,,,,,,,,,,,,,,,english,false,,,iwasaki_y;simon_ha,,,1:causation
81476,incollection,iwasaki_y:1995,,,1995,,Introduction (to Part {IV}: Problem Solving with Diagrams),Introduction (to Part IV: Problem Solving with Diagrams),,,,,,,657--667,657,,,,,,,,,,,,,,,,,,,english,false,,,iwasaki_y,,,1:information;2:knowledge_representation;3:reasoning_with_diagrams
81477,article,iwata_n:2015,,,2015,,Plato on Geometrical Hypothesis in the \emph{Meno},Plato on Geometrical Hypothesis in the Meno,,,,apeiron,48,1,1--19,1,,,,,,,,,,,,,,,,,,,english,false,,,iwata_n,,,1:mathematics;2:epistemology_of_mathematics
81478,article,iwata_n:2016,,,2016,,Plato's Hypothetical Inquiry in the Meno,Plato's Hypothetical Inquiry in the Meno,,,,british-journal-for-the-history-of-philosophy,24,2,194--214,194,,,,,,,,,,,,,,,,,,,english,false,,,iwata_n,,,1:method;2:elenchos
81479,article,iwata_s:2003,,,2003,,Echo Questions are Interrogatives? Another Version of a Metapresentational Analysis,Echo Questions are Interrogatives? Another Version of a Metapresentational Analysis,,,,linguistics-and-philosophy,26,2,185--254,185,,,,,,,,,,,,,,,,,,,english,false,,,iwata_s,,,1:semantics;2:interrogatives;3:echo_questions
81480,incollection,iwata_y:1991,,,1991,,The Philosophical Implication of the Daimonion of Socrates,The Philosophical Implication of the Daimonion of Socrates,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,iwata_y,,,2:conscience
81481,incollection,iwata_y:2000,,,2000,,Aristotle on Natural Teleology,Aristotle on Natural Teleology,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,iwata_y,,,1:explanation;2:teleological_explanation
