id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
139081,article,rhees:1954,,,1954,,Can there be a Private Language?,Can there be a Private Language?,,,,proceedings-of-the-aristotelian-society-supplementary-volume,28,,77--94,77,,,,,,,,,Reprinted in \citet[90--107]{caton_ce:1963},Reprinted in Caton (1963),,,,,,,,,english,false,,,rhees,,,1:representation;2:meaning_skepticism;3:private_language_argument
139082,article,rhees:1966,,,1966,,Unanswerable Questions,Unanswerable Questions,,,,proceedings-of-the-aristotelian-society-supplementary-volume,40,,173--186,173,,,,,,,,,,,,,,,,,,,english,false,,,rhees,,,1:metaphilosophy
139083,article,rhees:1998,,,1998,,Die grundlegenden Probleme der Philosophie,Die grundlegenden Probleme der Philosophie,,,,deutsche-zeitschrift-fur-philosophie,46,3,523--532,523,,,,,,,,,,,,,,,,,,,ngerman,false,,,rhees,,,1:metaphilosophy
139084,book,rhees:1999,,,1999,,Moral Questions,Moral Questions,,,,,,,,,,,London,,,mac-millan-publishing-co,,,Edited by D.Z.~Phillips,Edited by D.Z. Phillips,,,,,,,,,english,false,,,rhees,,,1:ethics
139085,book,rhees:2003,,,2003,,Wittgenstein's \emph{On Certainty}: There -- Like Our Life,Wittgenstein's On Certainty: There – Like Our Life,,,,,,,,,,,Oxford,,,blackwell-publishers,,,Edited by D.Z.~Phillips,Edited by D.Z. Phillips,,,,,,,10.1002/9780470776247,,english,false,,,rhees,,,
139086,incollection,rheinberger-muellerwille:2008,,,2008,,Gene Concepts,Gene Concepts,,,,,,,3--21,3,,,,,,,,,,,,,,,,,,,english,false,,,rheinberger;muellerwille,,,1:biology;2:evolution
139087,incollection,rheinberger:1999,,,1999,,Cytoplasmic Particles,Cytoplasmic Particles,,,,,,,270--294,270,,,,,,,,,,,,,,,,,,,english,false,,,rheinberger,,,1:biology
139088,incollection,rheinberger:2005,,,2005,,Reassessing the Historical Epistemology of Georges Canguilhem,Reassessing the Historical Epistemology of Georges Canguilhem,,,,,,,187--197,187,,,,,,,,,,,,,,,,,,,english,false,,,rheinberger,,,1:science;2:sociology_of_science
139089,incollection,rheinberger:2005a,,,2005,,Writing Works: A Reaction to Michael Cahn's Paper,Writing Works: A Reaction to Michael Cahn's Paper,,,,,,,95--106,95,,,,,,,,,,,,,,,,,,,english,false,,,rheinberger,,,1:history_of_philosophy
139090,incollection,rheinberger:2009,,,2009,,Experimental Reorientations,Experimental Reorientations,,,,,,,75--90,75,,,,,,,,,,,,,,,,,,,english,false,,,rheinberger,,,1:science;2:experimentation
139091,incollection,rheinberger:2012,,,2012,,Genesis of Knowledge Spaces and Objects of Knowledge,Genesis of Knowledge Spaces and Objects of Knowledge,,,,,,,287--300,287,,,,,,,,,,,,,,,,,,,english,false,,,rheinberger,,,1:epistemology
139092,incollection,rheins:2011,,,2011,,Similarity and Species Concepts,Similarity and Species Concepts,,,,,,,253--288,253,,,,,,,,,,,,,,,,,,,english,false,,,rheins,,,1:causation;2:natural_kinds
139093,incollection,rheins:2015,,,2015,,"\emph{Homo numerans}, \emph{venerans} or \emph{imitans}? Human and Animal Cognition in \emph{Problemata} 30.6","Homo numerans, venerans or imitans? Human and Animal Cognition in Problemata 30.6",,,,,,,381--412,381,,,,,,,,,,,,,,,,,,,english,false,,,rheins,,,1:animals;2:animal_cognition
139094,book,rheinwald:1984,,,1984,,Der Formalismus und seine Grenzen.~Untersuchungen zur neueren Philosophie der Mathematik,Der Formalismus und seine Grenzen. Untersuchungen zur neueren Philosophie der Mathematik,,,,,,,,,,,Paderborn,,,ferdinand-schoningh,,,,,,,,,,,,,ngerman,false,,,rheinwald,,,1:mathematics;2:nature_of_mathematics;3:formalism_in_mathematics
139095,article,rheinwald:1993,,,1993,,An Epistemic Solution to Goodman's New Riddle of Induction,An Epistemic Solution to Goodman's New Riddle of Induction,,,,synthese,95,,55--76,55,,,,,,,,,,,,,,,,,,,english,false,,,rheinwald,,,1:properties
139096,article,rheinwald:1994,,,1994,,Causation and Intensionality: A Problem for Naturalism,Causation and Intensionality: A Problem for Naturalism,,,,european-journal-of-philosophy,2,1,41--64,41,,,,,,,,,,,,,,,,,,,english,false,,,rheinwald,,,1:action;2:agency;3:agent_causation
