id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
111373,article,meacham_c-weisberg:2011,,,2011,,Representation Theorems and the Foundations of Decision Theory,Representation Theorems and the Foundations of Decision Theory,,,,australasian-journal-of-philosophy,89,4,641--663,641,,,,,,,,,,,,,,,,,,,english,false,,,meacham_c;weisberg_jon,,,1:decision_theory
111374,incollection,meacham_c:2005,,,2005,,Three Proposals Regarding a Theory of Chance,Three Proposals Regarding a Theory of Chance,,,,,,,281--307,281,,,,,,,,,,,,,,,,,,,english,false,,,meacham_c,,,1:epistemology
111375,UNKNOWN,meacham_c:2007,,,2007,,Chance and the Dynamics of De Se Beliefs,Chance and the Dynamics of De Se Beliefs,,,,,,,,,,,"Rutgers, New Jersey",,philosophy_department_rutgers_the_state_university_of_new_jersey,,PhD dissertation,,,,,,,,,,,,english,false,,,meacham_c,,,1:representation;2:de_se;3:egocentric_beliefs
111376,article,meacham_c:2008,,,2008,,Sleeping Beauty and the Dynamics of De Se Beliefs,Sleeping Beauty and the Dynamics of De Se Beliefs,,,,philosophical-studies,138,2,245--269,245,,,,,,,,,,,,,,,,,10.1007/s11098-006-9036-1,,english,false,,,meacham_c,,,1:probability;2:sleeping_beauty
111377,article,meacham_c:2010,,,2010,,Binding and Its Consequences,Binding and Its Consequences,,,,philosophical-studies,149,1,49--71,49,,,,,,,,,,,,,,,,,10.1007/s11098-010-9539-7,,english,false,,,meacham_c,,,1:language;2:quantifiers
111378,incollection,meacham_c:2010a,,,2010,,"Unravelling the Tangled Web: Continuity, Internalism, Uniqueness, and Self-Locating Belief","Unravelling the Tangled Web: Continuity, Internalism, Uniqueness, and Self-Locating Belief",,,,,,,86--125,86,,,,,,,,,,,,,,,,,,,english,false,,,meacham_c,,,1:probability;2:sleeping_beauty
111379,article,meacham_c:2010b,,,2010,,Contemporary Approaches to Statistical Mechanical Probabilities: A Critical Commentary -- Part I: The Indifference Approach,Contemporary Approaches to Statistical Mechanical Probabilities: A Critical Commentary – Part I: The Indifference Approach,,,,philosophy-compass,5,12,1116--1126,1116,,,,,,,,,,,,,,,,,,,english,false,,,meacham_c,,,1:probability
111380,article,meacham_c:2010c,,,2010,,Contemporary Approaches to Statistical Mechanical Probabilities: A Critical Commentary -- Part II: The Regularity Approach,Contemporary Approaches to Statistical Mechanical Probabilities: A Critical Commentary – Part II: The Regularity Approach,,,,philosophy-compass,5,12,1127--1136,1127,,,,,,,,,,,,,,,,,,,english,false,,,meacham_c,,,1:probability
111381,article,meacham_c:2012,,,2012,,Person-Affecting Views and Saturating Counterpart Relations,Person-Affecting Views and Saturating Counterpart Relations,,,,philosophical-studies,158,2,257--287,257,,,,,,,,,,,,,,,,,10.1007/s11098-012-9884-9,,english,false,,,meacham_c,,,1:modality;2:possibilia;3:counterpart_theory
111382,article,meacham_c:2014,,,2014,,Impermissive Bayesianism,Impermissive Bayesianism,,,,erkenntnis,79,"suppl., 6",1185--1217,1185,,,,,,,,,,,,,,,,,,,english,false,,,meacham_c,,,1:epistemology
