id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
44729,article,drabble_b:1993,,,1993,,{EXCALIBUR}: A Program for Planning and Reasoning with Processes,EXCALIBUR: A Program for Planning and Reasoning with Processes,,,,artificial-intelligence,62,1,1--40,1,,,,,,,,,,,,,,,,,,,english,false,,,drabble_b,,,1:action;2:planning
44730,book,drabble_m:2000,,,2000,,The Oxford Companion to English Literature,The Oxford Companion to English Literature,The Oxford Companion to English Literature,The Oxford Companion to English Literature,,,,,,,,oxford_companions,Oxford,,,oxford-university-press,,6,,,,,,,,,,,english,false,,,,drabble_m,,1:aesthetics;2:literary_criticism
44731,incollection,drabble_m:2005,,,2005,,Of Beasts and Men: Orwell on Beastliness,Of Beasts and Men: Orwell on Beastliness,,,,,,,38--48,38,,,,,,,,,,,,,,,,,,,english,false,,,drabble_m,,,1:aesthetics;2:literary_criticism
44732,incollection,drabkin:1959,,,1959,,Commentary on \citet{crombie_ac:1959b} and \citet{clarke_jt:1959},Commentary on Crombie (1959) and Clarke (1959),,,,,,,141--152,141,,,,,,,,,,,,,,,,,,,english,false,,,drabkin,,,1:method;2:scientific_method
44733,unpublished,drachman:1975,,,1975,,The Syntax of Casual Speech,The Syntax of Casual Speech,,,,,,,,,,,,,,,,,"Unpublished manuscript, University of Salzburg","Unpublished manuscript, University of Salzburg",,,,,,,,,english,false,,,drachman,,,1:linguistics;2:syntax
44734,article,draeseke:1920,,,1920,,"Zu Ren{\'e} Descartes' ``Cogito, ergo sum''","Zu René Descartes' “Cogito, ergo sum”",,,,archiv-fur-geschichte-der-philosophie,32,1,48--55,48,,,,,,,,,,,,,,,,,,,ngerman,false,,,draeseke,,,1:epistemology;2:cogito
44735,incollection,dragalin:1973,,,1973,,Constructive Mathematics and Models of Intuitionistic Theories,Constructive Mathematics and Models of Intuitionistic Theories,,,,,,,111--128,111,,,,,,,,,,,,,,,,,,,english,false,,,dragalin,,,1:mathematics;2:intuitionistic_mathematics
44736,incollection,dragalin:1987,,,1987,,A Completeness Theorem for Higher-Order Intuitionistic Logic: An Intuitionistic Proof,A Completeness Theorem for Higher-Order Intuitionistic Logic: An Intuitionistic Proof,,,,,,,107--124,107,,,,,,,,,,,,,,,,,,,english,false,,,dragalin,,,1:logic;2:in_completeness
44737,incollection,dragalin:1987a,,,1987,,Cut-Elimination Theorem for Higher-Order Classical Logic.~An Intuitionistic Proof,Cut-Elimination Theorem for Higher-Order Classical Logic. An Intuitionistic Proof,,,,,,,243--252,243,,,,,,,,,,,,,,,,,,,english,false,,,dragalin,,,1:logic;2:intuitionistic_logic
44738,book,dragalin:1988,,,1988,,Mathematical Intuitionism: Introduction to Proof Theory,Mathematical Intuitionism: Introduction to Proof Theory,,,,,,,,,,,"Providence, Rhode Island",,,american-mathematical-society,,,,,,,,,,,,,english,false,,,dragalin,,,1:mathematics;2:intuitionistic_mathematics
44739,incollection,draghilorenz:2010,,,2010,,Parental Reports of Jealousy in Early Infancy: Growing Tension between Evidence and Theory,Parental Reports of Jealousy in Early Infancy: Growing Tension between Evidence and Theory,,,,,,,235--266,235,,,,,,,,,,,,,,,,,,,english,false,,,draghilorenz,,,1:feeling;2:envy;3:jealousy
44740,incollection,drago:1999,,,1999,,Incommensurability as a Bound of Hermeneutics in Science,Incommensurability as a Bound of Hermeneutics in Science,,,,,,,135--156,135,,,,,,,,,,,,,,,,,,,english,false,,,drago,,,1:science;2:sociology_of_science
44741,incollection,drago:2017,,,2017,,From Aristotle's Square of Opposition to the ``Tri-Unity's Concordance'': Cusanus' Non-Classical Reasoning,From Aristotle's Square of Opposition to the “Tri-Unity's Concordance”: Cusanus' Non-Classical Reasoning,,,,,,,53--80,53,,,,,,,,,,,,,,,,,,,english,false,,,drago,,,1:logic;2:negation;3:square_of_opposition
44742,incollection,dragonamonachou:1994,,,1994,,Divine Providence in the Philosophy of the Empire,Divine Providence in the Philosophy of the Empire,,,,,,,4417--4490,4417,,,,,,,,,,,,,,,,,,,english,false,,,dragonamonachou,,,1:religion;2:theological_determinism;3:divine_foreknowledge
44743,incollection,dragonamonachou:2004,,,2004,,Socrates as a Citizen and the Stoics,Socrates as a Citizen and the Stoics,,,,,,,429--448,429,,,,,,,,,,,,,,,,,,,english,false,,,dragonamonachou,,,1:political_philosophy
44744,article,dragulinescu:2012,,,2012,,On Anti Humeanism and Medical Singular Causation,On Anti Humeanism and Medical Singular Causation,,,,acta-analytica,27,3,265--292,265,,,,,,,,,,,,,,,,,,,english,false,,,dragulinescu,,,1:causation;2:singular_causation
44745,article,dragulinescu:2012a,,,2012,,"On `Stabilising' Medical Mechanisms, Truth-Makers and Epistemic Causality: A Critique to Williamson and Russo's Approach","On ‘Stabilising' Medical Mechanisms, Truth-Makers and Epistemic Causality: A Critique to Williamson and Russo's Approach",,,,synthese,187,2,785--800,785,,,,,,,,,,,,,,,,,,,english,false,,,dragulinescu,,,1:truth;2:truthmakers
44746,article,dragulinescu:2013,,,2013,,A Challenge for Lowe and Ellis' Differentiation of Kinds as Substantive Universals,A Challenge for Lowe and Ellis' Differentiation of Kinds as Substantive Universals,,,,erkenntnis,78,1,73--94,73,,,,,,,,,,,,,,,,,,,english,false,,,dragulinescu,,,1:causation;2:natural_kinds
44747,article,dragulinescu:2017,,,2017,,Mechanisms and Difference-Making,Mechanisms and Difference-Making,,,,acta-analytica,32,1,29--54,29,,,,,,,,,,,,,,,,,,,english,false,,,dragulinescu,,,1:causation;2:causal_explanation;3:mechanistic_explanation
44748,article,dragulinescu:2019,,,2019,,Medical Mechanism and the Resilience of Probabilities,Medical Mechanism and the Resilience of Probabilities,,,,episteme,16,3,322--339,322,,,,,,,,,,,,,,,,,,,english,false,,,dragulinescu,,,1:ethics;2:medical_ethics
44749,book,drahos:1996,,,1996,,A Philosophy of Intellectual Property,A Philosophy of Intellectual Property,,,,,,,,,,,"Aldershot, Hampshire",,,dartmouth-publishing,,,,,,,,,,,,,english,false,,,drahos,,,1:economics;2:property;3:intellectual_property
44750,article,drai:2000,,,2000,,Moral Supervenience and Moral Thinking,Moral Supervenience and Moral Thinking,,,,disputatio,s/n,8,17--29,17,,,,,,,,,,,,,,,,,,,english,false,,,drai,,,2:supervenience;3:moral_supervenience
44751,article,drai:2003,,,2003,,Externalism and Identity,Externalism and Identity,,,,synthese,134,3,463--475,463,,,,,,,,,,,,,,,,,,,english,false,,,drai,,,2:extrinsic_entities
44752,article,drai:2007,,,2007,,The Phenomenal Sorites and Response Dependence,The Phenomenal Sorites and Response Dependence,,,,australasian-journal-of-philosophy,85,4,619--631,619,,,,,,,,,,,,,,,,,,,english,false,,,drai,,,1:properties;2:primary_secondary_qualities;3:response_dependence
44753,article,drai:2016,,,2016,,Is Love Based on Reasons?,Is Love Based on Reasons?,,,,european-journal-of-analytic-philosophy,12,1,5--26,5,,,,,,,,,,,,,,,,,,,english,false,,,drai,,,1:feeling;2:friendship;3:love
44754,article,drai:2017,,,2017,,Fregean Facts,Fregean Facts,,,,acta-analytica,32,2,161--168,161,,,,,,,,,,,,,,,,,,,english,false,,,drai,,,1:exemplification;2:states_of_affairs
44755,article,drake_d:1911,,,1911,,The Inadequacy of `Natural' Realism,The Inadequacy of ‘Natural' Realism,,,,the-journal-of-philosophy-psychology-and-scientific-methods,8,14,365--372,365,,,,,,,,,Reprinted in \citet[119--126]{dewaal_c:2001},Reprinted in De Waal (2001),,,,,,,,,english,false,,,drake_d,,,1:perception;2:direct_realism;3:new_realism_in_perception
44756,article,drake_d:1912,,,1912,,What Kind of Realism?,What Kind of Realism?,,,,the-journal-of-philosophy-psychology-and-scientific-methods,9,6,149--154,149,,,,,,,,,Reprinted in \citet[27--34]{dewaal_c:2001a},Reprinted in De Waal (2001),,,,,,,,,english,false,,,drake_d,,,1:perception;2:object_of_perception
44757,article,drake_d:1915,,,1915,,Where do Perceived Objects Exist?,Where do Perceived Objects Exist?,,,,mind,24,93,29--36,29,,,,,,,,,,,,,,,,,,,english,false,,,drake_d,,,1:perception;2:object_of_perception
44758,article,drake_d:1916,,,1916,,May Belief Outstrip Evidence?,May Belief Outstrip Evidence?,,,,international-journal-of-ethics,26,3,414--419,414,,,,,,,,,,,,,,,,,,,english,false,,,drake_d,,,1:epistemology;2:justification
44759,article,drake_d:1917,,,1917,,A Cul-de-Sac for Realism,A Cul-de-Sac for Realism,,,,the-journal-of-philosophy-psychology-and-scientific-methods,14,14,365--373,365,,,,,,,,,Reprinted in \citet[209--218]{dewaal_c:2001b},Reprinted in De Waal (2001),,,,,,,,,english,false,,,drake_d,,,1:perception;2:direct_realism;3:new_realism_in_perception
44760,article,drake_d:1923,,,1923,,Critical Realism and Skepticism,Critical Realism and Skepticism,,,,the-journal-of-philosophy,20,8,211--215,211,,,,,,,,,,,,,,,,,,,english,false,,,drake_d,,,1:skepticism
44761,article,drake_d:1925,,,1925,,Mr.~Broad's Questions Concerning Critical Realism,Mr. Broad's Questions Concerning Critical Realism,,,,the-journal-of-philosophy,22,12,321--326,321,,,,,,,,,,,,,,,,,,,english,false,,,drake_d,,,1:metaphysics;2:realism
44762,article,drake_d:1926,,,1926,,Review of \citet{broad_cd:1925},Review of Broad (1925),,,,the-journal-of-philosophy,23,21,579--584,579,,,,,,,,,,,,,,,,,,,english,false,,,drake_d,,,
44763,article,drake_d:1926a,,,1926,,What is a Mind? Ontological Pluralism versus Ontological Monism,What is a Mind? Ontological Pluralism versus Ontological Monism,,,,mind,35,138,230--236,230,,,,,,,,,,,,,,,,,,,english,false,,,drake_d,,,1:mind_body;2:neutral_monism
44764,article,drake_d:1927,,,1927,,The Data of Consciousness as Essences,The Data of Consciousness as Essences,,,,the-journal-of-philosophy,24,21,569--577,569,,,,,,,,,,,,,,,,,,,english,false,,,drake_d,,,2:consciousness
44765,article,drake_d:1928,,,1928,,Once More as to the Status of Data,Once More as to the Status of Data,,,,the-journal-of-philosophy,25,7,186--190,186,,,,,,,,,,,,,,,,,,,english,false,,,drake_d,,,1:science;2:experimentation;3:observation
44766,article,drake_d:1929,,,1929,,Beyond Monism and Dualism,Beyond Monism and Dualism,,,,the-journal-of-philosophy,26,15,402--407,402,,,,,,,,,,,,,,,,,,,english,false,,,drake_d,,,1:complexity;2:monism;3:compositional_monism
44767,article,drake_d:1931,,,1931,,On Defining ``Existence'',On Defining “Existence”,,,,the-journal-of-philosophy,28,9,237--244,237,,,,,,,,,,,,,,,,,,,english,false,,,drake_d,,,1:ontology;2:being;3:to_be
44768,incollection,drake_de-walters:2017,,,2017,,Deviant Knowledge,Deviant Knowledge,,,,,,,267--271,267,,,,,,,,,,,,,,,,,,,english,false,,,drake_de;walters_re,,,1:law;3:criminology
44769,incollection,drake_dh-scott:2021,,,2021,,Overcoming Obstacles to Abolition and Challenging the Myths of Imprisonment,Overcoming Obstacles to Abolition and Challenging the Myths of Imprisonment,,,,,,,411--420,411,,,,,,,,,,,,,,,,,,,english,false,,,drake_dh;scott_da,,,1:law;3:punishment
44770,book,drake_fr-truss:1987,,,1987,,"Logic Colloquium '86, Proceedings of the Colloquium held in Hull U.K., 13-19 July 1986","Logic Colloquium '86, Proceedings of the Colloquium held in Hull U.K., 13-19 July 1986","Logic Colloquium '86, Proceedings of the Colloquium held in Hull U.K., 13-19 July 1986","Logic Colloquium '86, Proceedings of the Colloquium held in Hull U.K., 13-19 July 1986",,,,124,,,,studies_in_logic_and_the_foundations_of_mathematics,Amsterdam,,,north-holland-publishing-co,,,,,,,,,,,,,english,false,,,,drake_fr;truss_jk,,1:logic
