id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
28720,incollection,ceard_j:1976,,,1976,,Le mod{\`e}le de la ``R{\'e}publique'' de Platon et la pens{\'e}e politique au XVIe si{\`e}cle,Le modèle de la “République” de Platon et la pensée politique au XVIe siècle,,,,,,,191--200,,,,,,,,,,,,,,,,,,,french,false,,ceard_j,,,1:political_philosophy
28721,article,cebik:1975,,,1975,,"Creation, Predication, and Pickwick","Creation, Predication, and Pickwick",,,,the-southwestern-journal-of-philosophy,6,1,39--45,,,,,,,,,,,,,,,,,,,,false,,cebik,,,1:religion;2:divine_creation
28722,article,cebik:1980,,,1980,,Deriving Truths From Literature,Deriving Truths From Literature,,,,the-southwestern-journal-of-philosophy,11,1,143--150,,,,,,,,,,,,,,,,,,,,false,,cebik,,,1:aesthetics;2:fiction
28723,book,cebollasanahuja:2017,,,2017,,Toward Kantian Cosmopolitanism,Toward Kantian Cosmopolitanism,,,,,,,,,,London,,,palgrave-macmillan,,,,,,,,,,,,,,false,,cebollasanahuja,,,1:political_philosophy;2:international_relations;3:cosmopolitanism
28724,incollection,ceccarelli_g:2006,,,2006,,``Whatever'' Economics: Economic Thought in \emph{Quodlibeta},“Whatever” Economics: Economic Thought in Quodlibeta,,,,,,,475--506,,,,,,,,,,,,,,,,,,,,false,,ceccarelli_g,,,1:economics
28725,book,ceccarelli_l:2001,,,2001,,"Shaping Science with Rhetoric: The Cases of Dobzhansky, Schrodinger, and Wilson","Shaping Science with Rhetoric: The Cases of Dobzhansky, Schrodinger, and Wilson",,,,,,,,,,"Chicago, Illinois",,,university-of-chicago-press,,,,,,,,,,,10.7208/chicago/9780226099088.001.0001,,,false,,ceccarelli_l,,,
28726,incollection,cecchetto_c:2016,,,2016,,The Syntax of Sign Language and Universal Grammar,The Syntax of Sign Language and Universal Grammar,,,,,,,509--526,,,,,,,,,,,,,,,,,,,,false,,cecchetto_c,,,
28727,book,cecchetto_d:2013,,,2013,,Humanesis: Sound and Technological Posthumanism,Humanesis: Sound and Technological Posthumanism,,,,,,,,,,"Minneapolis, Minnesota",,,university-of-minnesota-press,,,,,,,,,,,10.5749/minnesota/9780816676446.001.0001,,,false,,cecchetto_d,,,
28728,UNKNOWN,cecchi:2014,,,2014,,"Modularity, Cognitive Penetration and Perceptual Justification","Modularity, Cognitive Penetration and Perceptual Justification",,,,,,,,,,Gen{\`e}ve,,d_e_partement_de_philosophie_universit_e_de_gen_e_ve,,Th{\`e}se de doctorat,,,,,,,,,,10.13097/archive-ouverte/unige:44996,,,false,,cecchi,,,
28729,article,cecchi:2014a,,,2014,,"Cognitive Penetration, Perceptual Learning and Neural Plasticity","Cognitive Penetration, Perceptual Learning and Neural Plasticity",,,,dialectica,68,1,63--95,,,,,,,,,,,,,,,,,10.1111/1746-8361.12051,,,false,,cecchi,,,1:perception;2:perceptual_content;3:cognitive_penetration
28730,incollection,cecchinato:2018,,,2018,,The End of Time and the Antichrist: Searching for Images of the End of the World,The End of Time and the Antichrist: Searching for Images of the End of the World,,,,,,,2815--2824,,,,,,,,,,,,,,,,,,,,false,,cecchinato,,,1:time;2:eternity
28731,book,cecconi_e:2016,,,2016,,Ontogenesi molecolare e cellule staminali pluripotenti indotte.~Indagini epistemologiche e implicazioni bioetiche,Ontogenesi molecolare e cellule staminali pluripotenti indotte. Indagini epistemologiche e implicazioni bioetiche,,,,,,,,,filosofie,Milano,,,mimesis-edizioni,,,,,,,,,,,,,italian,false,,cecconi_e,,,1:ethics;2:bioethics
28732,incollection,ceci_sj-howe:1982,,,1982,,"Metamemory and Effects of Intending, Attending, and Intending to Attend","Metamemory and Effects of Intending, Attending, and Intending to Attend",,,,,,,147--164,,,,,,,,,,,,,,,,,,,,false,,ceci_sj;howe_m,,,2:memory
28733,incollection,cecilialafuente:1987,,,1987,,The Axiological Dimension of the Human Being (Concerning the Moral Sense in the Thought of A-T.~Tymieniecka),The Axiological Dimension of the Human Being (Concerning the Moral Sense in the Thought of A-T. Tymieniecka),,,,,,,23--34,,,,,,,,,,,,,,,,,,,,false,,cecilialafuente,,,
