id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
84608,article,ju_f-liu:2011,,,2011,,Prioritized Imperatives and Normative Conflicts,Prioritized Imperatives and Normative Conflicts,,,,european-journal-of-analytic-philosophy,7,2,35--58,,,,,,,,,,,,,,,,,,,,false,,ju_f;liu_f,,,1:pragmatics;2:speech_acts;3:performatives
84609,article,juarezpaz:1959,,,1959,,"Reasons, Commands and Moral Principles","Reasons, Commands and Moral Principles",,,,logique-et-analyse-ns,2,8,194--205,,,,,,,,,,,,,,,,,,,,false,,juarezpaz,,,2:deontic_logic;3:imperative_logic
84610,article,juarrero:1981,,,1981,,"Dispositions, Teleology and Reductionism","Dispositions, Teleology and Reductionism",,,,philosophical-topics,12,3,153--165,,,,,,,,,,,,,,,,,,,,false,,juarrero,,,1:properties;2:dispositions
84611,book,juarrero:1999,,,1999,,Dynamics in Action: Intentional Behavior as a Complex System,Dynamics in Action: Intentional Behavior as a Complex System,,,,,,,,,,"Cambridge, Massachusetts",,,the-mit-press,,,,,,,,,,,,,,false,,juarrero,,,1:action;2:intention
84612,incollection,juarrero:2010,,,2010,,Intentions as Complex Dynamical Attractors,Intentions as Complex Dynamical Attractors,,,,,,,253--276,,,,,,,,,,,,,,,,,,,,false,,juarrero,,,1:action;2:intention
84613,article,jubien:1972,,,1972,,The Intensionality of Ontological Commitment,The Intensionality of Ontological Commitment,,,,nous,6,4,378--387,,,,,,,,,Reprinted in \citet{jacquette:2002},Reprinted in Jacquette (2002),,,,,,,,,,false,,jubien,,,1:ontology;2:ontological_commitment
84614,article,jubien:1974,,,1974,,Ontological Commitment to Particulars,Ontological Commitment to Particulars,,,,synthese,28,,513--531,,,,,,,,,,,,,,,,,,,,false,,jubien,,,1:ontology;2:ontological_commitment
84615,article,jubien:1975,,,1975,,Ontological Commitment to Kinds,Ontological Commitment to Kinds,,,,synthese,31,,85--106,,,,,,,,,,,,,,,,,,,,false,,jubien,,,1:ontology;2:ontological_commitment
84616,article,jubien:1977,,,1977,,Ontology and mathematical truth,Ontology and mathematical truth,,,,nous,11,,133--150,,,,,,,,,,,,,,,,,,,,false,,jubien,,,1:ontology
84617,article,jubien:1981,,,1981,,Intensional Foundations of Mathematics,Intensional Foundations of Mathematics,,,,nous,15,,513--527,,,,,,,,,,,,,,,,,,,,false,,jubien,,,1:mathematics;2:intuitionistic_mathematics;3:intensional_mathematics
84618,article,jubien:1981a,,,1981,,Formal Semantics and the Existence of Sets,Formal Semantics and the Existence of Sets,,,,nous,15,,165--176,,,,,,,,,,,,,,,,,,,,false,,jubien,,,1:mathematics;2:set_theory;3:nature_of_sets
