id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
54966,incollection,fraade:2007,,,2007,,Rabbinic \emph{Midrash} and Ancient Jewish Biblical Interpretation,Rabbinic Midrash and Ancient Jewish Biblical Interpretation,,,,,,,,,99--120,99,,,,,,,,,,,,,,,,,,,english,false,,,fraade,,,1:religion;2:judaism
54967,article,fracchia-lewontin:1999,,,1999,,Does Culture Evolve?,Does Culture Evolve?,,,,history-and-theory,8,8,,,52--78,52,,,,,,,,,,,,,,,,,,,english,false,,,fracchia;lewontin,,,1:biology;2:evolution
54968,book,frackowiak:2004,,,2004,,Human Brain Function,Human Brain Function,Human Brain Function,Human Brain Function,,,,,,,,,,,New York,,,academic-press,,,,,,,,,,,,,english,false,,,,frackowiak,,1:medicine
54969,incollection,fraczak-etal:1998,,,1998,,Automatic Generation of Subway Direction: Salience Gradation as a Factor for Determining Message and Form,Automatic Generation of Subway Direction: Salience Gradation as a Factor for Determining Message and Form,,,,,,,,,58--67,58,,,,,,,,,,,,,,,,,,,english,false,,,fraczak;lapalme_g;zock,,,1:linguistics;2:logic_for_natural_language;3:natural_language_generation
54970,book,fradet:2004,,,2004,,Le travail,Le travail,,,,,,,,,,,,philosopher,Paris,,,quintette,,,,,,,,,,,,,french,false,,,fradet,,,1:political_philosophy
54971,incollection,fraengsmyr_t:1989,,,1989,,Discussion of \citet{kuhn_ts:1989},Discussion of Kuhn (1989),,,,,,,,,42--48,42,,,,,,,,,,,,,,,,,,,english,false,,,fraengsmyr_t,,,1:modality;2:possible_worlds
54972,incollection,fraengsmyr_t:2012,,,2012,,Peking Man: New Light on an Old Discovery,Peking Man: New Light on an Old Discovery,,,,,,,,,49--62,49,,,,,,,,,,,,,,,,,,,english,false,,,fraengsmyr_t,,,1:social_sciences;2:anthropology
54973,book,fraenkel_aa-barhillel:1958,,,1958,,Foundations of Set Theory,Foundations of Set Theory,,,,,,,23,23,,,,studies_in_logic_and_the_foundations_of_mathematics,Amsterdam,,,north-holland-publishing-co,,,"Second, revised edition: \citet{fraenkel_aa-etal:1973}","Second, revised edition: Fraenkel, Bar-Hillel, and Levy (1973)",,,,,,,,,english,false,,,fraenkel_aa;barhillel,,,1:mathematics;2:set_theory
54974,book,fraenkel_aa-etal:1973,,,1973,,Foundations of Set Theory,Foundations of Set Theory,,,,,,,67,67,,,,studies_in_logic_and_the_foundations_of_mathematics,Amsterdam,,,north-holland-publishing-co,,2,First edition: \citet{fraenkel_aa-barhillel:1958},First edition: Fraenkel and Bar-Hillel (1958),,,,,,,,,english,false,,,fraenkel_aa;barhillel;levy_az,,,1:mathematics;2:set_theory
54975,article,fraenkel_aa:1922,,,1922,,Zu den Grundlagen der Cantor-Zermeloschen Mengenlehre,Zu den Grundlagen der Cantor-Zermeloschen Mengenlehre,,,,mathematische-annalen,86,86,,,230--237,230,,,,,,,,,,,,,,,,,,,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory
54976,article,fraenkel_aa:1922a,,,1922,,"Axiomatische Begr{\""u}ndung der transfiniten Kardinalzahlen I",Axiomatische Begründung der transfiniten Kardinalzahlen I,,,,mathematische-zeitschrift,13,13,,,153--188,153,,,,,,,,,,,,,,,,,,http://eudml.org/doc/167696,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory
54977,article,fraenkel_aa:1922b,,,1922,,"Der Begriff ``definit'' und die Unabh{\""a}ngigkeit des Auswahlsaxioms",Der Begriff “definit” und die Unabhängigkeit des Auswahlsaxioms,,,,sitzungsberichte-der-preussischen-akademie-der-wissenschaften-physikalischmathematische-klasse,,,,,253--257,253,,,,,,,,,Translated and reprinted in \citet[284--289]{vanheijenoort:1967},Translated and reprinted in,,,,,,,,,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory;3:axiom_of_choice
54978,article,fraenkel_aa:1922c,,,1922,,Zu den Grundlagen der Mengenlehre,Zu den Grundlagen der Mengenlehre,,,,jahresbericht-der-deutschen-mathematiker-vereinigung,31,31,2nd section,,101--102,101,,,,,,,,,,,,,,,,,,,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory
54979,book,fraenkel_aa:1923,,,1923,,Einleitung in die Mengenlehre,Einleitung in die Mengenlehre,,,,,,,,,,,,,Berlin,,,springer-verlag,,2,,,,,,,,,,,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory
54980,article,fraenkel_aa:1923a,,,1923,,Die Axiome der Mengenlehre,Die Axiome der Mengenlehre,,,,scripta-universitatis-atque-bibliothecae-hierosolymitanarum-mathematica-et-physica,1,1,VI,6,,,,,,,,,,,,,,,,,,,,,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory
54981,article,fraenkel_aa:1924,,,1924,,Die neueren Ideen zur Grundlegung der Analysis und Mengenlehre,Die neueren Ideen zur Grundlegung der Analysis und Mengenlehre,,,,jahresbericht-der-deutschen-mathematiker-vereinigung,33,33,1st section,,97--103,97,,,,,,,,,,,,,,,,,,,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory
54982,article,fraenkel_aa:1925,,,1925,,"Untersuchungen {\""u}ber die Grundlagen der Mengenlehre",Untersuchungen über die Grundlagen der Mengenlehre,,,,mathematische-zeitschrift,22,22,,,250--273,250,,,,,,,,,,,,,,,,,,http://eudml.org/doc/167842,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory
54983,book,fraenkel_aa:1927,,,1927,,"Zehn Vorlesungen {\""u}ber die Grundlegung der Mengenlehre",Zehn Vorlesungen über die Grundlegung der Mengenlehre,,,,,,,,,,,,,Leipzig,,,bg-teubner,,,,,,,,,,,,,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory
54984,article,fraenkel_aa:1930,,,1930,,"Die heutigen Gegens{\""a}tze in der Grundlegung der Mathematik",Die heutigen Gegensätze in der Grundlegung der Mathematik,,,,erkenntnis,1,1,,,286--302,286,,,,,,,,,,,,,,,,,,,german,false,,,fraenkel_aa,,,1:mathematics;2:intuitionistic_mathematics
54985,article,fraenkel_aa:1935,,,1935,,Sur la notion d'existence dans les math{\'e}matiques,Sur la notion d'existence dans les mathématiques,,,,lenseignement-mathematique,34,34,1/2,1,18--32,18,,,,,,,,,,,,,,,,,,,french,false,,,fraenkel_aa,,,1:mathematics;2:nature_of_mathematics;3:mathematical_possibilism
54986,article,fraenkel_aa:1937,,,1937,,"{\""U}ber eine abgeschw{\""a}chte Fassung des Auswahlaxioms",Über eine abgeschwächte Fassung des Auswahlaxioms,,,,the-journal-of-symbolic-logic,2,2,,,1--25,1,,,,,,,,,,,,,,,,,,,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory;3:axiom_of_choice
54987,incollection,fraenkel_aa:1949,,,1949,,The Relation of Equality in Deductive Systems,The Relation of Equality in Deductive Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,fraenkel_aa,,,1:identity
54988,book,fraenkel_aa:1953,,,1953,,Abstract Set Theory,Abstract Set Theory,,,,,,,12,12,,,,studies_in_logic_and_the_foundations_of_mathematics,Amsterdam,,,north-holland-publishing-co,,,,,,,,,,,,,english,false,,,fraenkel_aa,,,1:mathematics;2:set_theory
54989,article,fraenkel_aa:1958,,,1958,,"Paul Bernays und die Begr{\""u}ndung der Mengenlehre",Paul Bernays und die Begründung der Mengenlehre,,,,dialectica,12,12,47/48,47,274--279,274,,,,,,,,,,,,,,,,,10.1111/j.1746-8361.1958.tb01463.x,,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory
54990,article,fraenkel_aa:1960,,,1960,,Epistemology and Logic,Epistemology and Logic,,,,synthese,12,12,4,4,333--337,333,,,,,,,,,Reprinted in \citet[6--10]{kazemier-vuysje:1962},Reprinted in Kazemier and Vuysje (1962),,,,,,,,,english,false,,,fraenkel_aa,,,1:logic;2:epistemology_of_logic
54991,book,fraenkel_aa:1968,,,1968,,Mengenlehre und Logik,Mengenlehre und Logik,,,,,,,2,2,,,,erfahrung_und_denken,Berlin,,,duncker-humblot,,2,,,,,,,,,,,german,false,,,fraenkel_aa,,,1:mathematics;2:set_theory
54992,book,fraenkel_c-etal:2011,,,2011,,The Rationalists: Between Tradition and Innovation,The Rationalists: Between Tradition and Innovation,The Rationalists: Between Tradition and Innovation,The Rationalists: Between Tradition and Innovation,,,,,65,65,,,,the_new_synthese_historical_library,Dordrecht,,,springer,,,,,,,,,,,,,english,false,,,,fraenkel_c;perinetti_d;smithruiu,,1:history_of_philosophy
54993,incollection,fraenkel_c-etal:2011a,,,2011,,Introduction,Introduction,,,,,,,,,1--12,1,,,,,,,,,,,,,,,,,,,english,false,,,fraenkel_c;perinetti_d;smithruiu,,,1:history_of_philosophy
54994,article,fraenkel_c:2009,,,2009,,Maimonides and Spinoza as Sources for Maimon's Solution of the ``Problem \emph{quid juris}'' in Kant's Theory of Knowledge,Maimonides and Spinoza as Sources for Maimon's Solution of the “Problem quid juris” in Kant's Theory of Knowledge,,,,kant-studien,100,100,2,2,212--240,212,,,,,,,,,,,,,,,,,,,english,false,,,fraenkel_c,,,1:metaphysics;2:transcendental_deduction
54995,incollection,fraenkel_c:2009a,,,2009,,God's Existence and Attributes,God's Existence and Attributes,,,,,,,,,561--598,561,,,,,,,,,,,,,,,,,,,english,false,,,fraenkel_c,,,1:religion;2:divine_attributes
54996,incollection,fraenkel_c:2011,,,2011,,"Der Status der Theologie: Von der Magd der Philosophie zu einer unabh{\""a}ngigen Disziplin im Renaissance-Averroismus und bei Spinoza",Der Status der Theologie: Von der Magd der Philosophie zu einer unabhängigen Disziplin im Renaissance-Averroismus und bei Spinoza,,,,,,,,,564--576,564,,,,,,,,,,,,,,,,,,,german,false,,,fraenkel_c,,,1:religion;2:problem_of_evil;3:theodicy
54997,article,fraenkel_c:2017,,,2017,,Streit.~Der Weg zwischen Krieg und Frieden,Streit. Der Weg zwischen Krieg und Frieden,,,,philosophie-ch,,,,,,,,,,,,,,,,,,,,,,,,https://www.philosophie.ch/2017-06-16-fraenkel,german,false,,cc-by-3,fraenkel_c,,,
54998,incollection,fraeters:2012,,,2012,,\emph{Visio}/Vision,Visio/Vision,,,,,,,,,178--188,178,,,,,,,,,,,,,,,,,,,english,false,,,fraeters,,,1:perception
54999,UNKNOWN,fragniere_jp:1982,,,1982,,L'{\^e}tre religieux chez Dostoievski,L'être religieux chez Dostoievski,,,,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Travail de licence,,,,,,,,,,,,french,false,,,fragniere_jp,,,
55000,book,fraisopi_f:2014,,,2014,,Ontologie.~Storia e prospettive della domanda sull'ente,Ontologie. Storia e prospettive della domanda sull'ente,Ontologie.~Storia e prospettive della domanda sull'ente,Ontologie. Storia e prospettive della domanda sull'ente,,,,,,,,,,nuovo_realismo,Milano,,,mimesis-edizioni,,,,,,,,,,,,,italian,false,,,,fraisopi_f,,1:ontology
55001,incollection,fraisse_jc:1971,,,1971,,"\emph{Autarkeia} et \emph{philia} en EE VII 12, 1244b1-1245b19","Autarkeia et philia en EE VII 12, 1244b1-1245b19",,,,,,,,,245--252,245,,,,,,,,,,,,,,,,,,,french,false,,,fraisse_jc,,,1:feeling;2:friendship
55002,incollection,fraisse_jc:1974,,,1974,,Isomorphisme local et {\'e}quivalence associ{\'e}s {\`a} un ordinal; utilit{\'e} en calcul des formules infinies {\`a} quanteurs finis,Isomorphisme local et équivalence associés à un ordinal; utilité en calcul des formules infinies à quanteurs finis,,,,,,,,,241--254,241,,,,,,,,,,,,,,,,,,,french,false,,,fraisse_jc,,,
55003,UNKNOWN,fraisse_r:1953,,,1953,,Sur quelques classifications des syst{\`e}mes de relations,Sur quelques classifications des systèmes de relations,,,,,,,,,,,,,Paris,,universit_e_de_paris,,Thèse de doctorat,,,,,,,,,,,,french,false,,,fraisse_r,,,1:structuralism;2:relations
55004,inproceedings,fraisse_r:1954,,,1954,,Sur quelques classifications des syst{\`e}mes de relations,Sur quelques classifications des systèmes de relations,Sur quelques classifications des syst{\`e}mes de relations,Sur quelques classifications des systèmes de relations,,,A1,,,,35--182,35,,,Paris,,,librairie-d-auguste-durand,,,Publication de \citet{fraisse_r:1953},Publication de Fraïssé (1953),,,,,,,,,french,false,,,fraisse_r,,,1:structuralism;2:relations
