id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
131671,incollection,pla-etal:2000,,,2000,,Improving Chunking by Means of Lexical-Contextual Information in Statistical Language Models,Improving Chunking by Means of Lexical-Contextual Information in Statistical Language Models,,,,,,,148--150,,,,,,,,,,,,,,,,,,,,false,,pla;molina_a;prieto_n,,,1:ai;2:machine_learning;3:machine_language_learning
131672,book,plaass:1965,,,1965,,"Kants Theorie der Naturwissenschaft.~Eine Untersuchung zur Vorrede von Kants `Metaphysischen Anfangsgr{\""u}nden der Naturwissenschaft'",Kants Theorie der Naturwissenschaft. Eine Untersuchung zur Vorrede von Kants ‘Metaphysischen Anfangsgründen der Naturwissenschaft',,,,,,,,,,"G{\""o}ttingen",,,vandenhoeck-ruprecht,,,,,,,,,,,,,ngerman,false,,plaass,,,1:science
131673,book,plaass:1994,,,1994,,Kant's Theory of Natural Science,Kant's Theory of Natural Science,,,,,,159,,,boston_studies_in_the_philosophy_of_science,Dordrecht,,,kluwer-academic-publishers,,,,,,,,,,,,,,false,,plaass,,,1:science
131674,article,plaat-etal:1996,,,1996,,Best-First Fixed-Depth Minimax Algorithms,Best-First Fixed-Depth Minimax Algorithms,,,,artificial-intelligence,87,1/2,255--293,,,,,,,,,,,,,,,,,,,,false,,plaat;schaeffer_j;pijls_w;debruin_a,,,1:computation;2:data;3:search
131675,article,place:1954,,,1954,,The Concept of Heed,The Concept of Heed,,,,the-british-journal-of-psychology,45,,243--255,,,,,,,,,Reprinted in \citet[30--44]{place:2004},Reprinted in Place (2004),,,,,,,,,,false,,place,,,2:consciousness
131676,article,place:1956,,,1956,,Is Consciousness a Brain-Process?,Is Consciousness a Brain-Process?,,,,the-british-journal-of-psychology,47,,44--60,,,,,,,,,Reprinted in \citet[45--52]{place:2004},Reprinted in Place (2004),,,,,,,10.1111/j.2044-8295.1956.tb00560.x,,,false,,place,,,2:consciousness
131677,article,place:1960,,,1960,,Materialism as a Scientific Hypothesis,Materialism as a Scientific Hypothesis,,,,the-philosophical-review,69,,101--104,,,,,,,,,Reprinted in \citet[53--55]{place:2004},Reprinted in Place (2004),,,,,,,,,,false,,place,,,1:mind_body
131678,article,place:1966,,,1966,,Consciousness and Perception in Psychology,Consciousness and Perception in Psychology,,,,proceedings-of-the-aristotelian-society-supplementary-volume,40,,101--124,,,,,,,,,Reprinted in \citet[56--62]{place:2004},Reprinted in Place (2004),,,,,,,,,,false,,place,,,1:perception
131679,article,place:1971,,,1971,,The Infallibility of Our Knowledge of Our Own Beliefs,The Infallibility of Our Knowledge of Our Own Beliefs,,,,analysis,31,,197--204,,,,,,,,,Reprinted in \citet[63--69]{place:2004},Reprinted in Place (2004),,,,,,,,,,false,,place,,,1:knowledge;2:self_knowledge;3:introspection
131680,article,place:1972,,,1972,,Sensations and Processes: A Reply to \citet{munsat:1969},Sensations and Processes: A Reply to Munsat (1969),,,,mind,81,321,106--112,,,,,,,,,,,,,,,,,,,,false,,place,,,1:time;2:processes
131681,article,place:1988,,,1988,,Thirty Years on -- Is Consciousness Still a Brain Process?,Thirty Years on – Is Consciousness Still a Brain Process?,,,,australasian-journal-of-philosophy,66,,208--219,,,,,,,,,Reprinted in \citet[70--80]{place:2004},Reprinted in Place (2004),,,,,,,,,,false,,place,,,1:mind_body;2:physicalism
131682,article,place:1989a,,,1989,,Toward a Connectionist Version of the Causal Theory of Reference,Toward a Connectionist Version of the Causal Theory of Reference,,,,acta-analytica,3,5,71--97,,,,,,,,,,,,,,,,,,,,false,,place,,,1:reference
131683,incollection,place:1989b,,,1989,,Low Claim Assertions,Low Claim Assertions,,,,,,,121--136,,,,,,,,,,,,,,,,,,,,false,,place,,,1:mind_body;2:dualism
131684,article,place:1990,,,1990,,"Intensionalism, Connectionism and the Picture Theory of Meaning","Intensionalism, Connectionism and the Picture Theory of Meaning",,,,acta-analytica,5,6,,,,,,,,,,,,,,,,,,,,,false,,place,,,1:psychology;2:cognitive_science;3:connectionism
131685,article,place:1991,,,1991,,On the Social Relativity of Truth and the Analytic/Synthetic Distinction,On the Social Relativity of Truth and the Analytic/Synthetic Distinction,,,,human-studies,14,,265--285,,,,,,,,,Reprinted in \citet[138--154]{place:2004},Reprinted in Place (2004),,,,,,,,,,false,,place,,,1:mind_body;2:eliminative_materialism
131686,article,place:1992,,,1992,,Eliminative Connectionism: Its Implications for a Return to an Empiricist/Behaviorist Linguistics,Eliminative Connectionism: Its Implications for a Return to an Empiricist/Behaviorist Linguistics,,,,behavior-and-philosophy,20,,21--35,,,,,,,,,,,,,,,,,,,,false,,place,,,1:mind_body;2:eliminative_materialism
131687,article,place:1992a,,,1992,,Two Concepts of Consciousness: The Biological/Private and the Linguistic/Social,Two Concepts of Consciousness: The Biological/Private and the Linguistic/Social,,,,acta-analytica,7,8,53--72,,,,,,,,,,,,,,,,,,,,false,,place,,,2:consciousness
131688,article,place:1992b,,,1992,,The Role of the Ethnomethodological Experiment in the Empirical Investigation of Social Norms and Its Application to Conceptual Analysis,The Role of the Ethnomethodological Experiment in the Empirical Investigation of Social Norms and Its Application to Conceptual Analysis,,,,philosophy-of-the-social-sciences,22,,461--474,,,,,,,,,Reprinted in \citet[155--164]{place:2004},Reprinted in Place (2004),,,,,,,,,,false,,place,,,1:mind_body;2:eliminative_materialism
131689,article,place:1993,,,1993,,A Radical Behaviorist Methodology for the Empirical Investigation of Private Events,A Radical Behaviorist Methodology for the Empirical Investigation of Private Events,,,,behavior-and-philosophy,20,,25--35,,,,,,,,,,,,,,,,,,,,false,,place,,,1:psychology;2:behaviourism
131690,article,place:1993a,,,1993,,Holism and Cognitive Dissonance in the Discrimination of Correspondence between Sentences and Situations,Holism and Cognitive Dissonance in the Discrimination of Correspondence between Sentences and Situations,,,,acta-analytica,8,10,,,,,,,,,,,,,,,,,,,,,false,,place,,,1:representation;2:content_determination;3:meaning_holism
131691,article,place:1994,,,1994,,Connectionism and the Resurrection of Behaviourism,Connectionism and the Resurrection of Behaviourism,,,,acta-analytica,9,12,,,,,,,,,,,,,,,,,,,,,false,,place,,,1:psychology;2:behaviourism
131692,article,place:1995,,,1995,,Metaphysics as the Empirical Study of the Interface between Language and Reality,Metaphysics as the Empirical Study of the Interface between Language and Reality,,,,acta-analytica,10,15,,,,,,,,,,,,,,,,,,,,,false,,place,,,1:metaphysics;2:metametaphysics
131693,article,place:1996,,,1996,,Intentionality as the Mark of the Dispositional,Intentionality as the Mark of the Dispositional,,,,dialectica,50,2,91--120,,,,,,,,,,,,,,,,,10.1111/j.1746-8361.1996.tb00001.x,,,false,,place,,,1:properties;2:dispositions
131694,incollection,place:1996a,,,1996,,Folk Psychology from the Standpoint of Conceptual Analysis,Folk Psychology from the Standpoint of Conceptual Analysis,,,,,,,126--140,,,,,,,,,Reprinted as ``Linguistic Behaviorism as a Philosophy of Empirical Science'' in \citet[165--184]{place:2004},Reprinted as “Linguistic Behaviorism as a Philosophy of Empirical Science” in Place (2004),,,,,,,,,,false,,place,,,1:psychology;2:folk_psychology
131695,incollection,place:1996b,,,1996,,Linguistic Behaviorism as a Philosophy of Empirical Science,Linguistic Behaviorism as a Philosophy of Empirical Science,,,,,,,126--140,,,,,,,,,,,,,,,,,,,,false,,place,,,1:psychology;2:behaviourism
131696,incollection,place:1996c,,,1996,,Folk Psychology from the Standpoint of Conceptual Analysis,Folk Psychology from the Standpoint of Conceptual Analysis,,,,,,,264--269,,,,,,,,,,,,,,,,,,,,false,,place,,,1:psychology;2:folk_psychology
131697,article,place:1997,,,1997,,On the Nature of Conditionals and Their Truthmakers,On the Nature of Conditionals and Their Truthmakers,,,,acta-analytica,12,18,,,,,,,,,,,,,,,,,,,,,false,,place,,,1:truth;2:truthmakers
131698,article,place:1997a,,,1997,,De re Modality without Possible Worlds,De re Modality without Possible Worlds,,,,acta-analytica,12,19,129--143,,,,,,,,,,,,,,,,,,,,false,,place,,,1:modality;2:de_dicto_de_re
