id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
60378,incollection,ghaemi:2013,,,2013,,Understanding Mania and Depression,Understanding Mania and Depression,,,,,,,803--819,803,,,,,,,,,,,,,,,,,,,english,false,,,ghaemi,,,1:psychology;2:mental_illness
60379,incollection,ghallab-alaoui:1989,,,1989,,Managing Efficiently Temporal Relations Through Indexed Spanning Trees,Managing Efficiently Temporal Relations Through Indexed Spanning Trees,,,,,,,1297--1303,1297,,,,,,,,,,,,,,,,,,,english,false,,,ghallab;alaoui,,,1:rationality;2:temporal_reasoning
60380,incollection,ghallab:1996,,,1996,,"On Chronicles: Representations, On-Line Recognition and Learning","On Chronicles: Representations, On-Line Recognition and Learning",,,,,,,597--606,597,,,,,,,,,,,,,,,,,,,english,false,,,ghallab,,,1:rationality;2:temporal_reasoning
60381,book,ghamaritabrizi:2016,,,2016,,Foucault in Iran: Islamic Revolution After the Enlightenment,Foucault in Iran: Islamic Revolution After the Enlightenment,,,,,,,,,,,"Minneapolis, Minnesota",,,university-of-minnesota-press,,,,,,,,,,,10.5749/minnesota/9780816699483.001.0001,,english,false,,,ghamaritabrizi,,,
60382,book,gheaus-etal:2018,,,2018,,The Routledge Handbook of the Philosophy of Childhood and Children,The Routledge Handbook of the Philosophy of Childhood and Children,The Routledge Handbook of the Philosophy of Childhood and Children,The Routledge Handbook of the Philosophy of Childhood and Children,,,,,,,,routledge_handbooks_in_philosophy,London,,,routledge,,,,,,,,,,,,,english,false,,,,gheaus;calder_g;dewispelaere,,1:pedagogy
60383,article,gheaus:2013,,,2013,,The Feasibility Constraint on the Concept of Justice,The Feasibility Constraint on the Concept of Justice,,,,the-philosophical-quarterly,63,252,445--464,445,,,,,,,,,,,,,,,,,,,english,false,,,gheaus,,,1:political_philosophy;2:justice
60384,incollection,gheaus:2015,,,2015,,Feminism and Gender,Feminism and Gender,,,,,,,167--182,167,,,,,,,,,,,,,,,,,,,english,false,,,gheaus,,,1:political_philosophy;2:feminism
60385,incollection,gheaus:2016,,,2016,,The (Dis)value of Commitment to One's Spouse,The (Dis)value of Commitment to One's Spouse,,,,,,,204--224,204,,,,,,,,,,,,,,,,,,,english,false,,,gheaus,,,1:political_philosophy;2:marriage
60386,article,gheaus:2017,,,2017,,Parental Genetic Shaping and Parental Environmental Shaping,Parental Genetic Shaping and Parental Environmental Shaping,,,,the-philosophical-quarterly,67,267,263--281,263,,,,,,,,,,,,,,,,,,,english,false,,,gheaus,,,1:ethics;2:bioethics
60387,article,gheaus:2017a,,,2017,,Love and Justice: A Paradox?,Love and Justice: A Paradox?,,,,canadian-journal-of-philosophy,47,6,739--759,739,,,,,,,,,,,,,,,,,,,english,false,,,gheaus,,,1:feeling;2:friendship;3:love
60388,article,gheaus:2018,,,2018,,"Biological Parenthood: Gestational, Not Genetic","Biological Parenthood: Gestational, Not Genetic",,,,australasian-journal-of-philosophy,96,2,225--240,225,,,,,,,,,,,,,,,,,,,english,false,,,gheaus,,,1:ethics;2:procreation
60389,incollection,gheaus:2019,,,2019,,Gender-Egalitarian Policies in the Workplace and the Family,Gender-Egalitarian Policies in the Workplace and the Family,,,,,,,293--305,293,,,,,,,,,,,,,,,,,,,english,false,,,gheaus,,,1:ethics;2:procreation
60390,article,gheaus:2021,,,2021,,Childhood: Values and Duties,Childhood: Values and Duties,,,,philosophy-compass,16,12,e12793,,e12793,,,,,,,,,,,,,,,,10.1111/phc3.12793,,english,false,,,gheaus,,,1:ethics;2:procreation
60391,incollection,gheerbrant:2010,,,2010,,Complete Axiomatization of the Stutter-Invariant Fragment of the Linear Time $\mu$-Calculus,Complete Axiomatization of the Stutter-Invariant Fragment of the Linear Time μ-Calculus,,,,,,,140--155,140,,,,,,,,,,,,,,,,,,,english,false,,,gheerbrant,,,1:logic;2:model_theory;3:mu_calculus
60392,article,gherabmartin:2013,,,2013,,From Structuralism to Neural Monism in Arthur S.~Eddington's Philosophy of Physics,From Structuralism to Neural Monism in Arthur S. Eddington's Philosophy of Physics,,,,studies-in-history-and-philosophy-of-science-part-b-studies-in-history-and-philosophy-of-modern-physics,44,4,500--512,500,,,,,,,,,,,,,,,,,,,english,false,,,gherabmartin,,,1:structuralism;2:symmetry
60393,incollection,gherardi-strati:2017,,,2017,,Talking about Competence: That ``Something'' Which Exceeds the Speaking Subject,Talking about Competence: That “Something” Which Exceeds the Speaking Subject,,,,,,,103--124,103,,,,,,,,,,,,,,,,,,,english,false,,,gherardi;strati_a,,,1:knowledge;2:knowing_how
60394,book,ghezzi_c-etal:1997,,,1997,,Introduction to the Personal Software Process,Introduction to the Personal Software Process,,,,,,,,,,,"Reading, Massachusetts",,,addison-wesley,,,,,,,,,,,,,english,false,,,ghezzi_c;jazayeri;mandrioli_d,,,1:computation;2:computer_science;3:software_engineering
60395,incollection,ghezzi_p-etal:2014,,,2014,,Educating Medical Students to Evaluate the Quality of Health Information on the Web,Educating Medical Students to Evaluate the Quality of Health Information on the Web,,,,,,,183--200,183,,,,,,,,,,,,,,,,,,,english,false,,,ghezzi_p;chumber_s;brabazon,,,1:information
60396,article,ghidini-giunchiglia:2001,,,2001,,"Local Models Semantics, or Contextual Reasoning $=$ Locality $+$ Compatibility","Local Models Semantics, or Contextual Reasoning = Locality + Compatibility",,,,artificial-intelligence,127,2,221--259,221,,,,,,,,,Republication of \citet{giunchiglia_f-ghidini:1998},Republication of Giunchiglia and Ghidini (1998),,,,,,,,,english,false,,,ghidini;giunchiglia_f,,,1:pragmatics;2:context
60397,incollection,ghidini-serafini:1996,,,1996,,Distributed First Order Logics,Distributed First Order Logics,,,,,,,,,,,,,,,,,"Also IRST-Technical Report 9709-02, IRST, Trento, Italy","Also IRST-Technical Report 9709-02, IRST, Trento, Italy",,,,,,,,,english,false,,,ghidini;serafini_l,,,1:logic;2:first_order_logic
60398,incollection,ghidini-serfini:1999,,,1999,,A Context-Based Logic for Distributed Knowledge Representation and Reasoning,A Context-Based Logic for Distributed Knowledge Representation and Reasoning,,,,,,,159--172,159,,,,,,,,,,,,,,,,,,,english,false,,,ghidini;serfini,,,1:pragmatics;2:context
