id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
177656,incollection,wciorka_l:1989,,,1989,,Phenomenology as the Method of Contemporary Philosophical Anthropology,Phenomenology as the Method of Contemporary Philosophical Anthropology,,,,,,,613--626,,,,,,,,,,,,,,,,,,,,false,,wciorka_l,,,1:social_sciences;2:anthropology
