id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
130312,article,pfaender_ad:1921,,,1921,,Logik,Logik,,,,jahrbuch-fur-philosophie-und-phanomenologische-forschung,4,4,,,139--494,139,,,,,,,,,,,,,,,,,,,german,false,,,pfaender_ad,,,1:logic
130313,article,pfaender_al:1913,,,1913,,Zur Psychologie der Gesinnungen {I},Zur Psychologie der Gesinnungen I,,,,jahrbuch-fur-philosophie-und-phanomenologische-forschung,1,1,1,1,325--404,325,,,,,,,,,,,,,,,,,,,german,false,,,pfaender_al,,,
130314,article,pfaender_al:1916,,,1916,,Zur Psychologie der Gesinnungen {II},Zur Psychologie der Gesinnungen II,,,,jahrbuch-fur-philosophie-und-phanomenologische-forschung,3,3,,,1--125,1,,,,,,,,,,,,,,,,,,,german,false,,,pfaender_al,,,
130315,incollection,pfahringer:1992,,,1992,,The Logical Way to Build a {DL}-Based {KR} System,The Logical Way to Build a DL-Based KR System,,,,,,,,,76--77,76,,,,,,,,,,,,,,,,,,,english,false,,,pfahringer,,,1:information;2:knowledge_representation
130316,book,pfaller_r:2017,,,2017,,Interpassivity: The Aesthetics of Delegated Enjoyment,Interpassivity: The Aesthetics of Delegated Enjoyment,,,,,,,,,,,,,Edinburgh,,,edinburgh-university-press,,,,,,,,,,,10.3366/edinburgh/9781474422925.001.0001,,english,false,,,pfaller_r,,,
130317,incollection,pfalzgraf:1996,,,1996,,An Application of Grassmann Geometry to a Problem in Robotics,An Application of Grassmann Geometry to a Problem in Robotics,,,,,,,,,337--344,337,,,,,,,,,,,,,,,,,,,english,false,,,pfalzgraf,,,1:mathematics;2:geometry
130318,incollection,pfannkuche:1997,,,1997,,Supererogation als Element moralischer Verantwortung,Supererogation als Element moralischer Verantwortung,,,,,,,,,295--305,295,,,,,,,,,,,,,,,,,,,german,false,,,pfannkuche,,,2:supererogation
130319,article,pfannkuche:2017,,,2017,,Strategies for the Justification of Law,Strategies for the Justification of Law,,,,analyse-kritik,39,39,2,2,265--293,265,,,,,,,,,,,,,,,,,,,english,false,,,pfannkuche,,,1:law
130320,article,pfarr:1976,,,1976,,"Die Protophysik der Zeit und das Relativit{\""a}tsprinzip",Die Protophysik der Zeit und das Relativitätsprinzip,,,,zeitschrift-fur-allgemeine-wissenschaftstheorie-journal-for-general-philosophy-of-science,5,5,2,2,298--326,298,,,,,,,,,,,,,,,,,,,german,false,,,pfarr,,,1:space_spacetime;2:physical_time
130321,article,pfarr:1978,,,1978,,Besprechung von \citet{kanitscheider:1976},Besprechung von Kanitscheider (1976),,,,grazer-philosophische-studien,6,6,,,179--191,179,,,,,,,,,,,,,,,,,,,german,false,,,pfarr,,,1:space_spacetime;2:absolute_vs_relational
130322,incollection,pfarr:1984,,,1984,,Protophysics of Time and the Principle of Relativity,Protophysics of Time and the Principle of Relativity,,,,,,,,,159--190,159,,,,,,,,,,,,,,,,,,,english,false,,,pfarr,,,1:space_spacetime;2:relativity_theory
130323,incollection,pfau_t:2019,,,2019,,Romantic \emph{Bildung} and the Persistence of Teleology,Romantic Bildung and the Persistence of Teleology,,,,,,,,,143--172,143,,,,,,,,,,,,,,,,,,,english,false,,,pfau_t,,,1:history_of_philosophy
130324,article,pfeffer_r:1977,,,1977,,The Aesthetic Education of Man,The Aesthetic Education of Man,,,,indian-philosophical-quarterly,4,4,3,3,255--264,255,,,,,,,,,,,,,,,,,,,english,false,,,pfeffer_r,,,1:aesthetics
130325,UNKNOWN,pfefferle_t:2013,,,2013,,L'homme augment{\'e} ou la fusion {\'e}volutive entre la biologie et la technologie,L'homme augmenté ou la fusion évolutive entre la biologie et la technologie,,,,,,,,,,,,,Lausanne,,d_e_partement_de_philosophie_universit_e_de_lausanne,,M{\'e}moire de licence,,,,,,,,,,,https://iris.unil.ch/handle/iris/60933,french,false,,,pfefferle_t,,,
130326,book,pfeifer_g:2015,,,2015,,"The New Materialism.~Althusser, Badiou, and {\v{Z}}i{\v{z}}ek","The New Materialism. Althusser, Badiou, and Žižek",,,,,,,,,,,,,London,,,routledge,,,,,,,,,,,,,english,false,,,pfeifer_g,,,1:political_philosophy
130327,incollection,pfeifer_g:2022,,,2022,,"Desire's Tyranny: Deleuze and Guattari on Desire, Capitalism, and Authoritarianism in the Contemporary Moment","Desire's Tyranny: Deleuze and Guattari on Desire, Capitalism, and Authoritarianism in the Contemporary Moment",,,,,,,,,161--178,161,,,,,,,,,,,,,,,,,,,english,false,,,pfeifer_g,,,2:desire
130328,incollection,pfeifer_j:2010,,,2010,,Nominalism and Inductive Generalizations,Nominalism and Inductive Generalizations,,,,,,,,,78--93,78,,,,,,,,,,,,,,,,,,,english,false,,,pfeifer_j,,,1:properties;2:property_nominalism
130329,article,pfeifer_j:2012,,,2012,,"Mill and Lewis on Laws, Experimentation, and Systematization","Mill and Lewis on Laws, Experimentation, and Systematization",,,,studies-in-history-and-philosophy-of-science,43,43,1,1,172--181,172,,,,,,,,,,,,,,,,,,,english,false,,,pfeifer_j,,,1:causation;2:laws_of_nature
130330,article,pfeifer_k:1988,,,1988,,A Short Vindication of Reichenbach's ``Event-Splitting'',A Short Vindication of Reichenbach's “Event-Splitting”,,,,logique-et-analyse,31,31,121/122,121,143--152,143,,,,,,,,,,,,,,,,,,,english,false,,,pfeifer_k,,,1:ontology;2:events
130331,article,pfeifer_k:1988a,,,1988,,Chisholm on Expressions for Intentional Relations,Chisholm on Expressions for Intentional Relations,,,,philosophical-studies,53,53,1,1,153--156,153,,,,,,,,,,,,,,,,,10.1007/bf00355683,,english,false,,,pfeifer_k,,,1:structuralism;2:relations
130332,article,pfeifer_k:1992,,,1992,,"Searle, Strong AI, and Two Ways of Sorting Cucumbers","Searle, Strong AI, and Two Ways of Sorting Cucumbers",,,,journal-of-philosophical-research,17,17,,,347--350,347,,,,,,,,,,,,,,,,,,,english,false,,,pfeifer_k,,,1:ai;2:foundations_of_ai
130333,article,pfeifer_k:1997,,,1997,,"Laughter, Freshness, and Titillation","Laughter, Freshness, and Titillation",,,,inquiry,40,40,3,3,307--322,307,,,,,,,,,,,,,,,,,,,english,false,,,pfeifer_k,,,1:feeling;2:amusement;3:laughter
130334,incollection,pfeifer_k:2016,,,2016,,Pantheism as Panpsychism,Pantheism as Panpsychism,,,,,,,,,41--49,41,,,,,,,,,,,,,,,,,,,english,false,,,pfeifer_k,,,1:religion;2:pantheism
130335,incollection,pfeifer_k:2020,,,2020,,"Na{\""{\i}}ve Panentheism",Naïve Panentheism,,,,,,,,,123--138,123,,,,,,,,,,,,,,,,,,,english,false,,,pfeifer_k,,,1:religion;2:panentheism
130336,article,pfeifer_n:2012,,,2012,,Experiments on Aristotle's Thesis: Towards an Experimental Philosophy of Conditionals,Experiments on Aristotle's Thesis: Towards an Experimental Philosophy of Conditionals,,,,the-monist,95,95,2,2,223--240,223,,,,,,,,,,,,,,,,,,,english,false,,,pfeifer_n,,,1:experimental_philosophy
130337,incollection,pfeifer_n:2013,,,2013,,On Argument Strength,On Argument Strength,,,,,,,,,185--194,185,,,,,,,,,,,,,,,,,,,english,false,,,pfeifer_n,,,1:argumentation;2:argumentation_theory
130338,book,pfeifer_r-scheier:1999,,,1999,,Understanding Intelligence,Understanding Intelligence,Understanding Intelligence,Understanding Intelligence,,,,,,,,,,,"Cambridge, Massachusetts",,,the-mit-press,,,,,,,,,,,,,english,false,,,pfeifer_r;scheier_c,,,1:psychology;2:intelligence
130339,article,pfeiffer_c:2017,,,2017,,Aristoteles und das Problem kontingenter Zukunftsaussagen,Aristoteles und das Problem kontingenter Zukunftsaussagen,,,,philosophie-ch,,,,,,,,,,,,,,,,,,,,,,,,https://www.philosophie.ch/2017-01-13-pfeiffer,german,false,,cc-by-3,pfeiffer_c,,,
130340,book,pfeiffer_c:2018,,,2018,,Aristotle's Theory of Bodies,Aristotle's Theory of Bodies,,,,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/oso/9780198779728.001.0001,,english,false,,,pfeiffer_c,,,1:ontology;2:particulars
130341,incollection,pfeiffer_h:1997,,,1997,,"Mut zur F{\""o}rderung der Elite",Mut zur Förderung der Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,german,false,,,pfeiffer_h,,,1:political_philosophy;2:equality;3:equal_opportunity
130342,article,pfeiffer_kl:1990,,,1990,,Zum systematischen Stand der Fiktionstheorie,Zum systematischen Stand der Fiktionstheorie,,,,journal-for-general-philosophy-of-science-zeitschrift-fur-allgemeine-wissenschaftstheorie,21,21,1,1,135--156,135,,,,,,,,,,,,,,,,,,,german,false,,,pfeiffer_kl,,,1:aesthetics;2:fiction
130343,article,pfeiffer_ml:1978,,,1978,,El l{\'{\i}}mite de la duda,El límite de la duda,,,,revista-latinoamericana-de-filosofia,4,4,,,75--80,75,,,,,,,,,,,,,,,,,,,spanish,false,,,pfeiffer_ml,,,1:skepticism;2:doubting
130344,incollection,pfeiffer_ml:1998,,,1998,,Heart Transplantation: A Corporeality Perspective,Heart Transplantation: A Corporeality Perspective,,,,,,,,,243--258,243,,,,,,,,,,,,,,,,,,,english,false,,,pfeiffer_ml,,,1:medicine;2:medical_ethics;3:organ_transplantation
130345,UNKNOWN,pfeiffer_n:1918,,,1918,,Die Klugheit in der Ethik von Aristoteles und Thomas von Aquin,Die Klugheit in der Ethik von Aristoteles und Thomas von Aquin,,,,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Th{\`e}se de doctorat,,,,,,,,,,,,german,false,,,pfeiffer_n,,,
130346,article,pfeiffer_sm-wong:1989,,,1989,,Multidimensional Jealousy,Multidimensional Jealousy,,,,journal-of-social-and-personal-relationships,6,6,2,2,181--196,181,,,,,,,,,,,,,,,,,10.1177/026540758900600203,,english,false,,,pfeiffer_sm;wong_ptp,,,1:feeling;2:envy;3:jealousy
